payment_id,payable_id,supplier_id,payment_date,amount_paid,payment_method
PM-0000988,AP-0000988,SUP-046,2026-07-20,5623.63,PIX
PM-0000989,AP-0000989,SUP-051,2026-08-21,2855.81,Boleto
PM-0000990,AP-0000990,SUP-051,2026-09-08,2855.81,Boleto
PM-0000991,AP-0000991,SUP-056,2024-09-23,4866.00,TED
PM-0000992,AP-0000992,SUP-061,2024-10-26,4947.26,PIX
PM-0000993,AP-0000993,SUP-066,2024-11-22,5029.20,Boleto
PM-0000994,AP-0000994,SUP-071,2024-12-25,2555.90,TED
PM-0000995,AP-0000995,SUP-071,2025-01-12,2555.90,TED
PM-0000996,AP-0000996,SUP-076,2025-01-26,5195.09,PIX
PM-0000997,AP-0000997,SUP-081,2025-02-28,5279.04,Boleto
PM-0000998,AP-0000998,SUP-001,2025-04-02,5363.66,TED
PM-0000999,AP-0000999,SUP-006,2025-04-27,2724.48,PIX
PM-0001000,AP-0001000,SUP-006,2025-05-15,2724.48,PIX
PM-0001001,AP-0001001,SUP-011,2025-05-30,5534.93,Boleto
PM-0001002,AP-0001002,SUP-016,2025-07-01,5621.57,TED
PM-0001003,AP-0001003,SUP-021,2025-08-03,5708.88,PIX
PM-0001004,AP-0001004,SUP-026,2025-09-04,2898.43,Boleto
PM-0001005,AP-0001005,SUP-026,2025-09-22,2898.43,Boleto
PM-0001006,AP-0001006,SUP-031,2025-10-02,5885.52,TED
PM-0001007,AP-0001007,SUP-036,2025-11-04,5974.85,PIX
PM-0001008,AP-0001008,SUP-041,2025-12-06,6064.85,Boleto
PM-0001009,AP-0001009,SUP-046,2026-01-08,3077.76,TED
PM-0001010,AP-0001010,SUP-046,2026-01-26,3077.76,TED
PM-0001011,AP-0001011,SUP-051,2026-02-09,6246.86,PIX
PM-0001012,AP-0001012,SUP-056,2026-03-09,2044.80,Boleto
PM-0001013,AP-0001013,SUP-061,2026-04-11,2107.25,TED
PM-0001014,AP-0001014,SUP-066,2026-04-13,1085.18,PIX
PM-0001015,AP-0001015,SUP-066,2026-05-01,1085.18,PIX
PM-0001016,AP-0001016,SUP-071,2026-05-16,2234.16,Boleto
PM-0001017,AP-0001017,SUP-076,2026-06-17,2298.62,TED
PM-0001018,AP-0001018,SUP-081,2026-07-15,2363.76,PIX
PM-0001019,AP-0001019,SUP-001,2026-08-16,1214.78,Boleto
PM-0001020,AP-0001020,SUP-001,2026-09-03,1214.78,Boleto
PM-0001021,AP-0001021,SUP-006,2024-09-18,2094.00,TED
PM-0001022,AP-0001022,SUP-011,2024-10-21,2153.09,PIX
PM-0001023,AP-0001023,SUP-016,2024-11-22,2212.85,Boleto
PM-0001024,AP-0001024,SUP-021,2024-12-20,1136.64,TED
PM-0001025,AP-0001025,SUP-021,2025-01-07,1136.64,TED
PM-0001026,AP-0001026,SUP-026,2025-01-21,2334.38,PIX
PM-0001027,AP-0001027,SUP-031,2025-02-23,2396.16,Boleto
PM-0001028,AP-0001028,SUP-036,2025-03-28,2458.61,TED
PM-0001029,AP-0001029,SUP-041,2025-04-27,1260.86,PIX
PM-0001030,AP-0001030,SUP-041,2025-05-15,1260.86,PIX
PM-0001031,AP-0001031,SUP-046,2025-05-25,2585.52,Boleto
PM-0001032,AP-0001032,SUP-051,2025-06-26,2649.98,TED
PM-0001033,AP-0001033,SUP-056,2025-07-29,2715.12,PIX
PM-0001034,AP-0001034,SUP-061,2025-08-30,1390.46,Boleto
PM-0001035,AP-0001035,SUP-061,2025-09-17,1390.46,Boleto
PM-0001036,AP-0001036,SUP-066,2025-10-02,2847.41,TED
PM-0001037,AP-0001037,SUP-071,2025-10-30,2914.56,PIX
PM-0001038,AP-0001038,SUP-076,2025-12-01,2982.38,Boleto
PM-0001039,AP-0001039,SUP-081,2026-01-03,1525.44,TED
PM-0001040,AP-0001040,SUP-081,2026-01-21,1525.44,TED
PM-0001041,AP-0001041,SUP-001,2026-02-04,3120.05,PIX
PM-0001042,AP-0001042,SUP-006,2026-03-09,3189.89,Boleto
PM-0001043,AP-0001043,SUP-011,2026-04-06,3260.40,TED
PM-0001044,AP-0001044,SUP-016,2026-05-06,1665.79,PIX
PM-0001045,AP-0001045,SUP-016,2026-05-24,1665.79,PIX
PM-0001046,AP-0001046,SUP-021,2026-06-08,3403.44,Boleto
PM-0001047,AP-0001047,SUP-026,2026-07-10,3475.97,TED
PM-0001048,AP-0001048,SUP-031,2026-08-12,3549.17,PIX
PM-0001049,AP-0001049,SUP-036,2026-08-11,1811.52,Boleto
PM-0001050,AP-0001050,SUP-036,2026-08-29,1811.52,Boleto
PM-0001051,AP-0001051,SUP-041,2024-09-13,3102.00,TED
PM-0001052,AP-0001052,SUP-046,2024-10-16,3169.15,PIX
PM-0001053,AP-0001053,SUP-051,2024-11-17,3236.98,Boleto
PM-0001054,AP-0001054,SUP-056,2024-12-20,1652.74,TED
PM-0001055,AP-0001055,SUP-056,2025-01-07,1652.74,TED
PM-0001056,AP-0001056,SUP-061,2025-01-16,3374.64,PIX
PM-0001057,AP-0001057,SUP-066,2025-02-18,3444.48,Boleto
PM-0001058,AP-0001058,SUP-071,2025-03-23,3514.99,TED
PM-0001059,AP-0001059,SUP-076,2025-04-22,1793.09,PIX
PM-0001060,AP-0001060,SUP-076,2025-05-10,1793.09,PIX
PM-0001061,AP-0001061,SUP-081,2025-05-25,3658.03,Boleto
PM-0001062,AP-0001062,SUP-001,2025-06-21,3730.56,TED
PM-0001063,AP-0001063,SUP-006,2025-07-24,3803.76,PIX
PM-0001064,AP-0001064,SUP-011,2025-08-25,1938.82,Boleto
PM-0001065,AP-0001065,SUP-011,2025-09-12,1938.82,Boleto
PM-0001066,AP-0001066,SUP-016,2025-09-27,3952.18,TED
PM-0001067,AP-0001067,SUP-021,2025-10-30,4027.39,PIX
PM-0001068,AP-0001068,SUP-026,2025-11-26,4103.28,Boleto
PM-0001069,AP-0001069,SUP-031,2025-12-29,2089.92,TED
PM-0001070,AP-0001070,SUP-031,2026-01-16,2089.92,TED
PM-0001071,AP-0001071,SUP-036,2026-01-30,4257.07,PIX
PM-0001072,AP-0001072,SUP-041,2026-03-04,4334.98,Boleto
PM-0001073,AP-0001073,SUP-046,2026-04-06,4413.55,TED
PM-0001074,AP-0001074,SUP-051,2026-05-01,2246.40,PIX
PM-0001075,AP-0001075,SUP-051,2026-05-19,2246.40,PIX
PM-0001076,AP-0001076,SUP-056,2026-06-03,4572.72,Boleto
PM-0001077,AP-0001077,SUP-061,2026-07-05,4653.31,TED
PM-0001078,AP-0001078,SUP-066,2026-08-07,4734.58,PIX
PM-0001079,AP-0001079,SUP-071,2026-09-08,2408.26,Boleto
PM-0001080,AP-0001080,SUP-071,2026-09-26,2408.26,Boleto
PM-0001081,AP-0001081,SUP-076,2024-10-06,4110.00,TED
PM-0001082,AP-0001082,SUP-081,2024-11-08,4185.22,PIX
PM-0001083,AP-0001083,SUP-001,2024-12-10,4261.10,Boleto
PM-0001084,AP-0001084,SUP-006,2024-12-15,2168.83,TED
PM-0001085,AP-0001085,SUP-006,2025-01-02,2168.83,TED
PM-0001086,AP-0001086,SUP-011,2025-01-16,4414.90,PIX
PM-0001087,AP-0001087,SUP-016,2025-02-13,4492.80,Boleto
PM-0001088,AP-0001088,SUP-021,2025-03-18,4571.38,TED
PM-0001089,AP-0001089,SUP-026,2025-04-17,2325.31,PIX
PM-0001090,AP-0001090,SUP-026,2025-05-05,2325.31,PIX
PM-0001091,AP-0001091,SUP-031,2025-05-20,4730.54,Boleto
PM-0001092,AP-0001092,SUP-036,2025-06-21,4811.14,TED
PM-0001093,AP-0001093,SUP-041,2025-07-19,4892.40,PIX
PM-0001094,AP-0001094,SUP-046,2025-08-20,2487.17,Boleto
PM-0001095,AP-0001095,SUP-046,2025-09-07,2487.17,Boleto
PM-0001096,AP-0001096,SUP-051,2025-09-22,5056.94,TED
PM-0001097,AP-0001097,SUP-056,2025-10-25,5140.22,PIX
PM-0001098,AP-0001098,SUP-061,2025-11-26,5224.18,Boleto
PM-0001099,AP-0001099,SUP-066,2025-12-24,2654.40,TED
PM-0001100,AP-0001100,SUP-066,2026-01-11,2654.40,TED
PM-0001101,AP-0001101,SUP-071,2026-01-25,5394.10,PIX
PM-0001102,AP-0001102,SUP-076,2026-02-27,5480.06,Boleto
PM-0001103,AP-0001103,SUP-081,2026-04-01,5566.70,TED
PM-0001104,AP-0001104,SUP-001,2026-05-01,2827.01,PIX
PM-0001105,AP-0001105,SUP-001,2026-05-19,2827.01,PIX
PM-0001106,AP-0001106,SUP-006,2026-05-29,5742.00,Boleto
PM-0001107,AP-0001107,SUP-011,2026-06-30,5830.66,TED
PM-0001108,AP-0001108,SUP-016,2026-08-02,5919.98,PIX
PM-0001109,AP-0001109,SUP-021,2026-09-03,3004.99,Boleto
PM-0001110,AP-0001110,SUP-021,2026-09-21,3004.99,Boleto
PM-0001111,AP-0001111,SUP-026,2024-10-06,5118.00,TED
PM-0001112,AP-0001112,SUP-031,2024-11-03,5201.28,PIX
PM-0001113,AP-0001113,SUP-036,2024-12-05,5285.23,Boleto
PM-0001114,AP-0001114,SUP-041,2025-01-07,2684.93,TED
PM-0001115,AP-0001115,SUP-041,2025-01-25,2684.93,TED
PM-0001116,AP-0001116,SUP-046,2025-02-08,5455.15,PIX
PM-0001117,AP-0001117,SUP-051,2025-03-13,5541.12,Boleto
PM-0001118,AP-0001118,SUP-056,2025-04-10,5627.76,TED
PM-0001119,AP-0001119,SUP-061,2025-04-12,2857.54,PIX
PM-0001120,AP-0001120,SUP-061,2025-04-30,2857.54,PIX
PM-0001121,AP-0001121,SUP-066,2025-05-15,5803.06,Boleto
PM-0001122,AP-0001122,SUP-071,2025-06-16,5891.71,TED
PM-0001123,AP-0001123,SUP-076,2025-07-19,5981.04,PIX
PM-0001124,AP-0001124,SUP-081,2025-08-15,979.20,Boleto
PM-0001125,AP-0001125,SUP-081,2025-09-02,979.20,Boleto
PM-0001126,AP-0001126,SUP-001,2025-09-17,2018.83,TED
PM-0001127,AP-0001127,SUP-006,2025-10-20,2079.94,PIX
PM-0001128,AP-0001128,SUP-011,2025-11-21,2141.71,Boleto
PM-0001129,AP-0001129,SUP-016,2025-12-24,1102.08,TED
PM-0001130,AP-0001130,SUP-016,2026-01-11,1102.08,TED
PM-0001131,AP-0001131,SUP-021,2026-01-20,2267.28,PIX
PM-0001132,AP-0001132,SUP-026,2026-02-22,2331.07,Boleto
PM-0001133,AP-0001133,SUP-031,2026-03-27,2395.54,TED
PM-0001134,AP-0001134,SUP-036,2026-04-26,1230.34,PIX
PM-0001135,AP-0001135,SUP-036,2026-05-14,1230.34,PIX
PM-0001136,AP-0001136,SUP-041,2026-05-29,2526.48,Boleto
PM-0001137,AP-0001137,SUP-046,2026-06-25,2592.96,TED
PM-0001138,AP-0001138,SUP-051,2026-07-28,2660.11,PIX
PM-0001139,AP-0001139,SUP-056,2026-08-29,1363.97,Boleto
PM-0001140,AP-0001140,SUP-056,2026-09-16,1363.97,Boleto
PM-0001141,AP-0001141,SUP-061,2024-10-01,2346.00,TED
PM-0001142,AP-0001142,SUP-066,2024-11-03,2407.10,PIX
PM-0001143,AP-0001143,SUP-071,2024-11-30,2468.88,Boleto
PM-0001144,AP-0001144,SUP-076,2025-01-02,1265.66,TED
PM-0001145,AP-0001145,SUP-076,2025-01-20,1265.66,TED
PM-0001146,AP-0001146,SUP-081,2025-02-03,2594.45,PIX
PM-0001147,AP-0001147,SUP-001,2025-03-08,2658.24,Boleto
PM-0001148,AP-0001148,SUP-006,2025-04-10,2722.70,TED
PM-0001149,AP-0001149,SUP-011,2025-05-05,1393.92,PIX
PM-0001150,AP-0001150,SUP-011,2025-05-23,1393.92,PIX
PM-0001151,AP-0001151,SUP-016,2025-06-07,2853.65,Boleto
PM-0001152,AP-0001152,SUP-021,2025-07-09,2920.13,TED
PM-0001153,AP-0001153,SUP-026,2025-08-11,2987.28,PIX
PM-0001154,AP-0001154,SUP-031,2025-08-15,1527.55,Boleto
PM-0001155,AP-0001155,SUP-031,2025-09-02,1527.55,Boleto
PM-0001156,AP-0001156,SUP-036,2025-09-12,3123.60,TED
PM-0001157,AP-0001157,SUP-041,2025-10-15,3192.77,PIX
PM-0001158,AP-0001158,SUP-046,2025-11-16,3262.61,Boleto
PM-0001159,AP-0001159,SUP-051,2025-12-19,1666.56,TED
PM-0001160,AP-0001160,SUP-051,2026-01-06,1666.56,TED
PM-0001161,AP-0001161,SUP-056,2026-01-20,3404.30,PIX
PM-0001162,AP-0001162,SUP-061,2026-02-17,3476.16,Boleto
PM-0001163,AP-0001163,SUP-066,2026-03-22,3548.69,TED
PM-0001164,AP-0001164,SUP-071,2026-04-21,1810.94,PIX
PM-0001165,AP-0001165,SUP-071,2026-05-09,1810.94,PIX
PM-0001166,AP-0001166,SUP-076,2026-05-24,3695.76,Boleto
PM-0001167,AP-0001167,SUP-081,2026-06-25,3770.30,TED
PM-0001168,AP-0001168,SUP-001,2026-07-23,3845.52,PIX
PM-0001169,AP-0001169,SUP-006,2026-08-24,1960.70,Boleto
PM-0001170,AP-0001170,SUP-006,2026-09-11,1960.70,Boleto
PM-0001171,AP-0001171,SUP-011,2024-09-26,3354.00,TED
PM-0001172,AP-0001172,SUP-016,2024-10-29,3423.17,PIX
PM-0001173,AP-0001173,SUP-021,2024-11-30,3493.01,Boleto
PM-0001174,AP-0001174,SUP-026,2024-12-28,1781.76,TED
PM-0001175,AP-0001175,SUP-026,2025-01-15,1781.76,TED
PM-0001176,AP-0001176,SUP-031,2025-01-29,3634.70,PIX
PM-0001177,AP-0001177,SUP-036,2025-03-03,3706.56,Boleto
PM-0001178,AP-0001178,SUP-041,2025-04-05,3779.09,TED
PM-0001179,AP-0001179,SUP-046,2025-05-05,1926.14,PIX
PM-0001180,AP-0001180,SUP-046,2025-05-23,1926.14,PIX
PM-0001181,AP-0001181,SUP-051,2025-06-02,3926.16,Boleto
PM-0001182,AP-0001182,SUP-056,2025-07-04,4000.70,TED
PM-0001183,AP-0001183,SUP-061,2025-08-06,4075.92,PIX
PM-0001184,AP-0001184,SUP-066,2025-09-07,2075.90,Boleto
PM-0001185,AP-0001185,SUP-066,2025-09-25,2075.90,Boleto
PM-0001186,AP-0001186,SUP-071,2025-10-10,4228.37,TED
PM-0001187,AP-0001187,SUP-076,2025-11-07,4305.60,PIX
PM-0001188,AP-0001188,SUP-081,2025-12-09,4383.50,Boleto
PM-0001189,AP-0001189,SUP-001,2025-12-14,2231.04,TED
PM-0001190,AP-0001190,SUP-001,2026-01-01,2231.04,TED
PM-0001191,AP-0001191,SUP-006,2026-01-15,4541.33,PIX
PM-0001192,AP-0001192,SUP-011,2026-02-17,4621.25,Boleto
PM-0001193,AP-0001193,SUP-016,2026-03-17,4701.84,TED
PM-0001194,AP-0001194,SUP-021,2026-04-16,2391.55,PIX
PM-0001195,AP-0001195,SUP-021,2026-05-04,2391.55,PIX
PM-0001196,AP-0001196,SUP-026,2026-05-19,4865.04,Boleto
PM-0001197,AP-0001197,SUP-031,2026-06-20,4947.65,TED
PM-0001198,AP-0001198,SUP-036,2026-07-23,5030.93,PIX
PM-0001199,AP-0001199,SUP-041,2026-08-19,2557.44,Boleto
PM-0001200,AP-0001200,SUP-041,2026-09-06,2557.44,Boleto
PM-0001201,AP-0001201,SUP-046,2024-09-21,4362.00,TED
PM-0001202,AP-0001202,SUP-051,2024-10-24,4439.23,PIX
PM-0001203,AP-0001203,SUP-056,2024-11-25,4517.14,Boleto
PM-0001204,AP-0001204,SUP-061,2024-12-28,2297.86,TED
PM-0001205,AP-0001205,SUP-061,2025-01-15,2297.86,TED
PM-0001206,AP-0001206,SUP-066,2025-01-24,4674.96,PIX
PM-0001207,AP-0001207,SUP-071,2025-02-26,4754.88,Boleto
PM-0001208,AP-0001208,SUP-076,2025-03-31,4835.47,TED
PM-0001209,AP-0001209,SUP-081,2025-04-30,2458.37,PIX
PM-0001210,AP-0001210,SUP-081,2025-05-18,2458.37,PIX
PM-0001211,AP-0001211,SUP-001,2025-06-02,4998.67,Boleto
PM-0001212,AP-0001212,SUP-006,2025-06-29,5081.28,TED
PM-0001213,AP-0001213,SUP-011,2025-08-01,5164.56,PIX
PM-0001214,AP-0001214,SUP-016,2025-09-02,2624.26,Boleto
PM-0001215,AP-0001215,SUP-016,2025-09-20,2624.26,Boleto
PM-0001216,AP-0001216,SUP-021,2025-10-05,5333.14,TED
PM-0001217,AP-0001217,SUP-026,2025-11-07,5418.43,PIX
PM-0001218,AP-0001218,SUP-031,2025-12-04,5504.40,Boleto
PM-0001219,AP-0001219,SUP-036,2026-01-06,2795.52,TED
PM-0001220,AP-0001220,SUP-036,2026-01-24,2795.52,TED
PM-0001221,AP-0001221,SUP-041,2026-02-07,5678.35,PIX
PM-0001222,AP-0001222,SUP-046,2026-03-12,5766.34,Boleto
PM-0001223,AP-0001223,SUP-051,2026-04-14,5854.99,TED
PM-0001224,AP-0001224,SUP-056,2026-04-11,2972.16,PIX
PM-0001225,AP-0001225,SUP-056,2026-04-29,2972.16,PIX
PM-0001226,AP-0001226,SUP-061,2026-05-14,6034.32,Boleto
PM-0001227,AP-0001227,SUP-066,2026-06-15,6124.99,TED
PM-0001228,AP-0001228,SUP-071,2026-07-18,6216.34,PIX
PM-0001229,AP-0001229,SUP-076,2026-08-19,3154.18,Boleto
PM-0001230,AP-0001230,SUP-076,2026-09-06,3154.18,Boleto
PM-0001231,AP-0001231,SUP-081,2024-09-16,5370.00,TED
PM-0001232,AP-0001232,SUP-001,2024-10-19,5455.30,PIX
PM-0001233,AP-0001233,SUP-006,2024-11-20,5541.26,Boleto
PM-0001234,AP-0001234,SUP-011,2024-12-23,2813.95,TED
PM-0001235,AP-0001235,SUP-011,2025-01-10,2813.95,TED
PM-0001236,AP-0001236,SUP-016,2025-01-24,5715.22,PIX
PM-0001237,AP-0001237,SUP-021,2025-02-21,1872.00,Boleto
PM-0001238,AP-0001238,SUP-026,2025-03-26,1930.42,TED
PM-0001239,AP-0001239,SUP-031,2025-04-25,994.75,PIX
PM-0001240,AP-0001240,SUP-031,2025-05-13,994.75,PIX
PM-0001241,AP-0001241,SUP-036,2025-05-28,2049.26,Boleto
PM-0001242,AP-0001242,SUP-041,2025-06-29,2109.70,TED
PM-0001243,AP-0001243,SUP-046,2025-07-27,2170.80,PIX
PM-0001244,AP-0001244,SUP-051,2025-08-28,1116.29,Boleto
PM-0001245,AP-0001245,SUP-051,2025-09-15,1116.29,Boleto
PM-0001246,AP-0001246,SUP-056,2025-09-30,2295.02,TED
PM-0001247,AP-0001247,SUP-061,2025-11-02,2358.14,PIX
PM-0001248,AP-0001248,SUP-066,2025-12-04,2421.94,Boleto
PM-0001249,AP-0001249,SUP-071,2026-01-01,1243.20,TED
PM-0001250,AP-0001250,SUP-071,2026-01-19,1243.20,TED
PM-0001251,AP-0001251,SUP-076,2026-02-02,2551.54,PIX
PM-0001252,AP-0001252,SUP-081,2026-03-07,2617.34,Boleto
PM-0001253,AP-0001253,SUP-001,2026-04-09,2683.82,TED
PM-0001254,AP-0001254,SUP-006,2026-05-09,1375.49,PIX
PM-0001255,AP-0001255,SUP-006,2026-05-27,1375.49,PIX
PM-0001256,AP-0001256,SUP-011,2026-06-06,2818.80,Boleto
PM-0001257,AP-0001257,SUP-016,2026-07-08,2887.30,TED
PM-0001258,AP-0001258,SUP-021,2026-08-10,2956.46,PIX
PM-0001259,AP-0001259,SUP-026,2026-08-14,1513.15,Boleto
PM-0001260,AP-0001260,SUP-026,2026-09-01,1513.15,Boleto
PM-0001261,AP-0001261,SUP-031,2024-09-16,2598.00,TED
PM-0001262,AP-0001262,SUP-036,2024-10-14,2661.12,PIX
PM-0001263,AP-0001263,SUP-041,2024-11-15,2724.91,Boleto
PM-0001264,AP-0001264,SUP-046,2024-12-18,1394.69,TED
PM-0001265,AP-0001265,SUP-046,2025-01-05,1394.69,TED
PM-0001266,AP-0001266,SUP-051,2025-01-19,2854.51,PIX
PM-0001267,AP-0001267,SUP-056,2025-02-21,2920.32,Boleto
PM-0001268,AP-0001268,SUP-061,2025-03-21,2986.80,TED
PM-0001269,AP-0001269,SUP-066,2025-04-20,1526.98,PIX
PM-0001270,AP-0001270,SUP-066,2025-05-08,1526.98,PIX
PM-0001271,AP-0001271,SUP-071,2025-05-23,3121.78,Boleto
PM-0001272,AP-0001272,SUP-076,2025-06-24,3190.27,TED
PM-0001273,AP-0001273,SUP-081,2025-07-27,3259.44,PIX
PM-0001274,AP-0001274,SUP-001,2025-08-23,1664.64,Boleto
PM-0001275,AP-0001275,SUP-001,2025-09-10,1664.64,Boleto
PM-0001276,AP-0001276,SUP-006,2025-09-25,3399.79,TED
PM-0001277,AP-0001277,SUP-011,2025-10-28,3470.98,PIX
PM-0001278,AP-0001278,SUP-016,2025-11-29,3542.83,Boleto
PM-0001279,AP-0001279,SUP-021,2026-01-01,1807.68,TED
PM-0001280,AP-0001280,SUP-021,2026-01-19,1807.68,TED
PM-0001281,AP-0001281,SUP-026,2026-01-28,3688.56,PIX
PM-0001282,AP-0001282,SUP-031,2026-03-02,3762.43,Boleto
PM-0001283,AP-0001283,SUP-036,2026-04-04,3836.98,TED
PM-0001284,AP-0001284,SUP-041,2026-05-04,1956.10,PIX
PM-0001285,AP-0001285,SUP-041,2026-05-22,1956.10,PIX
PM-0001286,AP-0001286,SUP-046,2026-06-06,3988.08,Boleto
PM-0001287,AP-0001287,SUP-051,2026-07-03,4064.64,TED
PM-0001288,AP-0001288,SUP-056,2026-08-05,4141.87,PIX
PM-0001289,AP-0001289,SUP-061,2026-09-06,2109.89,Boleto
PM-0001290,AP-0001290,SUP-061,2026-09-24,2109.89,Boleto
PM-0001291,AP-0001291,SUP-066,2024-10-09,3606.00,TED
PM-0001292,AP-0001292,SUP-071,2024-11-11,3677.18,PIX
PM-0001293,AP-0001293,SUP-076,2024-12-08,3749.04,Boleto
PM-0001294,AP-0001294,SUP-081,2024-12-13,1910.78,TED
PM-0001295,AP-0001295,SUP-081,2024-12-31,1910.78,TED
PM-0001296,AP-0001296,SUP-001,2025-01-14,3894.77,PIX
PM-0001297,AP-0001297,SUP-006,2025-02-16,3968.64,Boleto
PM-0001298,AP-0001298,SUP-011,2025-03-21,4043.18,TED
PM-0001299,AP-0001299,SUP-016,2025-04-15,2059.20,PIX
PM-0001300,AP-0001300,SUP-016,2025-05-03,2059.20,PIX
PM-0001301,AP-0001301,SUP-021,2025-05-18,4194.29,Boleto
PM-0001302,AP-0001302,SUP-026,2025-06-19,4270.85,TED
PM-0001303,AP-0001303,SUP-031,2025-07-22,4348.08,PIX
PM-0001304,AP-0001304,SUP-036,2025-08-23,2212.99,Boleto
PM-0001305,AP-0001305,SUP-036,2025-09-10,2212.99,Boleto
PM-0001306,AP-0001306,SUP-041,2025-09-20,4504.56,TED
PM-0001307,AP-0001307,SUP-046,2025-10-23,4583.81,PIX
PM-0001308,AP-0001308,SUP-051,2025-11-24,4663.73,Boleto
PM-0001309,AP-0001309,SUP-056,2025-12-27,2372.16,TED
PM-0001310,AP-0001310,SUP-056,2026-01-14,2372.16,TED
PM-0001311,AP-0001311,SUP-061,2026-01-28,4825.58,PIX
PM-0001312,AP-0001312,SUP-066,2026-02-25,4907.52,Boleto
PM-0001313,AP-0001313,SUP-071,2026-03-30,4990.13,TED
PM-0001314,AP-0001314,SUP-076,2026-04-29,2536.70,PIX
PM-0001315,AP-0001315,SUP-076,2026-05-17,2536.70,PIX
PM-0001316,AP-0001316,SUP-081,2026-06-01,5157.36,Boleto
PM-0001317,AP-0001317,SUP-001,2026-07-03,5241.98,TED
PM-0001318,AP-0001318,SUP-006,2026-07-31,5327.28,PIX
PM-0001319,AP-0001319,SUP-011,2026-09-01,2706.62,Boleto
PM-0001320,AP-0001320,SUP-011,2026-09-19,2706.62,Boleto
PM-0001321,AP-0001321,SUP-016,2024-10-04,4614.00,TED
PM-0001322,AP-0001322,SUP-021,2024-11-06,4693.25,PIX
PM-0001323,AP-0001323,SUP-026,2024-12-08,4773.17,Boleto
PM-0001324,AP-0001324,SUP-031,2025-01-05,2426.88,TED
PM-0001325,AP-0001325,SUP-031,2025-01-23,2426.88,TED
PM-0001326,AP-0001326,SUP-036,2025-02-06,4935.02,PIX
PM-0001327,AP-0001327,SUP-041,2025-03-11,5016.96,Boleto
PM-0001328,AP-0001328,SUP-046,2025-04-13,5099.57,TED
PM-0001329,AP-0001329,SUP-051,2025-04-15,2591.42,PIX
PM-0001330,AP-0001330,SUP-051,2025-05-03,2591.42,PIX
PM-0001331,AP-0001331,SUP-056,2025-05-13,5266.80,Boleto
PM-0001332,AP-0001332,SUP-061,2025-06-14,5351.42,TED
PM-0001333,AP-0001333,SUP-066,2025-07-17,5436.72,PIX
PM-0001334,AP-0001334,SUP-071,2025-08-18,2761.34,Boleto
PM-0001335,AP-0001335,SUP-071,2025-09-05,2761.34,Boleto
PM-0001336,AP-0001336,SUP-076,2025-09-20,5609.33,TED
PM-0001337,AP-0001337,SUP-081,2025-10-18,5696.64,PIX
PM-0001338,AP-0001338,SUP-001,2025-11-19,5784.62,Boleto
PM-0001339,AP-0001339,SUP-006,2025-12-22,2936.64,TED
PM-0001340,AP-0001340,SUP-006,2026-01-09,2936.64,TED
PM-0001341,AP-0001341,SUP-011,2026-01-23,5962.61,PIX
PM-0001342,AP-0001342,SUP-016,2026-02-25,6052.61,Boleto
PM-0001343,AP-0001343,SUP-021,2026-03-25,6143.28,TED
PM-0001344,AP-0001344,SUP-026,2026-04-24,3117.31,PIX
PM-0001345,AP-0001345,SUP-026,2026-05-12,3117.31,PIX
PM-0001346,AP-0001346,SUP-031,2026-05-27,6326.64,Boleto
PM-0001347,AP-0001347,SUP-036,2026-06-28,6419.33,TED
PM-0001348,AP-0001348,SUP-041,2026-07-31,6512.69,PIX
PM-0001349,AP-0001349,SUP-046,2026-08-27,1065.60,Boleto
PM-0001350,AP-0001350,SUP-046,2026-09-14,1065.60,Boleto
PM-0001351,AP-0001351,SUP-051,2024-09-29,1842.00,TED
PM-0001352,AP-0001352,SUP-056,2024-11-01,1899.07,PIX
PM-0001353,AP-0001353,SUP-061,2024-12-03,1956.82,Boleto
PM-0001354,AP-0001354,SUP-066,2025-01-05,1007.62,TED
PM-0001355,AP-0001355,SUP-066,2025-01-23,1007.62,TED
PM-0001356,AP-0001356,SUP-071,2025-02-01,2074.32,PIX
PM-0001357,AP-0001357,SUP-076,2025-03-06,2134.08,Boleto
PM-0001358,AP-0001358,SUP-081,2025-04-08,2194.51,TED
PM-0001359,AP-0001359,SUP-001,2025-05-08,1127.81,PIX
PM-0001360,AP-0001360,SUP-001,2025-05-26,1127.81,PIX
PM-0001361,AP-0001361,SUP-006,2025-06-10,2317.39,Boleto
PM-0001362,AP-0001362,SUP-011,2025-07-07,2379.84,TED
PM-0001363,AP-0001363,SUP-016,2025-08-09,2442.96,PIX
PM-0001364,AP-0001364,SUP-021,2025-08-13,1253.38,Boleto
PM-0001365,AP-0001365,SUP-021,2025-08-31,1253.38,Boleto
PM-0001366,AP-0001366,SUP-026,2025-09-15,2571.22,TED
PM-0001367,AP-0001367,SUP-031,2025-10-18,2636.35,PIX
PM-0001368,AP-0001368,SUP-036,2025-11-14,2702.16,Boleto
PM-0001369,AP-0001369,SUP-041,2025-12-17,1384.32,TED
PM-0001370,AP-0001370,SUP-041,2026-01-04,1384.32,TED
PM-0001371,AP-0001371,SUP-046,2026-01-18,2835.79,PIX
PM-0001372,AP-0001372,SUP-051,2026-02-20,2903.62,Boleto
PM-0001373,AP-0001373,SUP-056,2026-03-25,2972.11,TED
PM-0001374,AP-0001374,SUP-061,2026-04-19,1520.64,PIX
PM-0001375,AP-0001375,SUP-061,2026-05-07,1520.64,PIX
