entry_id,transaction_date,origin,cash_in,cash_out,balance_after,description
CF-0004299,2025-01-19,accounts_receivable,1515.39,0.00,-71516.31,Recebimento titulo AR-0013219
CF-0004300,2025-01-19,accounts_receivable,1742.22,0.00,-69774.09,Recebimento titulo AR-0013916
CF-0004301,2025-01-19,accounts_receivable,1970.22,0.00,-67803.87,Recebimento titulo AR-0014613
CF-0004302,2025-01-19,accounts_payable,0.00,5455.15,-73259.02,Pagamento titulo AP-0000216
CF-0004303,2025-01-19,accounts_payable,0.00,1781.76,-75040.78,Pagamento titulo AP-0000725
CF-0004304,2025-01-19,accounts_payable,0.00,2297.86,-77338.64,Pagamento titulo AP-0000755
CF-0004305,2025-01-19,accounts_payable,0.00,2854.51,-80193.15,Pagamento titulo AP-0001266
CF-0004306,2025-01-19,accounts_payable,0.00,2426.88,-82620.03,Pagamento titulo AP-0001775
CF-0004307,2025-01-19,accounts_payable,0.00,1007.62,-83627.65,Pagamento titulo AP-0001805
CF-0004308,2025-01-19,accounts_payable,0.00,4154.83,-87782.48,Pagamento titulo AP-0002316
CF-0004309,2025-01-19,accounts_payable,0.00,1136.64,-88919.12,Pagamento titulo AP-0002825
CF-0004310,2025-01-19,accounts_payable,0.00,1652.74,-90571.86,Pagamento titulo AP-0002855
CF-0004311,2025-01-19,accounts_payable,0.00,5455.15,-96027.01,Pagamento titulo AP-0003366
CF-0004312,2025-01-19,accounts_payable,0.00,1781.76,-97808.77,Pagamento titulo AP-0003875
CF-0004313,2025-01-19,accounts_payable,0.00,2297.86,-100106.63,Pagamento titulo AP-0003905
CF-0004314,2025-01-19,accounts_payable,0.00,2854.51,-102961.14,Pagamento titulo AP-0004416
CF-0004315,2025-01-19,accounts_payable,0.00,2426.88,-105388.02,Pagamento titulo AP-0004925
CF-0004316,2025-01-19,accounts_payable,0.00,1007.62,-106395.64,Pagamento titulo AP-0004955
CF-0004317,2025-01-19,accounts_payable,0.00,4154.83,-110550.47,Pagamento titulo AP-0005466
CF-0004318,2025-01-19,accounts_payable,0.00,1136.64,-111687.11,Pagamento titulo AP-0005975
CF-0004319,2025-01-19,accounts_payable,0.00,1652.74,-113339.85,Pagamento titulo AP-0006005
CF-0004320,2025-01-19,accounts_payable,0.00,5455.15,-118795.00,Pagamento titulo AP-0006516
CF-0004321,2025-01-19,accounts_payable,0.00,1781.76,-120576.76,Pagamento titulo AP-0007025
CF-0004322,2025-01-19,accounts_payable,0.00,2297.86,-122874.62,Pagamento titulo AP-0007055
CF-0004323,2025-01-19,accounts_payable,0.00,2854.51,-125729.13,Pagamento titulo AP-0007566
CF-0004324,2025-01-19,accounts_payable,0.00,2426.88,-128156.01,Pagamento titulo AP-0008075
CF-0004325,2025-01-19,accounts_payable,0.00,1007.62,-129163.63,Pagamento titulo AP-0008105
CF-0004326,2025-01-19,accounts_payable,0.00,4154.83,-133318.46,Pagamento titulo AP-0008616
CF-0004327,2025-01-19,accounts_payable,0.00,1136.64,-134455.10,Pagamento titulo AP-0009125
CF-0004328,2025-01-19,accounts_payable,0.00,1652.74,-136107.84,Pagamento titulo AP-0009155
CF-0004329,2025-01-19,accounts_payable,0.00,5455.15,-141562.99,Pagamento titulo AP-0009666
CF-0004330,2025-01-19,accounts_payable,0.00,1781.76,-143344.75,Pagamento titulo AP-0010175
CF-0004331,2025-01-19,accounts_payable,0.00,2297.86,-145642.61,Pagamento titulo AP-0010205
CF-0004332,2025-01-19,accounts_payable,0.00,2854.51,-148497.12,Pagamento titulo AP-0010716
CF-0004333,2025-01-19,administrative_expense,0.00,416.00,-148913.12,Despesa administrativa recorrente
CF-0004334,2025-01-19,administrative_expense,0.00,579.00,-149492.12,Despesa administrativa recorrente
CF-0004335,2025-01-19,administrative_expense,0.00,742.00,-150234.12,Despesa administrativa recorrente
CF-0004336,2025-01-19,administrative_expense,0.00,930.00,-151164.12,Despesa administrativa recorrente
CF-0004337,2025-01-19,administrative_expense,0.00,1093.00,-152257.12,Despesa administrativa recorrente
CF-0004338,2025-01-19,administrative_expense,0.00,816.00,-153073.12,Despesa administrativa recorrente
CF-0004339,2025-01-19,administrative_expense,0.00,1004.00,-154077.12,Despesa administrativa recorrente
CF-0004340,2025-01-19,administrative_expense,0.00,1167.00,-155244.12,Despesa administrativa recorrente
CF-0004341,2025-01-20,accounts_receivable,3918.64,0.00,-151325.48,Recebimento titulo AR-0000571
CF-0004342,2025-01-20,accounts_receivable,2131.70,0.00,-149193.78,Recebimento titulo AR-0001268
CF-0004343,2025-01-20,accounts_receivable,2554.39,0.00,-146639.39,Recebimento titulo AR-0001965
CF-0004344,2025-01-20,accounts_receivable,3006.82,0.00,-143632.57,Recebimento titulo AR-0002662
CF-0004345,2025-01-20,accounts_receivable,3918.64,0.00,-139713.93,Recebimento titulo AR-0004057
CF-0004346,2025-01-20,accounts_receivable,2131.70,0.00,-137582.23,Recebimento titulo AR-0004754
CF-0004347,2025-01-20,accounts_receivable,2554.39,0.00,-135027.84,Recebimento titulo AR-0005451
CF-0004348,2025-01-20,accounts_receivable,3006.82,0.00,-132021.02,Recebimento titulo AR-0006148
CF-0004349,2025-01-20,accounts_receivable,3461.57,0.00,-128559.45,Recebimento titulo AR-0006845
CF-0004350,2025-01-20,accounts_receivable,2131.70,0.00,-126427.75,Recebimento titulo AR-0008240
CF-0004351,2025-01-20,accounts_receivable,2554.39,0.00,-123873.36,Recebimento titulo AR-0008937
CF-0004352,2025-01-20,accounts_receivable,3006.82,0.00,-120866.54,Recebimento titulo AR-0009634
CF-0004353,2025-01-20,accounts_receivable,3461.57,0.00,-117404.97,Recebimento titulo AR-0010331
CF-0004354,2025-01-20,accounts_receivable,3918.64,0.00,-113486.33,Recebimento titulo AR-0011029
CF-0004355,2025-01-20,accounts_receivable,2131.70,0.00,-111354.63,Recebimento titulo AR-0011726
CF-0004356,2025-01-20,accounts_receivable,2554.39,0.00,-108800.24,Recebimento titulo AR-0012423
CF-0004357,2025-01-20,accounts_receivable,3006.82,0.00,-105793.42,Recebimento titulo AR-0013120
CF-0004358,2025-01-20,accounts_receivable,3461.57,0.00,-102331.85,Recebimento titulo AR-0013817
CF-0004359,2025-01-20,accounts_receivable,3918.64,0.00,-98413.21,Recebimento titulo AR-0014515
CF-0004360,2025-01-20,accounts_payable,0.00,2555.90,-100969.11,Pagamento titulo AP-0000095
CF-0004361,2025-01-20,accounts_payable,0.00,3374.64,-104343.75,Pagamento titulo AP-0000606
CF-0004362,2025-01-20,accounts_payable,0.00,4414.90,-108758.65,Pagamento titulo AP-0000636
CF-0004363,2025-01-20,accounts_payable,0.00,1265.66,-110024.31,Pagamento titulo AP-0001145
CF-0004364,2025-01-20,accounts_payable,0.00,4674.96,-114699.27,Pagamento titulo AP-0001656
CF-0004365,2025-01-20,accounts_payable,0.00,5715.22,-120414.49,Pagamento titulo AP-0001686
CF-0004366,2025-01-20,accounts_payable,0.00,1910.78,-122325.27,Pagamento titulo AP-0002195
CF-0004367,2025-01-20,accounts_payable,0.00,2074.32,-124399.59,Pagamento titulo AP-0002706
CF-0004368,2025-01-20,accounts_payable,0.00,3114.58,-127514.17,Pagamento titulo AP-0002736
CF-0004369,2025-01-20,accounts_payable,0.00,2555.90,-130070.07,Pagamento titulo AP-0003245
CF-0004370,2025-01-20,accounts_payable,0.00,3374.64,-133444.71,Pagamento titulo AP-0003756
CF-0004371,2025-01-20,accounts_payable,0.00,4414.90,-137859.61,Pagamento titulo AP-0003786
CF-0004372,2025-01-20,accounts_payable,0.00,1265.66,-139125.27,Pagamento titulo AP-0004295
CF-0004373,2025-01-20,accounts_payable,0.00,4674.96,-143800.23,Pagamento titulo AP-0004806
CF-0004374,2025-01-20,accounts_payable,0.00,5715.22,-149515.45,Pagamento titulo AP-0004836
CF-0004375,2025-01-20,accounts_payable,0.00,1910.78,-151426.23,Pagamento titulo AP-0005345
CF-0004376,2025-01-20,accounts_payable,0.00,2074.32,-153500.55,Pagamento titulo AP-0005856
CF-0004377,2025-01-20,accounts_payable,0.00,3114.58,-156615.13,Pagamento titulo AP-0005886
CF-0004378,2025-01-20,accounts_payable,0.00,2555.90,-159171.03,Pagamento titulo AP-0006395
CF-0004379,2025-01-20,accounts_payable,0.00,3374.64,-162545.67,Pagamento titulo AP-0006906
CF-0004380,2025-01-20,accounts_payable,0.00,4414.90,-166960.57,Pagamento titulo AP-0006936
CF-0004381,2025-01-20,accounts_payable,0.00,1265.66,-168226.23,Pagamento titulo AP-0007445
CF-0004382,2025-01-20,accounts_payable,0.00,4674.96,-172901.19,Pagamento titulo AP-0007956
CF-0004383,2025-01-20,accounts_payable,0.00,5715.22,-178616.41,Pagamento titulo AP-0007986
CF-0004384,2025-01-20,accounts_payable,0.00,1910.78,-180527.19,Pagamento titulo AP-0008495
CF-0004385,2025-01-20,accounts_payable,0.00,2074.32,-182601.51,Pagamento titulo AP-0009006
CF-0004386,2025-01-20,accounts_payable,0.00,3114.58,-185716.09,Pagamento titulo AP-0009036
CF-0004387,2025-01-20,accounts_payable,0.00,2555.90,-188271.99,Pagamento titulo AP-0009545
CF-0004388,2025-01-20,accounts_payable,0.00,3374.64,-191646.63,Pagamento titulo AP-0010056
CF-0004389,2025-01-20,accounts_payable,0.00,4414.90,-196061.53,Pagamento titulo AP-0010086
CF-0004390,2025-01-20,accounts_payable,0.00,1265.66,-197327.19,Pagamento titulo AP-0010595
CF-0004391,2025-01-21,accounts_receivable,1191.92,0.00,-196135.27,Recebimento titulo AR-0001234
CF-0004392,2025-01-21,accounts_receivable,1191.92,0.00,-194943.35,Recebimento titulo AR-0002396
CF-0004393,2025-01-21,accounts_receivable,1191.92,0.00,-193751.43,Recebimento titulo AR-0004720
CF-0004394,2025-01-21,accounts_receivable,1191.92,0.00,-192559.51,Recebimento titulo AR-0005882
CF-0004395,2025-01-21,accounts_receivable,1191.92,0.00,-191367.59,Recebimento titulo AR-0008206
CF-0004396,2025-01-21,accounts_receivable,1191.92,0.00,-190175.67,Recebimento titulo AR-0009368
CF-0004397,2025-01-21,accounts_receivable,1191.92,0.00,-188983.75,Recebimento titulo AR-0012854
CF-0004398,2025-01-21,accounts_payable,0.00,2039.81,-191023.56,Pagamento titulo AP-0000515
CF-0004399,2025-01-21,accounts_payable,0.00,2334.38,-193357.94,Pagamento titulo AP-0001026
CF-0004400,2025-01-21,accounts_payable,0.00,2684.93,-196042.87,Pagamento titulo AP-0001565
CF-0004401,2025-01-21,accounts_payable,0.00,3634.70,-199677.57,Pagamento titulo AP-0002076
CF-0004402,2025-01-21,accounts_payable,0.00,1394.69,-201072.26,Pagamento titulo AP-0002615
CF-0004403,2025-01-21,accounts_payable,0.00,4935.02,-206007.28,Pagamento titulo AP-0003126
CF-0004404,2025-01-21,accounts_payable,0.00,2039.81,-208047.09,Pagamento titulo AP-0003665
CF-0004405,2025-01-21,accounts_payable,0.00,2334.38,-210381.47,Pagamento titulo AP-0004176
CF-0004406,2025-01-21,accounts_payable,0.00,2684.93,-213066.40,Pagamento titulo AP-0004715
CF-0004407,2025-01-21,accounts_payable,0.00,3634.70,-216701.10,Pagamento titulo AP-0005226
CF-0004408,2025-01-21,accounts_payable,0.00,1394.69,-218095.79,Pagamento titulo AP-0005765
CF-0004409,2025-01-21,accounts_payable,0.00,4935.02,-223030.81,Pagamento titulo AP-0006276
CF-0004410,2025-01-21,accounts_payable,0.00,2039.81,-225070.62,Pagamento titulo AP-0006815
CF-0004411,2025-01-21,accounts_payable,0.00,2334.38,-227405.00,Pagamento titulo AP-0007326
CF-0004412,2025-01-21,accounts_payable,0.00,2684.93,-230089.93,Pagamento titulo AP-0007865
CF-0004413,2025-01-21,accounts_payable,0.00,3634.70,-233724.63,Pagamento titulo AP-0008376
CF-0004414,2025-01-21,accounts_payable,0.00,1394.69,-235119.32,Pagamento titulo AP-0008915
CF-0004415,2025-01-21,accounts_payable,0.00,4935.02,-240054.34,Pagamento titulo AP-0009426
CF-0004416,2025-01-21,accounts_payable,0.00,2039.81,-242094.15,Pagamento titulo AP-0009965
CF-0004417,2025-01-21,accounts_payable,0.00,2334.38,-244428.53,Pagamento titulo AP-0010476
CF-0004418,2025-01-22,accounts_receivable,2236.79,0.00,-242191.74,Recebimento titulo AR-0000305
CF-0004419,2025-01-22,accounts_receivable,764.05,0.00,-241427.69,Recebimento titulo AR-0000403
CF-0004420,2025-01-22,accounts_receivable,3142.32,0.00,-238285.37,Recebimento titulo AR-0000537
CF-0004421,2025-01-22,accounts_receivable,1583.02,0.00,-236702.35,Recebimento titulo AR-0000636
CF-0004422,2025-01-22,accounts_receivable,2688.40,0.00,-234013.95,Recebimento titulo AR-0001002
CF-0004423,2025-01-22,accounts_receivable,1356.59,0.00,-232657.36,Recebimento titulo AR-0001101
CF-0004424,2025-01-22,accounts_receivable,3598.56,0.00,-229058.80,Recebimento titulo AR-0001235
CF-0004425,2025-01-22,accounts_receivable,1810.60,0.00,-227248.20,Recebimento titulo AR-0001333
CF-0004426,2025-01-22,accounts_receivable,3142.32,0.00,-224105.88,Recebimento titulo AR-0001699
CF-0004427,2025-01-22,accounts_receivable,1583.02,0.00,-222522.86,Recebimento titulo AR-0001798
CF-0004428,2025-01-22,accounts_receivable,4057.11,0.00,-218465.75,Recebimento titulo AR-0001932
CF-0004429,2025-01-22,accounts_receivable,2039.34,0.00,-216426.41,Recebimento titulo AR-0002030
CF-0004430,2025-01-22,accounts_receivable,1810.60,0.00,-214615.81,Recebimento titulo AR-0002495
CF-0004431,2025-01-22,accounts_receivable,2236.79,0.00,-212379.02,Recebimento titulo AR-0002629
CF-0004432,2025-01-22,accounts_receivable,764.05,0.00,-211614.97,Recebimento titulo AR-0002727
CF-0004433,2025-01-22,accounts_receivable,4057.11,0.00,-207557.86,Recebimento titulo AR-0003094
CF-0004434,2025-01-22,accounts_receivable,2039.34,0.00,-205518.52,Recebimento titulo AR-0003192
CF-0004435,2025-01-22,accounts_receivable,2688.40,0.00,-202830.12,Recebimento titulo AR-0003326
CF-0004436,2025-01-22,accounts_receivable,1356.59,0.00,-201473.53,Recebimento titulo AR-0003425
CF-0004437,2025-01-22,accounts_receivable,1191.92,0.00,-200281.61,Recebimento titulo AR-0003558
CF-0004438,2025-01-22,accounts_receivable,2236.79,0.00,-198044.82,Recebimento titulo AR-0003791
CF-0004439,2025-01-22,accounts_receivable,764.05,0.00,-197280.77,Recebimento titulo AR-0003889
CF-0004440,2025-01-22,accounts_receivable,3142.32,0.00,-194138.45,Recebimento titulo AR-0004023
CF-0004441,2025-01-22,accounts_receivable,1583.02,0.00,-192555.43,Recebimento titulo AR-0004122
CF-0004442,2025-01-22,accounts_receivable,2688.40,0.00,-189867.03,Recebimento titulo AR-0004488
CF-0004443,2025-01-22,accounts_receivable,1356.59,0.00,-188510.44,Recebimento titulo AR-0004587
CF-0004444,2025-01-22,accounts_receivable,3598.56,0.00,-184911.88,Recebimento titulo AR-0004721
CF-0004445,2025-01-22,accounts_receivable,1810.60,0.00,-183101.28,Recebimento titulo AR-0004819
CF-0004446,2025-01-22,accounts_receivable,3142.32,0.00,-179958.96,Recebimento titulo AR-0005185
CF-0004447,2025-01-22,accounts_receivable,1583.02,0.00,-178375.94,Recebimento titulo AR-0005284
CF-0004448,2025-01-22,accounts_receivable,4057.11,0.00,-174318.83,Recebimento titulo AR-0005418
CF-0004449,2025-01-22,accounts_receivable,2039.34,0.00,-172279.49,Recebimento titulo AR-0005516
CF-0004450,2025-01-22,accounts_receivable,3598.56,0.00,-168680.93,Recebimento titulo AR-0005883
CF-0004451,2025-01-22,accounts_receivable,1810.60,0.00,-166870.33,Recebimento titulo AR-0005981
CF-0004452,2025-01-22,accounts_receivable,2236.79,0.00,-164633.54,Recebimento titulo AR-0006115
CF-0004453,2025-01-22,accounts_receivable,764.05,0.00,-163869.49,Recebimento titulo AR-0006213
CF-0004454,2025-01-22,accounts_receivable,2039.34,0.00,-161830.15,Recebimento titulo AR-0006678
CF-0004455,2025-01-22,accounts_receivable,2688.40,0.00,-159141.75,Recebimento titulo AR-0006812
CF-0004456,2025-01-22,accounts_receivable,1356.59,0.00,-157785.16,Recebimento titulo AR-0006911
CF-0004457,2025-01-22,accounts_receivable,1191.92,0.00,-156593.24,Recebimento titulo AR-0007044
CF-0004458,2025-01-22,accounts_receivable,2236.79,0.00,-154356.45,Recebimento titulo AR-0007277
CF-0004459,2025-01-22,accounts_receivable,764.05,0.00,-153592.40,Recebimento titulo AR-0007375
CF-0004460,2025-01-22,accounts_receivable,3142.32,0.00,-150450.08,Recebimento titulo AR-0007509
CF-0004461,2025-01-22,accounts_receivable,1583.02,0.00,-148867.06,Recebimento titulo AR-0007608
CF-0004462,2025-01-22,accounts_receivable,2688.40,0.00,-146178.66,Recebimento titulo AR-0007974
CF-0004463,2025-01-22,accounts_receivable,1356.59,0.00,-144822.07,Recebimento titulo AR-0008073
CF-0004464,2025-01-22,accounts_receivable,3598.56,0.00,-141223.51,Recebimento titulo AR-0008207
CF-0004465,2025-01-22,accounts_receivable,1810.60,0.00,-139412.91,Recebimento titulo AR-0008305
CF-0004466,2025-01-22,accounts_receivable,3142.32,0.00,-136270.59,Recebimento titulo AR-0008671
CF-0004467,2025-01-22,accounts_receivable,1583.02,0.00,-134687.57,Recebimento titulo AR-0008770
CF-0004468,2025-01-22,accounts_receivable,4057.11,0.00,-130630.46,Recebimento titulo AR-0008904
CF-0004469,2025-01-22,accounts_receivable,2039.34,0.00,-128591.12,Recebimento titulo AR-0009002
CF-0004470,2025-01-22,accounts_receivable,3598.56,0.00,-124992.56,Recebimento titulo AR-0009369
CF-0004471,2025-01-22,accounts_receivable,1810.60,0.00,-123181.96,Recebimento titulo AR-0009467
CF-0004472,2025-01-22,accounts_receivable,2236.79,0.00,-120945.17,Recebimento titulo AR-0009601
CF-0004473,2025-01-22,accounts_receivable,764.05,0.00,-120181.12,Recebimento titulo AR-0009699
CF-0004474,2025-01-22,accounts_receivable,4057.11,0.00,-116124.01,Recebimento titulo AR-0010066
CF-0004475,2025-01-22,accounts_receivable,2039.34,0.00,-114084.67,Recebimento titulo AR-0010164
CF-0004476,2025-01-22,accounts_receivable,2688.40,0.00,-111396.27,Recebimento titulo AR-0010298
CF-0004477,2025-01-22,accounts_receivable,1356.59,0.00,-110039.68,Recebimento titulo AR-0010397
CF-0004478,2025-01-22,accounts_receivable,1191.92,0.00,-108847.76,Recebimento titulo AR-0010530
CF-0004479,2025-01-22,accounts_receivable,2236.79,0.00,-106610.97,Recebimento titulo AR-0010763
CF-0004480,2025-01-22,accounts_receivable,764.05,0.00,-105846.92,Recebimento titulo AR-0010861
CF-0004481,2025-01-22,accounts_receivable,3142.32,0.00,-102704.60,Recebimento titulo AR-0010995
CF-0004482,2025-01-22,accounts_receivable,1583.02,0.00,-101121.58,Recebimento titulo AR-0011094
CF-0004483,2025-01-22,accounts_receivable,2688.40,0.00,-98433.18,Recebimento titulo AR-0011460
CF-0004484,2025-01-22,accounts_receivable,1356.59,0.00,-97076.59,Recebimento titulo AR-0011559
CF-0004485,2025-01-22,accounts_receivable,3598.56,0.00,-93478.03,Recebimento titulo AR-0011693
CF-0004486,2025-01-22,accounts_receivable,1810.60,0.00,-91667.43,Recebimento titulo AR-0011791
CF-0004487,2025-01-22,accounts_receivable,3142.32,0.00,-88525.11,Recebimento titulo AR-0012157
CF-0004488,2025-01-22,accounts_receivable,1583.02,0.00,-86942.09,Recebimento titulo AR-0012256
CF-0004489,2025-01-22,accounts_receivable,4057.11,0.00,-82884.98,Recebimento titulo AR-0012390
CF-0004490,2025-01-22,accounts_receivable,2039.34,0.00,-80845.64,Recebimento titulo AR-0012488
CF-0004491,2025-01-22,accounts_receivable,3598.56,0.00,-77247.08,Recebimento titulo AR-0012855
CF-0004492,2025-01-22,accounts_receivable,1810.60,0.00,-75436.48,Recebimento titulo AR-0012953
CF-0004493,2025-01-22,accounts_receivable,2236.79,0.00,-73199.69,Recebimento titulo AR-0013087
CF-0004494,2025-01-22,accounts_receivable,764.05,0.00,-72435.64,Recebimento titulo AR-0013185
CF-0004495,2025-01-22,accounts_receivable,4057.11,0.00,-68378.53,Recebimento titulo AR-0013552
CF-0004496,2025-01-22,accounts_receivable,2039.34,0.00,-66339.19,Recebimento titulo AR-0013650
CF-0004497,2025-01-22,accounts_receivable,2688.40,0.00,-63650.79,Recebimento titulo AR-0013784
CF-0004498,2025-01-22,accounts_receivable,1356.59,0.00,-62294.20,Recebimento titulo AR-0013883
CF-0004499,2025-01-22,accounts_receivable,1191.92,0.00,-61102.28,Recebimento titulo AR-0014016
CF-0004500,2025-01-22,accounts_receivable,2236.79,0.00,-58865.49,Recebimento titulo AR-0014249
CF-0004501,2025-01-22,accounts_receivable,764.05,0.00,-58101.44,Recebimento titulo AR-0014347
CF-0004502,2025-01-22,accounts_receivable,3142.32,0.00,-54959.12,Recebimento titulo AR-0014481
CF-0004503,2025-01-22,accounts_receivable,1583.02,0.00,-53376.10,Recebimento titulo AR-0014580
CF-0004504,2025-01-22,accounts_payable,0.00,3894.77,-57270.87,Pagamento titulo AP-0000396
CF-0004505,2025-01-22,accounts_payable,0.00,1523.71,-58794.58,Pagamento titulo AP-0000935
CF-0004506,2025-01-22,accounts_payable,0.00,5195.09,-63989.67,Pagamento titulo AP-0001446
CF-0004507,2025-01-22,accounts_payable,0.00,2168.83,-66158.50,Pagamento titulo AP-0001985
CF-0004508,2025-01-22,accounts_payable,0.00,2594.45,-68752.95,Pagamento titulo AP-0002496
CF-0004509,2025-01-22,accounts_payable,0.00,2813.95,-71566.90,Pagamento titulo AP-0003035
CF-0004510,2025-01-22,accounts_payable,0.00,3894.77,-75461.67,Pagamento titulo AP-0003546
CF-0004511,2025-01-22,accounts_payable,0.00,1523.71,-76985.38,Pagamento titulo AP-0004085
CF-0004512,2025-01-22,accounts_payable,0.00,5195.09,-82180.47,Pagamento titulo AP-0004596
CF-0004513,2025-01-22,accounts_payable,0.00,2168.83,-84349.30,Pagamento titulo AP-0005135
CF-0004514,2025-01-22,accounts_payable,0.00,2594.45,-86943.75,Pagamento titulo AP-0005646
CF-0004515,2025-01-22,accounts_payable,0.00,2813.95,-89757.70,Pagamento titulo AP-0006185
CF-0004516,2025-01-22,accounts_payable,0.00,3894.77,-93652.47,Pagamento titulo AP-0006696
CF-0004517,2025-01-22,accounts_payable,0.00,1523.71,-95176.18,Pagamento titulo AP-0007235
CF-0004518,2025-01-22,accounts_payable,0.00,5195.09,-100371.27,Pagamento titulo AP-0007746
CF-0004519,2025-01-22,accounts_payable,0.00,2168.83,-102540.10,Pagamento titulo AP-0008285
CF-0004520,2025-01-22,accounts_payable,0.00,2594.45,-105134.55,Pagamento titulo AP-0008796
CF-0004521,2025-01-22,accounts_payable,0.00,2813.95,-107948.50,Pagamento titulo AP-0009335
CF-0004522,2025-01-22,accounts_payable,0.00,3894.77,-111843.27,Pagamento titulo AP-0009846
CF-0004523,2025-01-22,accounts_payable,0.00,1523.71,-113366.98,Pagamento titulo AP-0010385
CF-0004524,2025-01-22,accounts_payable,0.00,5195.09,-118562.07,Pagamento titulo AP-0010896
CF-0004525,2025-01-23,accounts_receivable,1207.06,0.00,-117355.01,Recebimento titulo AR-0000122
CF-0004526,2025-01-23,accounts_receivable,2039.34,0.00,-115315.67,Recebimento titulo AR-0000868
CF-0004527,2025-01-23,accounts_receivable,764.05,0.00,-114551.62,Recebimento titulo AR-0001565
CF-0004528,2025-01-23,accounts_receivable,1356.59,0.00,-113195.03,Recebimento titulo AR-0002263
CF-0004529,2025-01-23,accounts_receivable,1583.02,0.00,-111612.01,Recebimento titulo AR-0002960
CF-0004530,2025-01-23,accounts_receivable,2039.34,0.00,-109572.67,Recebimento titulo AR-0004354
CF-0004531,2025-01-23,accounts_receivable,764.05,0.00,-108808.62,Recebimento titulo AR-0005051
CF-0004532,2025-01-23,accounts_receivable,1356.59,0.00,-107452.03,Recebimento titulo AR-0005749
CF-0004533,2025-01-23,accounts_receivable,1583.02,0.00,-105869.01,Recebimento titulo AR-0006446
CF-0004534,2025-01-23,accounts_receivable,1810.60,0.00,-104058.41,Recebimento titulo AR-0007143
CF-0004535,2025-01-23,accounts_receivable,764.05,0.00,-103294.36,Recebimento titulo AR-0008537
CF-0004536,2025-01-23,accounts_receivable,1356.59,0.00,-101937.77,Recebimento titulo AR-0009235
CF-0004537,2025-01-23,accounts_receivable,1583.02,0.00,-100354.75,Recebimento titulo AR-0009932
CF-0004538,2025-01-23,accounts_receivable,1810.60,0.00,-98544.15,Recebimento titulo AR-0010629
CF-0004539,2025-01-23,accounts_receivable,2039.34,0.00,-96504.81,Recebimento titulo AR-0011326
CF-0004540,2025-01-23,accounts_receivable,764.05,0.00,-95740.76,Recebimento titulo AR-0012023
CF-0004541,2025-01-23,accounts_receivable,1356.59,0.00,-94384.17,Recebimento titulo AR-0012721
CF-0004542,2025-01-23,accounts_receivable,1583.02,0.00,-92801.15,Recebimento titulo AR-0013418
CF-0004543,2025-01-23,accounts_receivable,1810.60,0.00,-90990.55,Recebimento titulo AR-0014115
CF-0004544,2025-01-23,accounts_payable,0.00,1781.76,-92772.31,Pagamento titulo AP-0000275
CF-0004545,2025-01-23,accounts_payable,0.00,2297.86,-95070.17,Pagamento titulo AP-0000305
CF-0004546,2025-01-23,accounts_payable,0.00,2854.51,-97924.68,Pagamento titulo AP-0000816
CF-0004547,2025-01-23,accounts_payable,0.00,2426.88,-100351.56,Pagamento titulo AP-0001325
CF-0004548,2025-01-23,accounts_payable,0.00,1007.62,-101359.18,Pagamento titulo AP-0001355
CF-0004549,2025-01-23,accounts_payable,0.00,4154.83,-105514.01,Pagamento titulo AP-0001866
CF-0004550,2025-01-23,accounts_payable,0.00,1136.64,-106650.65,Pagamento titulo AP-0002375
CF-0004551,2025-01-23,accounts_payable,0.00,1652.74,-108303.39,Pagamento titulo AP-0002405
CF-0004552,2025-01-23,accounts_payable,0.00,5455.15,-113758.54,Pagamento titulo AP-0002916
CF-0004553,2025-01-23,accounts_payable,0.00,1781.76,-115540.30,Pagamento titulo AP-0003425
CF-0004554,2025-01-23,accounts_payable,0.00,2297.86,-117838.16,Pagamento titulo AP-0003455
CF-0004555,2025-01-23,accounts_payable,0.00,2854.51,-120692.67,Pagamento titulo AP-0003966
CF-0004556,2025-01-23,accounts_payable,0.00,2426.88,-123119.55,Pagamento titulo AP-0004475
CF-0004557,2025-01-23,accounts_payable,0.00,1007.62,-124127.17,Pagamento titulo AP-0004505
CF-0004558,2025-01-23,accounts_payable,0.00,4154.83,-128282.00,Pagamento titulo AP-0005016
CF-0004559,2025-01-23,accounts_payable,0.00,1136.64,-129418.64,Pagamento titulo AP-0005525
CF-0004560,2025-01-23,accounts_payable,0.00,1652.74,-131071.38,Pagamento titulo AP-0005555
CF-0004561,2025-01-23,accounts_payable,0.00,5455.15,-136526.53,Pagamento titulo AP-0006066
CF-0004562,2025-01-23,accounts_payable,0.00,1781.76,-138308.29,Pagamento titulo AP-0006575
CF-0004563,2025-01-23,accounts_payable,0.00,2297.86,-140606.15,Pagamento titulo AP-0006605
CF-0004564,2025-01-23,accounts_payable,0.00,2854.51,-143460.66,Pagamento titulo AP-0007116
CF-0004565,2025-01-23,accounts_payable,0.00,2426.88,-145887.54,Pagamento titulo AP-0007625
CF-0004566,2025-01-23,accounts_payable,0.00,1007.62,-146895.16,Pagamento titulo AP-0007655
CF-0004567,2025-01-23,accounts_payable,0.00,4154.83,-151049.99,Pagamento titulo AP-0008166
CF-0004568,2025-01-23,accounts_payable,0.00,1136.64,-152186.63,Pagamento titulo AP-0008675
CF-0004569,2025-01-23,accounts_payable,0.00,1652.74,-153839.37,Pagamento titulo AP-0008705
