receivable_id,sale_id,customer_external_id,issue_date,due_date,amount,status,days_overdue
AR-0001775,S-001212,CLI-0013,2025-07-09,2025-09-05,692.20,vencido,24
AR-0001776,S-001212,CLI-0013,2025-07-09,2025-09-20,692.20,vencido,24
AR-0001777,S-001213,CLI-0014,2025-08-10,2025-09-22,2278.30,recebido,0
AR-0001778,S-001214,CLI-0015,2025-09-11,2025-10-24,2282.24,recebido,0
AR-0001779,S-001215,CLI-0001,2025-10-12,2025-11-24,2315.65,recebido,0
AR-0001780,S-001216,CLI-0002,2025-11-13,2025-12-26,1368.15,recebido,0
AR-0001781,S-001216,CLI-0002,2025-11-13,2026-01-10,1368.15,recebido,0
AR-0001782,S-001217,CLI-0003,2025-12-14,2026-01-26,2739.64,recebido,0
AR-0001783,S-001218,CLI-0004,2026-01-15,2026-02-27,2138.20,recebido,0
AR-0001784,S-001219,CLI-0005,2026-02-16,2026-03-31,2140.04,recebido,0
AR-0001785,S-001220,CLI-0006,2026-03-17,2026-04-29,849.01,recebido,0
AR-0001786,S-001220,CLI-0006,2026-03-17,2026-05-14,849.01,recebido,0
AR-0001787,S-001220,CLI-0006,2026-03-17,2026-05-29,849.01,recebido,0
AR-0001788,S-001221,CLI-0007,2026-04-18,2026-05-31,2548.45,recebido,0
AR-0001789,S-001222,CLI-0008,2026-05-19,2026-07-01,2360.59,recebido,0
AR-0001790,S-001223,CLI-0009,2026-06-20,2026-08-02,2361.09,recebido,0
AR-0001791,S-001224,CLI-0010,2026-07-21,2026-09-02,724.10,recebido,0
AR-0001792,S-001224,CLI-0010,2026-07-21,2026-09-17,724.10,recebido,0
AR-0001793,S-001224,CLI-0010,2026-07-21,2026-10-02,724.10,recebido,0
AR-0001794,S-001225,CLI-0011,2024-08-22,2024-10-04,2622.37,recebido,0
AR-0001795,S-001226,CLI-0012,2024-09-23,2024-11-05,2642.75,recebido,0
AR-0001796,S-001227,CLI-0013,2024-10-24,2024-12-06,2662.98,recebido,0
AR-0001797,S-001228,CLI-0014,2024-11-25,2025-01-07,1583.02,recebido,0
AR-0001798,S-001228,CLI-0014,2024-11-25,2025-01-22,1583.02,recebido,0
AR-0001799,S-001229,CLI-0015,2024-12-26,2025-02-07,3189.58,recebido,0
AR-0001800,S-001230,CLI-0001,2025-01-27,2025-03-11,2537.68,recebido,0
AR-0001801,S-001231,CLI-0002,2025-02-28,2025-04-12,2556.10,recebido,0
AR-0001802,S-001232,CLI-0003,2025-03-01,2025-04-13,1511.06,recebido,0
AR-0001803,S-001232,CLI-0003,2025-03-01,2025-04-28,1511.06,recebido,0
AR-0001804,S-001233,CLI-0004,2025-04-02,2025-05-15,3043.45,recebido,0
AR-0001805,S-001234,CLI-0005,2025-05-03,2025-06-15,2837.61,recebido,0
AR-0001806,S-001235,CLI-0536,2025-06-04,2025-07-17,2894.32,recebido,0
AR-0001807,S-001236,CLI-0553,2025-07-05,2025-08-17,893.63,recebido,0
AR-0001808,S-001236,CLI-0553,2025-07-05,2025-09-01,893.63,recebido,0
AR-0001809,S-001236,CLI-0553,2025-07-05,2025-09-16,893.63,recebido,0
AR-0001810,S-001237,CLI-0570,2025-08-06,2025-09-18,2933.53,recebido,0
AR-0001811,S-001238,CLI-0587,2025-09-07,2025-10-20,2931.03,recebido,0
AR-0001812,S-001239,CLI-0604,2025-10-08,2025-11-20,2928.12,recebido,0
AR-0001813,S-001240,CLI-0001,2025-11-09,2025-12-22,1165.49,recebido,0
AR-0001814,S-001240,CLI-0001,2025-11-09,2026-01-06,1165.49,recebido,0
AR-0001815,S-001240,CLI-0001,2025-11-09,2026-01-21,1165.49,recebido,0
AR-0001816,S-001241,CLI-0018,2025-12-10,2026-01-22,3492.25,recebido,0
AR-0001817,S-001242,CLI-0035,2026-01-11,2026-02-23,2719.12,recebido,0
AR-0001818,S-001243,CLI-0052,2026-02-12,2026-03-27,2715.11,vencido,31
AR-0001819,S-001244,CLI-0069,2026-03-13,2026-04-25,1591.10,recebido,0
AR-0001820,S-001244,CLI-0069,2026-03-13,2026-05-10,1591.10,recebido,0
AR-0001821,S-001245,CLI-0086,2026-04-14,2026-05-27,3218.56,recebido,0
AR-0001822,S-001246,CLI-0103,2026-05-15,2026-06-27,2974.75,recebido,0
AR-0001823,S-001247,CLI-0120,2026-06-16,2026-07-29,2968.98,recebido,0
AR-0001824,S-001248,CLI-0137,2026-07-17,2026-08-29,908.61,recebido,0
AR-0001825,S-001248,CLI-0137,2026-07-17,2026-09-13,908.61,recebido,0
AR-0001826,S-001248,CLI-0137,2026-07-17,2026-09-28,908.61,recebido,0
AR-0001827,S-001249,CLI-0154,2024-08-18,2024-09-30,3241.33,recebido,0
AR-0001828,S-001250,CLI-0171,2024-09-19,2024-11-01,3302.25,recebido,0
AR-0001829,S-001251,CLI-0188,2024-10-20,2024-12-02,3320.87,recebido,0
AR-0001830,S-001252,CLI-0205,2024-11-21,2025-01-03,1970.22,recebido,0
AR-0001831,S-001252,CLI-0205,2024-11-21,2025-01-18,1970.22,recebido,0
AR-0001832,S-001253,CLI-0222,2024-12-22,2025-02-03,3962.10,recebido,0
AR-0001833,S-001254,CLI-0239,2025-01-23,2025-03-07,3105.84,recebido,0
AR-0001834,S-001255,CLI-0256,2025-02-24,2025-04-08,3163.16,recebido,0
AR-0001835,S-001256,CLI-0273,2025-03-25,2025-05-07,1866.52,vencido,23
AR-0001836,S-001256,CLI-0273,2025-03-25,2025-05-22,1866.52,vencido,23
AR-0001837,S-001257,CLI-0290,2025-04-26,2025-06-08,3752.60,recebido,0
AR-0001838,S-001258,CLI-0307,2025-05-27,2025-07-09,3492.63,recebido,0
AR-0001839,S-001259,CLI-0324,2025-06-28,2025-08-10,3510.48,recebido,0
AR-0001840,S-001260,CLI-0341,2025-07-01,2025-08-13,384.23,recebido,0
AR-0001841,S-001260,CLI-0341,2025-07-01,2025-08-28,384.23,recebido,0
AR-0001842,S-001260,CLI-0341,2025-07-01,2025-09-12,384.23,recebido,0
AR-0001843,S-001260,CLI-0341,2025-07-01,2025-09-27,384.23,recebido,0
AR-0001844,S-001261,CLI-0358,2025-08-02,2025-09-14,1693.37,recebido,0
AR-0001845,S-001262,CLI-0375,2025-09-03,2025-10-16,1703.34,recebido,0
AR-0001846,S-001263,CLI-0392,2025-10-04,2025-11-16,1712.84,recebido,0
AR-0001847,S-001264,CLI-0409,2025-11-05,2025-12-18,1015.92,recebido,0
AR-0001848,S-001264,CLI-0409,2025-11-05,2026-01-02,1015.92,recebido,0
AR-0001849,S-001265,CLI-0426,2025-12-06,2026-01-18,2068.76,recebido,0
AR-0001850,S-001266,CLI-0443,2026-01-07,2026-02-19,1620.62,recebido,0
AR-0001851,S-001267,CLI-0460,2026-02-08,2026-03-23,1627.90,recebido,0
AR-0001852,S-001268,CLI-0477,2026-03-09,2026-04-21,959.54,recebido,0
AR-0001853,S-001268,CLI-0477,2026-03-09,2026-05-06,959.54,recebido,0
AR-0001854,S-001269,CLI-0494,2026-04-10,2026-05-23,1926.66,vencido,30
AR-0001855,S-001270,CLI-0511,2026-05-11,2026-06-23,1814.19,recebido,0
AR-0001856,S-001271,CLI-0528,2026-06-12,2026-07-25,1820.53,recebido,0
AR-0001857,S-001272,CLI-0545,2026-07-13,2026-08-25,560.11,recebido,0
AR-0001858,S-001272,CLI-0545,2026-07-13,2026-09-09,560.11,recebido,0
AR-0001859,S-001272,CLI-0545,2026-07-13,2026-09-24,560.11,recebido,0
AR-0001860,S-001273,CLI-0562,2024-08-14,2024-09-26,2008.45,recebido,0
AR-0001861,S-001274,CLI-0579,2024-09-15,2024-10-28,2030.16,recebido,0
AR-0001862,S-001275,CLI-0596,2024-10-16,2024-11-28,2078.47,recebido,0
AR-0001863,S-001276,CLI-0613,2024-11-17,2024-12-30,1239.15,recebido,0
AR-0001864,S-001276,CLI-0613,2024-11-17,2025-01-14,1239.15,recebido,0
AR-0001865,S-001277,CLI-0010,2024-12-18,2025-01-30,2503.83,recebido,0
AR-0001866,S-001278,CLI-0027,2025-01-19,2025-03-03,1971.91,recebido,0
AR-0001867,S-001279,CLI-0044,2025-02-20,2025-04-04,1991.56,recebido,0
AR-0001868,S-001280,CLI-0061,2025-03-21,2025-05-03,797.20,recebido,0
AR-0001869,S-001280,CLI-0061,2025-03-21,2025-05-18,797.20,recebido,0
AR-0001870,S-001280,CLI-0061,2025-03-21,2025-06-02,797.20,recebido,0
AR-0001871,S-001281,CLI-0078,2025-04-22,2025-06-04,2414.75,recebido,0
AR-0001872,S-001282,CLI-0095,2025-05-23,2025-07-05,2257.16,recebido,0
AR-0001873,S-001283,CLI-0112,2025-06-24,2025-08-06,2278.30,recebido,0
AR-0001874,S-001284,CLI-0129,2025-07-25,2025-09-06,705.12,recebido,0
AR-0001875,S-001284,CLI-0129,2025-07-25,2025-09-21,705.12,recebido,0
AR-0001876,S-001284,CLI-0129,2025-07-25,2025-10-06,705.12,recebido,0
AR-0001877,S-001285,CLI-0146,2025-08-26,2025-10-08,2350.42,recebido,0
AR-0001878,S-001286,CLI-0163,2025-09-27,2025-11-09,2353.92,recebido,0
AR-0001879,S-001287,CLI-0180,2025-10-28,2025-12-10,2357.00,recebido,0
AR-0001880,S-001288,CLI-0197,2025-11-01,2025-12-14,1392.20,recebido,0
AR-0001881,S-001288,CLI-0197,2025-11-01,2025-12-29,1392.20,recebido,0
AR-0001882,S-001289,CLI-0214,2025-12-02,2026-01-14,2787.02,recebido,0
AR-0001883,S-001290,CLI-0231,2026-01-03,2026-02-15,2203.16,recebido,0
AR-0001884,S-001291,CLI-0248,2026-02-04,2026-03-19,2204.58,recebido,0
AR-0001885,S-001292,CLI-0265,2026-03-05,2026-04-17,1294.60,recebido,0
AR-0001886,S-001292,CLI-0265,2026-03-05,2026-05-02,1294.60,recebido,0
AR-0001887,S-001293,CLI-0282,2026-04-06,2026-05-19,2590.01,recebido,0
AR-0001888,S-001294,CLI-0299,2026-05-07,2026-06-19,2398.48,vencido,37
AR-0001889,S-001295,CLI-0316,2026-06-08,2026-07-21,2430.13,recebido,0
AR-0001890,S-001296,CLI-0333,2026-07-09,2026-08-21,745.13,recebido,0
AR-0001891,S-001296,CLI-0333,2026-07-09,2026-09-05,745.13,recebido,0
AR-0001892,S-001296,CLI-0333,2026-07-09,2026-09-20,745.13,recebido,0
AR-0001893,S-001297,CLI-0350,2024-08-10,2024-09-22,2662.98,recebido,0
AR-0001894,S-001298,CLI-0367,2024-09-11,2024-10-24,2683.08,recebido,0
AR-0001895,S-001299,CLI-0384,2024-10-12,2024-11-24,2703.03,recebido,0
AR-0001896,S-001300,CLI-0011,2024-11-13,2024-12-26,1084.95,recebido,0
AR-0001897,S-001300,CLI-0011,2024-11-13,2025-01-10,1084.95,recebido,0
AR-0001898,S-001300,CLI-0011,2024-11-13,2025-01-25,1084.95,recebido,0
AR-0001899,S-001301,CLI-0012,2024-12-14,2025-01-26,3278.49,recebido,0
AR-0001900,S-001302,CLI-0013,2025-01-15,2025-02-27,2574.40,vencido,24
AR-0001901,S-001303,CLI-0014,2025-02-16,2025-03-31,2592.56,recebido,0
AR-0001902,S-001304,CLI-0015,2025-03-17,2025-04-29,1532.31,recebido,0
AR-0001903,S-001304,CLI-0015,2025-03-17,2025-05-14,1532.31,recebido,0
AR-0001904,S-001305,CLI-0001,2025-04-18,2025-05-31,3125.87,recebido,0
AR-0001905,S-001306,CLI-0002,2025-05-19,2025-07-01,2914.00,recebido,0
AR-0001906,S-001307,CLI-0003,2025-06-20,2025-08-02,2933.53,recebido,0
AR-0001907,S-001308,CLI-0004,2025-07-21,2025-09-02,905.56,recebido,0
AR-0001908,S-001308,CLI-0004,2025-07-21,2025-09-17,905.56,recebido,0
AR-0001909,S-001308,CLI-0004,2025-07-21,2025-10-02,905.56,recebido,0
AR-0001910,S-001309,CLI-0005,2025-08-22,2025-10-04,2972.18,recebido,0
AR-0001911,S-001310,CLI-0006,2025-09-23,2025-11-05,3007.85,recebido,0
AR-0001912,S-001311,CLI-0007,2025-10-24,2025-12-06,3004.47,recebido,0
AR-0001913,S-001312,CLI-0008,2025-11-25,2026-01-07,1770.42,recebido,0
AR-0001914,S-001312,CLI-0008,2025-11-25,2026-01-22,1770.42,recebido,0
AR-0001915,S-001313,CLI-0009,2025-12-26,2026-02-07,3535.93,recebido,0
AR-0001916,S-001314,CLI-0010,2026-01-27,2026-03-11,2752.65,recebido,0
AR-0001917,S-001315,CLI-0011,2026-02-28,2026-04-12,2784.26,recebido,0
AR-0001918,S-001316,CLI-0012,2026-03-01,2026-04-13,1631.42,recebido,0
AR-0001919,S-001316,CLI-0012,2026-03-01,2026-04-28,1631.42,recebido,0
AR-0001920,S-001317,CLI-0013,2026-04-02,2026-05-15,3256.80,vencido,33
AR-0001921,S-001318,CLI-0014,2026-05-03,2026-06-15,3009.60,recebido,0
AR-0001922,S-001319,CLI-0015,2026-06-04,2026-07-17,3003.27,recebido,0
AR-0001923,S-001320,CLI-0001,2026-07-05,2026-08-17,698.34,recebido,0
AR-0001924,S-001320,CLI-0001,2026-07-05,2026-09-01,698.34,recebido,0
AR-0001925,S-001320,CLI-0001,2026-07-05,2026-09-16,698.34,recebido,0
AR-0001926,S-001320,CLI-0001,2026-07-05,2026-10-01,698.34,recebido,0
AR-0001927,S-001321,CLI-0002,2024-08-06,2024-09-18,3320.87,recebido,0
AR-0001928,S-001322,CLI-0003,2024-09-07,2024-10-20,3339.36,recebido,0
AR-0001929,S-001323,CLI-0004,2024-10-08,2024-11-20,3357.70,recebido,0
AR-0001930,S-001324,CLI-0005,2024-11-09,2024-12-22,1991.78,recebido,0
AR-0001931,S-001324,CLI-0005,2024-11-09,2025-01-06,1991.78,recebido,0
AR-0001932,S-001325,CLI-0006,2024-12-10,2025-01-22,4057.11,recebido,0
AR-0001933,S-001326,CLI-0007,2025-01-11,2025-02-23,3179.97,recebido,0
AR-0001934,S-001327,CLI-0008,2025-02-12,2025-03-27,3196.67,recebido,0
AR-0001935,S-001328,CLI-0009,2025-03-13,2025-04-25,1886.02,recebido,0
AR-0001936,S-001328,CLI-0009,2025-03-13,2025-05-10,1886.02,recebido,0
AR-0001937,S-001329,CLI-0010,2025-04-14,2025-05-27,3791.32,recebido,0
AR-0001938,S-001330,CLI-0011,2025-05-15,2025-06-27,1670.55,recebido,0
AR-0001939,S-001331,CLI-0012,2025-06-16,2025-07-29,1693.37,recebido,0
AR-0001940,S-001332,CLI-0013,2025-07-17,2025-08-29,526.26,recebido,0
AR-0001941,S-001332,CLI-0013,2025-07-17,2025-09-13,526.26,recebido,0
AR-0001942,S-001332,CLI-0013,2025-07-17,2025-09-28,526.26,recebido,0
AR-0001943,S-001333,CLI-0014,2025-08-18,2025-09-30,1738.60,recebido,0
AR-0001944,S-001334,CLI-0015,2025-09-19,2025-11-01,1747.94,recebido,0
AR-0001945,S-001335,CLI-0376,2025-10-20,2025-12-02,1779.79,recebido,0
AR-0001946,S-001336,CLI-0393,2025-11-21,2026-01-03,1055.18,recebido,0
AR-0001947,S-001336,CLI-0393,2025-11-21,2026-01-18,1055.18,recebido,0
AR-0001948,S-001337,CLI-0410,2025-12-22,2026-02-03,2120.01,recebido,0
AR-0001949,S-001338,CLI-0427,2026-01-23,2026-03-07,1660.00,recebido,0
AR-0001950,S-001339,CLI-0444,2026-02-24,2026-04-08,1666.73,recebido,0
AR-0001951,S-001340,CLI-0461,2026-03-25,2026-05-07,663.29,recebido,0
AR-0001952,S-001340,CLI-0461,2026-03-25,2026-05-22,663.29,recebido,0
AR-0001953,S-001340,CLI-0461,2026-03-25,2026-06-06,663.29,recebido,0
AR-0001954,S-001341,CLI-0478,2026-04-26,2026-06-08,1997.01,recebido,0
AR-0001955,S-001342,CLI-0495,2026-05-27,2026-07-09,1855.26,recebido,0
AR-0001956,S-001343,CLI-0512,2026-06-28,2026-08-10,1861.00,recebido,0
AR-0001957,S-001344,CLI-0529,2026-07-01,2026-08-13,572.34,recebido,0
AR-0001958,S-001344,CLI-0529,2026-07-01,2026-08-28,572.34,recebido,0
AR-0001959,S-001344,CLI-0529,2026-07-01,2026-09-12,572.34,recebido,0
AR-0001960,S-001345,CLI-0546,2024-08-02,2024-09-14,2078.47,recebido,0
AR-0001961,S-001346,CLI-0563,2024-09-03,2024-10-16,2100.25,recebido,0
AR-0001962,S-001347,CLI-0580,2024-10-04,2024-11-16,2121.88,recebido,0
AR-0001963,S-001348,CLI-0597,2024-11-05,2024-12-18,1264.60,recebido,0
AR-0001964,S-001348,CLI-0597,2024-11-05,2025-01-02,1264.60,recebido,0
AR-0001965,S-001349,CLI-0614,2024-12-06,2025-01-18,2554.39,recebido,0
AR-0001966,S-001350,CLI-0011,2025-01-07,2025-02-19,2037.29,recebido,0
AR-0001967,S-001351,CLI-0028,2025-02-08,2025-03-23,2057.00,recebido,0
AR-0001968,S-001352,CLI-0045,2025-03-09,2025-04-21,1218.86,recebido,0
AR-0001969,S-001352,CLI-0045,2025-03-09,2025-05-06,1218.86,recebido,0
AR-0001970,S-001353,CLI-0062,2025-04-10,2025-05-23,2460.57,recebido,0
AR-0001971,S-001354,CLI-0079,2025-05-11,2025-06-23,2299.31,recebido,0
AR-0001972,S-001355,CLI-0096,2025-06-12,2025-07-25,2350.42,recebido,0
AR-0001973,S-001356,CLI-0113,2025-07-13,2025-08-25,727.26,recebido,0
AR-0001974,S-001356,CLI-0113,2025-07-13,2025-09-09,727.26,recebido,0
AR-0001975,S-001356,CLI-0113,2025-07-13,2025-09-24,727.26,recebido,0
AR-0001976,S-001357,CLI-0130,2025-08-14,2025-09-26,2392.43,vencido,25
AR-0001977,S-001358,CLI-0147,2025-09-15,2025-10-28,2395.33,recebido,0
AR-0001978,S-001359,CLI-0164,2025-10-16,2025-11-28,2397.80,recebido,0
AR-0001979,S-001360,CLI-0181,2025-11-17,2025-12-30,956.30,recebido,0
AR-0001980,S-001360,CLI-0181,2025-11-17,2026-01-14,956.30,recebido,0
AR-0001981,S-001360,CLI-0181,2025-11-17,2026-01-29,956.30,recebido,0
AR-0001982,S-001361,CLI-0198,2025-12-18,2026-01-30,2871.01,recebido,0
AR-0001983,S-001362,CLI-0215,2026-01-19,2026-03-03,2239.67,recebido,0
AR-0001984,S-001363,CLI-0232,2026-02-20,2026-04-04,2240.56,recebido,0
AR-0001985,S-001364,CLI-0249,2026-03-21,2026-05-03,1315.41,recebido,0
AR-0001986,S-001364,CLI-0249,2026-03-21,2026-05-18,1315.41,recebido,0
AR-0001987,S-001365,CLI-0266,2026-04-22,2026-06-04,2665.68,recebido,0
AR-0001988,S-001366,CLI-0283,2026-05-23,2026-07-05,2468.11,recebido,0
AR-0001989,S-001367,CLI-0300,2026-06-24,2026-08-06,2467.59,recebido,0
AR-0001990,S-001368,CLI-0317,2026-07-25,2026-09-06,756.45,recebido,0
AR-0001991,S-001368,CLI-0317,2026-07-25,2026-09-21,756.45,recebido,0
AR-0001992,S-001368,CLI-0317,2026-07-25,2026-10-06,756.45,recebido,0
AR-0001993,S-001369,CLI-0334,2024-08-26,2024-10-08,2703.03,recebido,0
AR-0001994,S-001370,CLI-0351,2024-09-27,2024-11-09,2758.35,recebido,0
AR-0001995,S-001371,CLI-0368,2024-10-28,2024-12-10,2778.37,recebido,0
AR-0001996,S-001372,CLI-0385,2024-11-01,2024-12-14,1650.98,recebido,0
AR-0001997,S-001372,CLI-0385,2024-11-01,2024-12-29,1650.98,recebido,0
AR-0001998,S-001373,CLI-0402,2024-12-02,2025-01-14,3325.25,recebido,0
AR-0001999,S-001374,CLI-0419,2025-01-03,2025-02-15,2610.60,recebido,0
AR-0002000,S-001375,CLI-0436,2025-02-04,2025-03-19,2662.77,recebido,0
AR-0002001,S-001376,CLI-0453,2025-03-05,2025-04-17,1573.56,recebido,0
AR-0002002,S-001376,CLI-0453,2025-03-05,2025-05-02,1573.56,recebido,0
AR-0002003,S-001377,CLI-0470,2025-04-06,2025-05-19,3168.21,recebido,0
AR-0002004,S-001378,CLI-0487,2025-05-07,2025-06-19,2952.93,recebido,0
AR-0002005,S-001379,CLI-0504,2025-06-08,2025-07-21,2972.18,recebido,0
AR-0002006,S-001380,CLI-0521,2025-07-09,2025-08-21,696.97,recebido,0
AR-0002007,S-001380,CLI-0521,2025-07-09,2025-09-05,696.97,recebido,0
AR-0002008,S-001380,CLI-0521,2025-07-09,2025-09-20,696.97,recebido,0
AR-0002009,S-001380,CLI-0521,2025-07-09,2025-10-05,696.97,recebido,0
AR-0002010,S-001381,CLI-0538,2025-08-10,2025-09-22,3049.62,recebido,0
AR-0002011,S-001382,CLI-0555,2025-09-11,2025-10-24,3046.06,recebido,0
AR-0002012,S-001383,CLI-0572,2025-10-12,2025-11-24,3042.10,vencido,24
AR-0002013,S-001384,CLI-0589,2025-11-13,2025-12-26,1792.27,recebido,0
AR-0002014,S-001384,CLI-0589,2025-11-13,2026-01-10,1792.27,recebido,0
AR-0002015,S-001385,CLI-0606,2025-12-14,2026-01-26,3625.89,recebido,0
AR-0002016,S-001386,CLI-0003,2026-01-15,2026-02-27,2822.34,recebido,0
AR-0002017,S-001387,CLI-0020,2026-02-16,2026-03-31,2817.38,recebido,0
AR-0002018,S-001388,CLI-0037,2026-03-17,2026-04-29,1650.56,recebido,0
AR-0002019,S-001388,CLI-0037,2026-03-17,2026-05-14,1650.56,recebido,0
AR-0002020,S-001389,CLI-0054,2026-04-18,2026-05-31,3294.47,recebido,0
AR-0002021,S-001390,CLI-0071,2026-05-19,2026-07-01,3084.12,recebido,0
AR-0002022,S-001391,CLI-0088,2026-06-20,2026-08-02,3077.32,recebido,0
AR-0002023,S-001392,CLI-0105,2026-07-21,2026-09-02,941.51,recebido,0
AR-0002024,S-001392,CLI-0105,2026-07-21,2026-09-17,941.51,recebido,0
AR-0002025,S-001392,CLI-0105,2026-07-21,2026-10-02,941.51,recebido,0
AR-0002026,S-001393,CLI-0122,2024-08-22,2024-10-04,3357.70,recebido,0
AR-0002027,S-001394,CLI-0139,2024-09-23,2024-11-05,3375.91,recebido,0
AR-0002028,S-001395,CLI-0156,2024-10-24,2024-12-06,3438.22,recebido,0
AR-0002029,S-001396,CLI-0173,2024-11-25,2025-01-07,2039.34,recebido,0
AR-0002030,S-001396,CLI-0173,2024-11-25,2025-01-22,2039.34,recebido,0
AR-0002031,S-001397,CLI-0190,2024-12-26,2025-02-07,4100.07,recebido,0
AR-0002032,S-001398,CLI-0207,2025-01-27,2025-03-11,3213.22,recebido,0
AR-0002033,S-001399,CLI-0224,2025-02-28,2025-04-12,3229.65,recebido,0
AR-0002034,S-001400,CLI-0006,2025-03-01,2025-04-13,601.40,recebido,0
AR-0002035,S-001400,CLI-0006,2025-03-01,2025-04-28,601.40,recebido,0
AR-0002036,S-001400,CLI-0006,2025-03-01,2025-05-13,601.40,recebido,0
AR-0002037,S-001401,CLI-0007,2025-04-02,2025-05-15,1828.85,recebido,0
AR-0002038,S-001402,CLI-0008,2025-05-03,2025-06-15,1716.06,recebido,0
AR-0002039,S-001403,CLI-0009,2025-06-04,2025-07-17,1738.60,recebido,0
AR-0002040,S-001404,CLI-0010,2025-07-05,2025-08-17,540.05,recebido,0
AR-0002041,S-001404,CLI-0010,2025-07-05,2025-09-01,540.05,recebido,0
AR-0002042,S-001404,CLI-0010,2025-07-05,2025-09-16,540.05,recebido,0
AR-0002043,S-001405,CLI-0011,2025-08-06,2025-09-18,1806.52,recebido,0
AR-0002044,S-001406,CLI-0012,2025-09-07,2025-10-20,1815.44,recebido,0
AR-0002045,S-001407,CLI-0013,2025-10-08,2025-11-20,1823.91,recebido,0
AR-0002046,S-001408,CLI-0014,2025-11-09,2025-12-22,1080.84,recebido,0
AR-0002047,S-001408,CLI-0014,2025-11-09,2026-01-06,1080.84,recebido,0
AR-0002048,S-001409,CLI-0015,2025-12-10,2026-01-22,2170.62,recebido,0
AR-0002049,S-001410,CLI-0001,2026-01-11,2026-02-23,1721.21,recebido,0
AR-0002050,S-001411,CLI-0002,2026-02-12,2026-03-27,1727.56,recebido,0
AR-0002051,S-001412,CLI-0003,2026-03-13,2026-04-25,1017.48,recebido,0
AR-0002052,S-001412,CLI-0003,2026-03-13,2026-05-10,1017.48,recebido,0
AR-0002053,S-001413,CLI-0004,2026-04-14,2026-05-27,2041.45,recebido,0
AR-0002054,S-001414,CLI-0005,2026-05-15,2026-06-27,1895.81,recebido,0
AR-0002055,S-001415,CLI-0006,2026-06-16,2026-07-29,1926.10,recebido,0
AR-0002056,S-001416,CLI-0007,2026-07-17,2026-08-29,592.17,recebido,0
AR-0002057,S-001416,CLI-0007,2026-07-17,2026-09-13,592.17,recebido,0
AR-0002058,S-001416,CLI-0007,2026-07-17,2026-09-28,592.17,recebido,0
AR-0002059,S-001417,CLI-0008,2024-08-18,2024-09-30,2121.88,recebido,0
AR-0002060,S-001418,CLI-0009,2024-09-19,2024-11-01,2143.38,recebido,0
AR-0002061,S-001419,CLI-0010,2024-10-20,2024-12-02,2164.73,recebido,0
AR-0002062,S-001420,CLI-0011,2024-11-21,2025-01-03,871.02,recebido,0
AR-0002063,S-001420,CLI-0011,2024-11-21,2025-01-18,871.02,recebido,0
AR-0002064,S-001420,CLI-0011,2024-11-21,2025-02-02,871.02,recebido,0
AR-0002065,S-001421,CLI-0012,2024-12-22,2025-02-03,2638.34,recebido,0
AR-0002066,S-001422,CLI-0013,2025-01-23,2025-03-07,2076.59,recebido,0
AR-0002067,S-001423,CLI-0014,2025-02-24,2025-04-08,2096.04,recebido,0
AR-0002068,S-001424,CLI-0015,2025-03-25,2025-05-07,1241.62,recebido,0
AR-0002069,S-001424,CLI-0015,2025-03-25,2025-05-22,1241.62,recebido,0
AR-0002070,S-001425,CLI-0001,2025-04-26,2025-06-08,2538.45,recebido,0
AR-0002071,S-001426,CLI-0002,2025-05-27,2025-07-09,2371.50,recebido,0
AR-0002072,S-001427,CLI-0003,2025-06-28,2025-08-10,2392.43,recebido,0
AR-0002073,S-001428,CLI-0004,2025-07-01,2025-08-13,740.06,recebido,0
AR-0002074,S-001428,CLI-0004,2025-07-01,2025-08-28,740.06,recebido,0
AR-0002075,S-001428,CLI-0004,2025-07-01,2025-09-12,740.06,recebido,0
AR-0002076,S-001429,CLI-0005,2025-08-02,2025-09-14,2433.88,recebido,0
AR-0002077,S-001430,CLI-0006,2025-09-03,2025-10-16,2467.98,recebido,0
AR-0002078,S-001431,CLI-0007,2025-10-04,2025-11-16,2470.01,recebido,0
AR-0002079,S-001432,CLI-0008,2025-11-05,2025-12-18,1458.25,recebido,0
AR-0002080,S-001432,CLI-0008,2025-11-05,2026-01-02,1458.25,recebido,0
AR-0002081,S-001433,CLI-0009,2025-12-06,2026-01-18,2917.91,recebido,0
AR-0002082,S-001434,CLI-0010,2026-01-07,2026-02-19,2275.70,recebido,0
AR-0002083,S-001435,CLI-0216,2026-02-08,2026-03-23,2305.98,recebido,0
AR-0002084,S-001436,CLI-0233,2026-03-09,2026-04-21,1353.56,recebido,0
AR-0002085,S-001436,CLI-0233,2026-03-09,2026-05-06,1353.56,recebido,0
AR-0002086,S-001437,CLI-0250,2026-04-10,2026-05-23,2706.80,recebido,0
AR-0002087,S-001438,CLI-0267,2026-05-11,2026-06-23,2505.60,recebido,0
AR-0002088,S-001439,CLI-0284,2026-06-12,2026-07-25,2504.50,recebido,0
AR-0002089,S-001440,CLI-0301,2026-07-13,2026-08-25,583.32,recebido,0
AR-0002090,S-001440,CLI-0301,2026-07-13,2026-09-09,583.32,recebido,0
AR-0002091,S-001440,CLI-0301,2026-07-13,2026-09-24,583.32,recebido,0
AR-0002092,S-001440,CLI-0301,2026-07-13,2026-10-09,583.32,recebido,0
AR-0002093,S-001441,CLI-0318,2024-08-14,2024-09-26,2778.37,recebido,0
