source_record_id,transaction_date,cash_flow_type,account_type,cash_in_amount,cash_out_amount,operating_cash_flow_amount,description
SRC-FIN-IN-0001560,2026-10-06,operating,accounts_receivable,875.86,0.00,875.86,Recebimento titulo AR-0001627
SRC-FIN-IN-0001561,2024-09-27,operating,accounts_receivable,3166.27,0.00,3166.27,Recebimento titulo AR-0001628
SRC-FIN-IN-0001562,2024-10-30,operating,accounts_receivable,3185.25,0.00,3185.25,Recebimento titulo AR-0001629
SRC-FIN-IN-0001563,2024-12-10,operating,accounts_receivable,3204.08,0.00,3204.08,Recebimento titulo AR-0001630
SRC-FIN-IN-0001564,2024-12-30,operating,accounts_receivable,1901.44,0.00,1901.44,Recebimento titulo AR-0001631
SRC-FIN-IN-0001565,2025-01-14,operating,accounts_receivable,1901.44,0.00,1901.44,Recebimento titulo AR-0001632
SRC-FIN-IN-0001566,2025-01-30,operating,accounts_receivable,3824.77,0.00,3824.77,Recebimento titulo AR-0001633
SRC-FIN-IN-0001567,2025-03-03,operating,accounts_receivable,3038.07,0.00,3038.07,Recebimento titulo AR-0001634
SRC-FIN-IN-0001568,2025-04-04,operating,accounts_receivable,3055.20,0.00,3055.20,Recebimento titulo AR-0001635
SRC-FIN-IN-0001569,2025-05-03,operating,accounts_receivable,1803.26,0.00,1803.26,Recebimento titulo AR-0001636
SRC-FIN-IN-0001570,2025-05-18,operating,accounts_receivable,1803.26,0.00,1803.26,Recebimento titulo AR-0001637
SRC-FIN-IN-0001571,2025-06-04,operating,accounts_receivable,3626.32,0.00,3626.32,Recebimento titulo AR-0001638
SRC-FIN-IN-0001572,2025-07-06,operating,accounts_receivable,3375.91,0.00,3375.91,Recebimento titulo AR-0001639
SRC-FIN-IN-0001573,2025-08-08,operating,accounts_receivable,3438.22,0.00,3438.22,Recebimento titulo AR-0001640
SRC-FIN-IN-0001574,2025-09-06,operating,accounts_receivable,1059.99,0.00,1059.99,Recebimento titulo AR-0001641
SRC-FIN-IN-0001575,2025-09-21,operating,accounts_receivable,1059.99,0.00,1059.99,Recebimento titulo AR-0001642
SRC-FIN-IN-0001576,2025-10-06,operating,accounts_receivable,1059.99,0.00,1059.99,Recebimento titulo AR-0001643
SRC-FIN-IN-0001577,2025-10-08,operating,accounts_receivable,3474.63,0.00,3474.63,Recebimento titulo AR-0001644
SRC-FIN-IN-0001578,2025-11-09,operating,accounts_receivable,3466.71,0.00,3466.71,Recebimento titulo AR-0001645
SRC-FIN-IN-0001579,2025-12-10,operating,accounts_receivable,3458.44,0.00,3458.44,Recebimento titulo AR-0001646
SRC-FIN-IN-0001580,2025-12-14,operating,accounts_receivable,642.51,0.00,642.51,Recebimento titulo AR-0001647
SRC-FIN-IN-0001581,2025-12-29,operating,accounts_receivable,642.51,0.00,642.51,Recebimento titulo AR-0001648
SRC-FIN-IN-0001582,2026-01-13,operating,accounts_receivable,642.51,0.00,642.51,Recebimento titulo AR-0001649
SRC-FIN-IN-0001583,2026-01-25,operating,accounts_receivable,1939.15,0.00,1939.15,Recebimento titulo AR-0001650
SRC-FIN-IN-0001584,2026-04-01,operating,accounts_receivable,1528.73,0.00,1528.73,Recebimento titulo AR-0001652
SRC-FIN-IN-0001585,2026-05-01,operating,accounts_receivable,901.88,0.00,901.88,Recebimento titulo AR-0001653
SRC-FIN-IN-0001586,2026-05-16,operating,accounts_receivable,901.88,0.00,901.88,Recebimento titulo AR-0001654
SRC-FIN-IN-0001587,2026-05-25,operating,accounts_receivable,1836.36,0.00,1836.36,Recebimento titulo AR-0001655
SRC-FIN-IN-0001588,2026-06-26,operating,accounts_receivable,1708.14,0.00,1708.14,Recebimento titulo AR-0001656
SRC-FIN-IN-0001589,2026-07-29,operating,accounts_receivable,1715.50,0.00,1715.50,Recebimento titulo AR-0001657
SRC-FIN-IN-0001590,2026-08-30,operating,accounts_receivable,528.21,0.00,528.21,Recebimento titulo AR-0001658
SRC-FIN-IN-0001591,2026-09-14,operating,accounts_receivable,528.21,0.00,528.21,Recebimento titulo AR-0001659
SRC-FIN-IN-0001592,2026-09-29,operating,accounts_receivable,528.21,0.00,528.21,Recebimento titulo AR-0001660
SRC-FIN-IN-0001593,2024-09-22,operating,accounts_receivable,1895.58,0.00,1895.58,Recebimento titulo AR-0001661
SRC-FIN-IN-0001594,2024-10-24,operating,accounts_receivable,1942.50,0.00,1942.50,Recebimento titulo AR-0001662
SRC-FIN-IN-0001595,2024-11-24,operating,accounts_receivable,1964.62,0.00,1964.62,Recebimento titulo AR-0001663
SRC-FIN-IN-0001596,2024-12-27,operating,accounts_receivable,1172.10,0.00,1172.10,Recebimento titulo AR-0001664
SRC-FIN-IN-0001597,2025-01-11,operating,accounts_receivable,1172.10,0.00,1172.10,Recebimento titulo AR-0001665
SRC-FIN-IN-0001598,2025-01-28,operating,accounts_receivable,2369.98,0.00,2369.98,Recebimento titulo AR-0001666
SRC-FIN-IN-0001599,2025-02-27,operating,accounts_receivable,1867.75,0.00,1867.75,Recebimento titulo AR-0001667
SRC-FIN-IN-0001600,2025-03-31,operating,accounts_receivable,1912.19,0.00,1912.19,Recebimento titulo AR-0001668
SRC-FIN-IN-0001601,2025-04-29,operating,accounts_receivable,1134.14,0.00,1134.14,Recebimento titulo AR-0001669
SRC-FIN-IN-0001602,2025-05-14,operating,accounts_receivable,1134.14,0.00,1134.14,Recebimento titulo AR-0001670
SRC-FIN-IN-0001603,2025-05-31,operating,accounts_receivable,2291.63,0.00,2291.63,Recebimento titulo AR-0001671
SRC-FIN-IN-0001604,2025-07-01,operating,accounts_receivable,2143.38,0.00,2143.38,Recebimento titulo AR-0001672
SRC-FIN-IN-0001605,2025-08-02,operating,accounts_receivable,2164.73,0.00,2164.73,Recebimento titulo AR-0001673
SRC-FIN-IN-0001606,2025-09-02,operating,accounts_receivable,509.32,0.00,509.32,Recebimento titulo AR-0001674
SRC-FIN-IN-0001607,2025-09-17,operating,accounts_receivable,509.32,0.00,509.32,Recebimento titulo AR-0001675
SRC-FIN-IN-0001608,2025-10-02,operating,accounts_receivable,509.32,0.00,509.32,Recebimento titulo AR-0001676
SRC-FIN-IN-0001609,2025-10-17,operating,accounts_receivable,509.32,0.00,509.32,Recebimento titulo AR-0001677
SRC-FIN-IN-0001610,2025-10-05,operating,accounts_receivable,2235.87,0.00,2235.87,Recebimento titulo AR-0001678
SRC-FIN-IN-0001611,2025-12-06,operating,accounts_receivable,2244.54,0.00,2244.54,Recebimento titulo AR-0001680
SRC-FIN-IN-0001612,2026-01-07,operating,accounts_receivable,1326.46,0.00,1326.46,Recebimento titulo AR-0001681
SRC-FIN-IN-0001613,2026-01-22,operating,accounts_receivable,1326.46,0.00,1326.46,Recebimento titulo AR-0001682
SRC-FIN-IN-0001614,2026-02-15,operating,accounts_receivable,2691.61,0.00,2691.61,Recebimento titulo AR-0001683
SRC-FIN-IN-0001615,2026-03-20,operating,accounts_receivable,2101.31,0.00,2101.31,Recebimento titulo AR-0001684
SRC-FIN-IN-0001616,2026-04-22,operating,accounts_receivable,2103.68,0.00,2103.68,Recebimento titulo AR-0001685
SRC-FIN-IN-0001617,2026-04-24,operating,accounts_receivable,1235.94,0.00,1235.94,Recebimento titulo AR-0001686
SRC-FIN-IN-0001618,2026-05-09,operating,accounts_receivable,1235.94,0.00,1235.94,Recebimento titulo AR-0001687
SRC-FIN-IN-0001619,2026-05-27,operating,accounts_receivable,2473.79,0.00,2473.79,Recebimento titulo AR-0001688
SRC-FIN-IN-0001620,2026-06-28,operating,accounts_receivable,2322.16,0.00,2322.16,Recebimento titulo AR-0001689
SRC-FIN-IN-0001621,2026-07-31,operating,accounts_receivable,2323.25,0.00,2323.25,Recebimento titulo AR-0001690
SRC-FIN-IN-0001622,2026-08-23,operating,accounts_receivable,712.67,0.00,712.67,Recebimento titulo AR-0001691
SRC-FIN-IN-0001623,2026-09-07,operating,accounts_receivable,712.67,0.00,712.67,Recebimento titulo AR-0001692
SRC-FIN-IN-0001624,2026-09-22,operating,accounts_receivable,712.67,0.00,712.67,Recebimento titulo AR-0001693
SRC-FIN-IN-0001625,2024-09-18,operating,accounts_receivable,2548.15,0.00,2548.15,Recebimento titulo AR-0001694
SRC-FIN-IN-0001626,2024-10-20,operating,accounts_receivable,2568.46,0.00,2568.46,Recebimento titulo AR-0001695
SRC-FIN-IN-0001627,2024-12-05,operating,accounts_receivable,2622.37,0.00,2622.37,Recebimento titulo AR-0001696
SRC-FIN-IN-0001628,2024-12-22,operating,accounts_receivable,1559.22,0.00,1559.22,Recebimento titulo AR-0001697
SRC-FIN-IN-0001629,2025-01-06,operating,accounts_receivable,1559.22,0.00,1559.22,Recebimento titulo AR-0001698
SRC-FIN-IN-0001630,2025-01-22,operating,accounts_receivable,3142.32,0.00,3142.32,Recebimento titulo AR-0001699
SRC-FIN-IN-0001631,2025-02-23,operating,accounts_receivable,2468.43,0.00,2468.43,Recebimento titulo AR-0001700
SRC-FIN-IN-0001632,2025-03-28,operating,accounts_receivable,2486.80,0.00,2486.80,Recebimento titulo AR-0001701
SRC-FIN-IN-0001633,2025-04-27,operating,accounts_receivable,993.01,0.00,993.01,Recebimento titulo AR-0001702
SRC-FIN-IN-0001634,2025-05-12,operating,accounts_receivable,993.01,0.00,993.01,Recebimento titulo AR-0001703
SRC-FIN-IN-0001635,2025-05-27,operating,accounts_receivable,993.01,0.00,993.01,Recebimento titulo AR-0001704
SRC-FIN-IN-0001636,2025-05-27,operating,accounts_receivable,3000.65,0.00,3000.65,Recebimento titulo AR-0001705
SRC-FIN-IN-0001637,2025-06-27,operating,accounts_receivable,2798.26,0.00,2798.26,Recebimento titulo AR-0001706
SRC-FIN-IN-0001638,2025-07-29,operating,accounts_receivable,2818.00,0.00,2818.00,Recebimento titulo AR-0001707
SRC-FIN-IN-0001639,2025-08-29,operating,accounts_receivable,870.20,0.00,870.20,Recebimento titulo AR-0001708
SRC-FIN-IN-0001640,2025-09-13,operating,accounts_receivable,870.20,0.00,870.20,Recebimento titulo AR-0001709
SRC-FIN-IN-0001641,2025-09-28,operating,accounts_receivable,870.20,0.00,870.20,Recebimento titulo AR-0001710
SRC-FIN-IN-0001642,2025-09-30,operating,accounts_receivable,2894.32,0.00,2894.32,Recebimento titulo AR-0001711
SRC-FIN-IN-0001643,2025-11-01,operating,accounts_receivable,2892.40,0.00,2892.40,Recebimento titulo AR-0001712
SRC-FIN-IN-0001644,2025-12-02,operating,accounts_receivable,2890.09,0.00,2890.09,Recebimento titulo AR-0001713
SRC-FIN-IN-0001645,2026-01-04,operating,accounts_receivable,1703.54,0.00,1703.54,Recebimento titulo AR-0001714
SRC-FIN-IN-0001646,2026-01-19,operating,accounts_receivable,1703.54,0.00,1703.54,Recebimento titulo AR-0001715
SRC-FIN-IN-0001647,2026-02-17,operating,accounts_receivable,3403.42,0.00,3403.42,Recebimento titulo AR-0001716
SRC-FIN-IN-0001648,2026-03-13,operating,accounts_receivable,2685.11,0.00,2685.11,Recebimento titulo AR-0001717
SRC-FIN-IN-0001649,2026-04-15,operating,accounts_receivable,2681.61,0.00,2681.61,Recebimento titulo AR-0001718
SRC-FIN-IN-0001650,2026-05-15,operating,accounts_receivable,1571.74,0.00,1571.74,Recebimento titulo AR-0001719
SRC-FIN-IN-0001651,2026-05-30,operating,accounts_receivable,1571.74,0.00,1571.74,Recebimento titulo AR-0001720
SRC-FIN-IN-0001652,2026-06-17,operating,accounts_receivable,3138.57,0.00,3138.57,Recebimento titulo AR-0001721
SRC-FIN-IN-0001653,2026-07-19,operating,accounts_receivable,2901.16,0.00,2901.16,Recebimento titulo AR-0001722
SRC-FIN-IN-0001654,2026-08-21,operating,accounts_receivable,2934.16,0.00,2934.16,Recebimento titulo AR-0001723
SRC-FIN-IN-0001655,2026-08-25,operating,accounts_receivable,898.09,0.00,898.09,Recebimento titulo AR-0001724
SRC-FIN-IN-0001656,2026-09-09,operating,accounts_receivable,898.09,0.00,898.09,Recebimento titulo AR-0001725
SRC-FIN-IN-0001657,2026-09-24,operating,accounts_receivable,898.09,0.00,898.09,Recebimento titulo AR-0001726
SRC-FIN-IN-0001658,2024-09-15,operating,accounts_receivable,3204.08,0.00,3204.08,Recebimento titulo AR-0001727
SRC-FIN-IN-0001659,2024-10-18,operating,accounts_receivable,3222.78,0.00,3222.78,Recebimento titulo AR-0001728
SRC-FIN-IN-0001660,2024-11-16,operating,accounts_receivable,3241.33,0.00,3241.33,Recebimento titulo AR-0001729
SRC-FIN-IN-0001661,2024-12-31,operating,accounts_receivable,1298.88,0.00,1298.88,Recebimento titulo AR-0001730
SRC-FIN-IN-0001662,2025-01-15,operating,accounts_receivable,1298.88,0.00,1298.88,Recebimento titulo AR-0001731
SRC-FIN-IN-0001663,2025-01-30,operating,accounts_receivable,1298.88,0.00,1298.88,Recebimento titulo AR-0001732
SRC-FIN-IN-0001664,2025-01-18,operating,accounts_receivable,3918.64,0.00,3918.64,Recebimento titulo AR-0001733
SRC-FIN-IN-0001665,2025-02-19,operating,accounts_receivable,3072.21,0.00,3072.21,Recebimento titulo AR-0001734
SRC-FIN-IN-0001666,2025-03-23,operating,accounts_receivable,3089.09,0.00,3089.09,Recebimento titulo AR-0001735
SRC-FIN-IN-0001667,2025-04-21,operating,accounts_receivable,1822.99,0.00,1822.99,Recebimento titulo AR-0001736
SRC-FIN-IN-0001668,2025-05-06,operating,accounts_receivable,1822.99,0.00,1822.99,Recebimento titulo AR-0001737
SRC-FIN-IN-0001669,2025-05-23,operating,accounts_receivable,3713.28,0.00,3713.28,Recebimento titulo AR-0001738
SRC-FIN-IN-0001670,2025-06-24,operating,accounts_receivable,3456.50,0.00,3456.50,Recebimento titulo AR-0001739
SRC-FIN-IN-0001671,2025-07-27,operating,accounts_receivable,3474.63,0.00,3474.63,Recebimento titulo AR-0001740
SRC-FIN-IN-0001672,2025-08-25,operating,accounts_receivable,1071.07,0.00,1071.07,Recebimento titulo AR-0001741
SRC-FIN-IN-0001673,2025-09-09,operating,accounts_receivable,1071.07,0.00,1071.07,Recebimento titulo AR-0001742
SRC-FIN-IN-0001674,2025-09-24,operating,accounts_receivable,1071.07,0.00,1071.07,Recebimento titulo AR-0001743
SRC-FIN-IN-0001675,2025-09-26,operating,accounts_receivable,3510.48,0.00,3510.48,Recebimento titulo AR-0001744
SRC-FIN-IN-0001676,2025-10-28,operating,accounts_receivable,1658.17,0.00,1658.17,Recebimento titulo AR-0001745
SRC-FIN-IN-0001677,2025-11-28,operating,accounts_receivable,1668.31,0.00,1668.31,Recebimento titulo AR-0001746
SRC-FIN-IN-0001678,2025-12-30,operating,accounts_receivable,990.00,0.00,990.00,Recebimento titulo AR-0001747
SRC-FIN-IN-0001679,2026-01-14,operating,accounts_receivable,990.00,0.00,990.00,Recebimento titulo AR-0001748
SRC-FIN-IN-0001680,2026-03-15,operating,accounts_receivable,1560.29,0.00,1560.29,Recebimento titulo AR-0001750
SRC-FIN-IN-0001681,2026-04-17,operating,accounts_receivable,1588.56,0.00,1588.56,Recebimento titulo AR-0001751
SRC-FIN-IN-0001682,2026-05-17,operating,accounts_receivable,936.78,0.00,936.78,Recebimento titulo AR-0001752
SRC-FIN-IN-0001683,2026-06-01,operating,accounts_receivable,936.78,0.00,936.78,Recebimento titulo AR-0001753
SRC-FIN-IN-0001684,2026-06-10,operating,accounts_receivable,1881.79,0.00,1881.79,Recebimento titulo AR-0001754
SRC-FIN-IN-0001685,2026-07-12,operating,accounts_receivable,1749.60,0.00,1749.60,Recebimento titulo AR-0001755
SRC-FIN-IN-0001686,2026-08-14,operating,accounts_receivable,1756.36,0.00,1756.36,Recebimento titulo AR-0001756
SRC-FIN-IN-0001687,2026-09-15,operating,accounts_receivable,410.79,0.00,410.79,Recebimento titulo AR-0001757
SRC-FIN-IN-0001688,2026-09-30,operating,accounts_receivable,410.79,0.00,410.79,Recebimento titulo AR-0001758
SRC-FIN-IN-0001689,2026-10-15,operating,accounts_receivable,410.79,0.00,410.79,Recebimento titulo AR-0001759
SRC-FIN-IN-0001690,2026-10-30,operating,accounts_receivable,410.79,0.00,410.79,Recebimento titulo AR-0001760
SRC-FIN-IN-0001691,2024-10-08,operating,accounts_receivable,1964.62,0.00,1964.62,Recebimento titulo AR-0001761
SRC-FIN-IN-0001692,2024-11-09,operating,accounts_receivable,1986.61,0.00,1986.61,Recebimento titulo AR-0001762
SRC-FIN-IN-0001693,2024-12-10,operating,accounts_receivable,2008.45,0.00,2008.45,Recebimento titulo AR-0001763
SRC-FIN-IN-0001694,2024-12-15,operating,accounts_receivable,1197.80,0.00,1197.80,Recebimento titulo AR-0001764
SRC-FIN-IN-0001695,2024-12-30,operating,accounts_receivable,1197.80,0.00,1197.80,Recebimento titulo AR-0001765
SRC-FIN-IN-0001696,2025-01-16,operating,accounts_receivable,2452.60,0.00,2452.60,Recebimento titulo AR-0001766
SRC-FIN-IN-0001697,2025-02-15,operating,accounts_receivable,1932.22,0.00,1932.22,Recebimento titulo AR-0001767
SRC-FIN-IN-0001698,2025-03-19,operating,accounts_receivable,1952.14,0.00,1952.14,Recebimento titulo AR-0001768
SRC-FIN-IN-0001699,2025-04-17,operating,accounts_receivable,1157.42,0.00,1157.42,Recebimento titulo AR-0001769
SRC-FIN-IN-0001700,2025-05-02,operating,accounts_receivable,1157.42,0.00,1157.42,Recebimento titulo AR-0001770
SRC-FIN-IN-0001701,2025-05-19,operating,accounts_receivable,2337.91,0.00,2337.91,Recebimento titulo AR-0001771
SRC-FIN-IN-0001702,2025-06-19,operating,accounts_receivable,2214.45,0.00,2214.45,Recebimento titulo AR-0001772
SRC-FIN-IN-0001703,2025-07-21,operating,accounts_receivable,2235.87,0.00,2235.87,Recebimento titulo AR-0001773
SRC-FIN-IN-0001704,2025-09-23,operating,accounts_receivable,2278.30,0.00,2278.30,Recebimento titulo AR-0001777
SRC-FIN-IN-0001705,2025-10-26,operating,accounts_receivable,2282.24,0.00,2282.24,Recebimento titulo AR-0001778
SRC-FIN-IN-0001706,2025-11-24,operating,accounts_receivable,2315.65,0.00,2315.65,Recebimento titulo AR-0001779
SRC-FIN-IN-0001707,2025-12-26,operating,accounts_receivable,1368.15,0.00,1368.15,Recebimento titulo AR-0001780
SRC-FIN-IN-0001708,2026-01-10,operating,accounts_receivable,1368.15,0.00,1368.15,Recebimento titulo AR-0001781
SRC-FIN-IN-0001709,2026-02-03,operating,accounts_receivable,2739.64,0.00,2739.64,Recebimento titulo AR-0001782
SRC-FIN-IN-0001710,2026-03-08,operating,accounts_receivable,2138.20,0.00,2138.20,Recebimento titulo AR-0001783
SRC-FIN-IN-0001711,2026-04-10,operating,accounts_receivable,2140.04,0.00,2140.04,Recebimento titulo AR-0001784
SRC-FIN-IN-0001712,2026-05-10,operating,accounts_receivable,849.01,0.00,849.01,Recebimento titulo AR-0001785
SRC-FIN-IN-0001713,2026-05-25,operating,accounts_receivable,849.01,0.00,849.01,Recebimento titulo AR-0001786
SRC-FIN-IN-0001714,2026-06-09,operating,accounts_receivable,849.01,0.00,849.01,Recebimento titulo AR-0001787
SRC-FIN-IN-0001715,2026-06-12,operating,accounts_receivable,2548.45,0.00,2548.45,Recebimento titulo AR-0001788
SRC-FIN-IN-0001716,2026-07-14,operating,accounts_receivable,2360.59,0.00,2360.59,Recebimento titulo AR-0001789
SRC-FIN-IN-0001717,2026-08-16,operating,accounts_receivable,2361.09,0.00,2361.09,Recebimento titulo AR-0001790
SRC-FIN-IN-0001718,2026-09-08,operating,accounts_receivable,724.10,0.00,724.10,Recebimento titulo AR-0001791
SRC-FIN-IN-0001719,2026-09-23,operating,accounts_receivable,724.10,0.00,724.10,Recebimento titulo AR-0001792
SRC-FIN-IN-0001720,2026-10-08,operating,accounts_receivable,724.10,0.00,724.10,Recebimento titulo AR-0001793
SRC-FIN-IN-0001721,2024-10-04,operating,accounts_receivable,2622.37,0.00,2622.37,Recebimento titulo AR-0001794
SRC-FIN-IN-0001722,2024-11-05,operating,accounts_receivable,2642.75,0.00,2642.75,Recebimento titulo AR-0001795
SRC-FIN-IN-0001723,2024-12-21,operating,accounts_receivable,2662.98,0.00,2662.98,Recebimento titulo AR-0001796
SRC-FIN-IN-0001724,2025-01-07,operating,accounts_receivable,1583.02,0.00,1583.02,Recebimento titulo AR-0001797
SRC-FIN-IN-0001725,2025-01-22,operating,accounts_receivable,1583.02,0.00,1583.02,Recebimento titulo AR-0001798
SRC-FIN-IN-0001726,2025-02-07,operating,accounts_receivable,3189.58,0.00,3189.58,Recebimento titulo AR-0001799
SRC-FIN-IN-0001727,2025-03-11,operating,accounts_receivable,2537.68,0.00,2537.68,Recebimento titulo AR-0001800
SRC-FIN-IN-0001728,2025-04-13,operating,accounts_receivable,2556.10,0.00,2556.10,Recebimento titulo AR-0001801
SRC-FIN-IN-0001729,2025-04-15,operating,accounts_receivable,1511.06,0.00,1511.06,Recebimento titulo AR-0001802
SRC-FIN-IN-0001730,2025-04-30,operating,accounts_receivable,1511.06,0.00,1511.06,Recebimento titulo AR-0001803
SRC-FIN-IN-0001731,2025-05-15,operating,accounts_receivable,3043.45,0.00,3043.45,Recebimento titulo AR-0001804
SRC-FIN-IN-0001732,2025-06-15,operating,accounts_receivable,2837.61,0.00,2837.61,Recebimento titulo AR-0001805
SRC-FIN-IN-0001733,2025-07-17,operating,accounts_receivable,2894.32,0.00,2894.32,Recebimento titulo AR-0001806
SRC-FIN-IN-0001734,2025-08-17,operating,accounts_receivable,893.63,0.00,893.63,Recebimento titulo AR-0001807
SRC-FIN-IN-0001735,2025-09-01,operating,accounts_receivable,893.63,0.00,893.63,Recebimento titulo AR-0001808
SRC-FIN-IN-0001736,2025-09-16,operating,accounts_receivable,893.63,0.00,893.63,Recebimento titulo AR-0001809
SRC-FIN-IN-0001737,2025-09-18,operating,accounts_receivable,2933.53,0.00,2933.53,Recebimento titulo AR-0001810
SRC-FIN-IN-0001738,2025-10-20,operating,accounts_receivable,2931.03,0.00,2931.03,Recebimento titulo AR-0001811
SRC-FIN-IN-0001739,2025-11-20,operating,accounts_receivable,2928.12,0.00,2928.12,Recebimento titulo AR-0001812
SRC-FIN-IN-0001740,2025-12-23,operating,accounts_receivable,1165.49,0.00,1165.49,Recebimento titulo AR-0001813
SRC-FIN-IN-0001741,2026-01-07,operating,accounts_receivable,1165.49,0.00,1165.49,Recebimento titulo AR-0001814
SRC-FIN-IN-0001742,2026-01-22,operating,accounts_receivable,1165.49,0.00,1165.49,Recebimento titulo AR-0001815
SRC-FIN-IN-0001743,2026-02-05,operating,accounts_receivable,3492.25,0.00,3492.25,Recebimento titulo AR-0001816
SRC-FIN-IN-0001744,2026-03-01,operating,accounts_receivable,2719.12,0.00,2719.12,Recebimento titulo AR-0001817
SRC-FIN-IN-0001745,2026-05-03,operating,accounts_receivable,1591.10,0.00,1591.10,Recebimento titulo AR-0001819
SRC-FIN-IN-0001746,2026-05-18,operating,accounts_receivable,1591.10,0.00,1591.10,Recebimento titulo AR-0001820
SRC-FIN-IN-0001747,2026-06-05,operating,accounts_receivable,3218.56,0.00,3218.56,Recebimento titulo AR-0001821
SRC-FIN-IN-0001748,2026-07-07,operating,accounts_receivable,2974.75,0.00,2974.75,Recebimento titulo AR-0001822
SRC-FIN-IN-0001749,2026-08-09,operating,accounts_receivable,2968.98,0.00,2968.98,Recebimento titulo AR-0001823
SRC-FIN-IN-0001750,2026-09-10,operating,accounts_receivable,908.61,0.00,908.61,Recebimento titulo AR-0001824
SRC-FIN-IN-0001751,2026-09-25,operating,accounts_receivable,908.61,0.00,908.61,Recebimento titulo AR-0001825
SRC-FIN-IN-0001752,2026-10-10,operating,accounts_receivable,908.61,0.00,908.61,Recebimento titulo AR-0001826
SRC-FIN-IN-0001753,2024-10-01,operating,accounts_receivable,3241.33,0.00,3241.33,Recebimento titulo AR-0001827
SRC-FIN-IN-0001754,2024-11-03,operating,accounts_receivable,3302.25,0.00,3302.25,Recebimento titulo AR-0001828
SRC-FIN-IN-0001755,2024-12-02,operating,accounts_receivable,3320.87,0.00,3320.87,Recebimento titulo AR-0001829
SRC-FIN-IN-0001756,2025-01-03,operating,accounts_receivable,1970.22,0.00,1970.22,Recebimento titulo AR-0001830
SRC-FIN-IN-0001757,2025-01-18,operating,accounts_receivable,1970.22,0.00,1970.22,Recebimento titulo AR-0001831
SRC-FIN-IN-0001758,2025-02-03,operating,accounts_receivable,3962.10,0.00,3962.10,Recebimento titulo AR-0001832
SRC-FIN-IN-0001759,2025-03-07,operating,accounts_receivable,3105.84,0.00,3105.84,Recebimento titulo AR-0001833
SRC-FIN-IN-0001760,2025-04-08,operating,accounts_receivable,3163.16,0.00,3163.16,Recebimento titulo AR-0001834
SRC-FIN-IN-0001761,2025-06-08,operating,accounts_receivable,3752.60,0.00,3752.60,Recebimento titulo AR-0001837
SRC-FIN-IN-0001762,2025-07-10,operating,accounts_receivable,3492.63,0.00,3492.63,Recebimento titulo AR-0001838
SRC-FIN-IN-0001763,2025-08-12,operating,accounts_receivable,3510.48,0.00,3510.48,Recebimento titulo AR-0001839
SRC-FIN-IN-0001764,2025-08-13,operating,accounts_receivable,384.23,0.00,384.23,Recebimento titulo AR-0001840
SRC-FIN-IN-0001765,2025-08-28,operating,accounts_receivable,384.23,0.00,384.23,Recebimento titulo AR-0001841
SRC-FIN-IN-0001766,2025-09-12,operating,accounts_receivable,384.23,0.00,384.23,Recebimento titulo AR-0001842
SRC-FIN-IN-0001767,2025-09-27,operating,accounts_receivable,384.23,0.00,384.23,Recebimento titulo AR-0001843
SRC-FIN-IN-0001768,2025-09-14,operating,accounts_receivable,1693.37,0.00,1693.37,Recebimento titulo AR-0001844
SRC-FIN-IN-0001769,2025-10-16,operating,accounts_receivable,1703.34,0.00,1703.34,Recebimento titulo AR-0001845
SRC-FIN-IN-0001770,2025-11-16,operating,accounts_receivable,1712.84,0.00,1712.84,Recebimento titulo AR-0001846
SRC-FIN-IN-0001771,2025-12-18,operating,accounts_receivable,1015.92,0.00,1015.92,Recebimento titulo AR-0001847
SRC-FIN-IN-0001772,2026-01-02,operating,accounts_receivable,1015.92,0.00,1015.92,Recebimento titulo AR-0001848
SRC-FIN-IN-0001773,2026-01-29,operating,accounts_receivable,2068.76,0.00,2068.76,Recebimento titulo AR-0001849
SRC-FIN-IN-0001774,2026-03-03,operating,accounts_receivable,1620.62,0.00,1620.62,Recebimento titulo AR-0001850
SRC-FIN-IN-0001775,2026-04-05,operating,accounts_receivable,1627.90,0.00,1627.90,Recebimento titulo AR-0001851
SRC-FIN-IN-0001776,2026-05-05,operating,accounts_receivable,959.54,0.00,959.54,Recebimento titulo AR-0001852
SRC-FIN-IN-0001777,2026-05-20,operating,accounts_receivable,959.54,0.00,959.54,Recebimento titulo AR-0001853
SRC-FIN-IN-0001778,2026-06-30,operating,accounts_receivable,1814.19,0.00,1814.19,Recebimento titulo AR-0001855
SRC-FIN-IN-0001779,2026-08-02,operating,accounts_receivable,1820.53,0.00,1820.53,Recebimento titulo AR-0001856
SRC-FIN-IN-0001780,2026-09-03,operating,accounts_receivable,560.11,0.00,560.11,Recebimento titulo AR-0001857
SRC-FIN-IN-0001781,2026-09-18,operating,accounts_receivable,560.11,0.00,560.11,Recebimento titulo AR-0001858
SRC-FIN-IN-0001782,2026-10-03,operating,accounts_receivable,560.11,0.00,560.11,Recebimento titulo AR-0001859
SRC-FIN-IN-0001783,2024-09-26,operating,accounts_receivable,2008.45,0.00,2008.45,Recebimento titulo AR-0001860
SRC-FIN-IN-0001784,2024-10-28,operating,accounts_receivable,2030.16,0.00,2030.16,Recebimento titulo AR-0001861
SRC-FIN-IN-0001785,2024-11-28,operating,accounts_receivable,2078.47,0.00,2078.47,Recebimento titulo AR-0001862
