source_record_id,transaction_date,invoice_id,invoice_line_id,product_external_id,customer_external_id,gross_revenue,tax_amount,discount_amount,return_amount,net_revenue,quantity_sold,cogs_amount
SRC-SALE-005395,2026-02-20,NF-005395,1,PRD-01286,CLI-0576,2062.00,371.16,72.17,30.11,1588.56,5,1393.09
SRC-SALE-005396,2026-03-21,NF-005396,1,PRD-01299,CLI-0593,2441.75,439.52,90.34,38.34,1873.55,6,1659.90
SRC-SALE-005397,2026-04-22,NF-005397,1,PRD-01312,CLI-0610,2462.44,443.24,96.04,41.37,1881.79,7,1684.31
SRC-SALE-005398,2026-05-23,NF-005398,1,PRD-01325,CLI-0007,2298.78,413.78,94.25,41.15,1749.60,8,1582.02
SRC-SALE-005399,2026-06-24,NF-005399,1,PRD-01338,CLI-0024,2317.10,417.08,99.64,44.02,1756.36,9,1604.36
SRC-SALE-005400,2026-07-25,NF-005400,1,PRD-00001,CLI-0001,2148.20,386.68,75.19,43.18,1643.15,1,1496.44
SRC-SALE-005401,2024-08-26,NF-005401,1,PRD-00014,CLI-0002,2535.00,456.30,93.80,20.28,1964.62,2,1521.00
SRC-SALE-005402,2024-09-27,NF-005402,1,PRD-00027,CLI-0003,2570.00,462.60,100.23,20.56,1986.61,3,1552.79
SRC-SALE-005403,2024-10-28,NF-005403,1,PRD-00040,CLI-0004,2605.00,468.90,106.81,20.84,2008.45,4,1584.88
SRC-SALE-005404,2024-11-01,NF-005404,1,PRD-00053,CLI-0005,3115.20,560.74,133.95,24.92,2395.59,5,1908.37
SRC-SALE-005405,2024-12-02,NF-005405,1,PRD-00066,CLI-0006,3156.50,568.17,110.48,25.25,2452.60,6,1946.93
SRC-SALE-005406,2025-01-03,NF-005406,1,PRD-00079,CLI-0007,2493.20,448.78,92.25,19.95,1932.22,7,1548.28
SRC-SALE-005407,2025-02-04,NF-005407,1,PRD-00092,CLI-0008,2525.40,454.57,98.49,20.20,1952.14,8,1578.88
SRC-SALE-005408,2025-03-05,NF-005408,1,PRD-00105,CLI-0009,3002.40,540.43,123.10,24.02,2314.85,9,1889.71
SRC-SALE-005409,2025-04-06,NF-005409,1,PRD-00118,CLI-0010,3040.20,547.24,130.73,24.32,2337.91,1,1926.27
SRC-SALE-005410,2025-05-07,NF-005410,1,PRD-00131,CLI-0011,2850.00,513.00,99.75,22.80,2214.45,2,1817.73
SRC-SALE-005411,2025-06-08,NF-005411,1,PRD-00144,CLI-0012,2885.00,519.30,106.75,23.08,2235.87,3,1852.17
SRC-SALE-005412,2025-07-09,NF-005412,1,PRD-00157,CLI-0013,2686.40,483.55,104.77,21.49,2076.59,4,1735.95
SRC-SALE-005413,2025-08-10,NF-005413,1,PRD-00170,CLI-0014,2955.00,531.90,121.16,23.64,2278.30,5,1921.93
SRC-SALE-005414,2025-09-11,NF-005414,1,PRD-00183,CLI-0015,2972.06,534.97,127.80,27.05,2282.24,6,1945.51
SRC-SALE-005415,2025-10-12,NF-005415,1,PRD-00196,CLI-0001,2988.70,537.97,104.60,30.48,2315.65,7,1968.96
SRC-SALE-005416,2025-11-13,NF-005416,1,PRD-00209,CLI-0002,3545.81,638.25,131.19,40.07,2736.30,8,2350.87
SRC-SALE-005417,2025-12-14,NF-005417,1,PRD-00222,CLI-0003,3564.45,641.60,139.01,44.20,2739.64,9,2378.20
SRC-SALE-005418,2026-01-15,NF-005418,1,PRD-00235,CLI-0004,2793.21,502.78,114.52,37.71,2138.20,1,1875.36
SRC-SALE-005419,2026-02-16,NF-005419,1,PRD-00248,CLI-0005,2806.98,505.26,120.70,40.98,2140.04,2,1896.40
SRC-SALE-005420,2026-03-17,NF-005420,1,PRD-00261,CLI-0006,3310.85,595.95,115.88,51.98,2547.04,3,2250.72
SRC-SALE-005421,2026-04-18,NF-005421,1,PRD-00274,CLI-0007,3326.10,598.70,123.07,55.88,2548.45,4,2275.05
SRC-SALE-005422,2026-05-19,NF-005422,1,PRD-00287,CLI-0008,3093.42,556.82,120.64,55.37,2360.59,5,2128.89
SRC-SALE-005423,2026-06-20,NF-005423,1,PRD-00300,CLI-0009,3106.70,559.21,127.37,59.03,2361.09,6,2151.08
SRC-SALE-005424,2026-07-21,NF-005424,1,PRD-00313,CLI-0010,2870.00,516.60,123.41,57.69,2172.30,7,1999.24
SRC-SALE-005425,2024-08-22,NF-005425,1,PRD-00326,CLI-0011,3375.00,607.50,118.13,27.00,2622.37,8,2025.00
SRC-SALE-005426,2024-09-23,NF-005426,1,PRD-00339,CLI-0012,3410.00,613.80,126.17,27.28,2642.75,9,2060.32
SRC-SALE-005427,2024-10-24,NF-005427,1,PRD-00352,CLI-0013,3445.00,620.10,134.36,27.56,2662.98,1,2095.94
SRC-SALE-005428,2024-11-25,NF-005428,1,PRD-00365,CLI-0014,4106.40,739.15,168.36,32.85,3166.04,2,2515.58
SRC-SALE-005429,2024-12-26,NF-005429,1,PRD-00378,CLI-0015,4147.70,746.59,178.35,33.18,3189.58,3,2558.30
SRC-SALE-005430,2025-01-27,NF-005430,1,PRD-00391,CLI-0001,3266.00,587.88,114.31,26.13,2537.68,4,2028.19
SRC-SALE-005431,2025-02-28,NF-005431,1,PRD-00404,CLI-0002,3298.20,593.68,122.03,26.39,2556.10,5,2062.03
SRC-SALE-005432,2025-03-01,NF-005432,1,PRD-00417,CLI-0003,3909.60,703.73,152.47,31.28,3022.12,6,2460.70
SRC-SALE-005433,2025-04-02,NF-005433,1,PRD-00430,CLI-0004,3947.40,710.53,161.84,31.58,3043.45,7,2501.07
SRC-SALE-005434,2025-05-03,NF-005434,1,PRD-00443,CLI-0005,3690.00,664.20,158.67,29.52,2837.61,8,2353.48
SRC-SALE-005435,2025-06-04,NF-005435,1,PRD-00456,CLI-0016,3725.00,670.50,130.38,29.80,2894.32,9,2391.45
SRC-SALE-005436,2025-07-05,NF-005436,1,PRD-00469,CLI-0033,3459.20,622.66,127.99,27.67,2680.88,1,2235.34
SRC-SALE-005437,2025-08-06,NF-005437,1,PRD-00482,CLI-0050,3795.00,683.10,148.01,30.36,2933.53,2,2468.27
SRC-SALE-005438,2025-09-07,NF-005438,1,PRD-00495,CLI-0067,3807.02,685.26,156.09,34.64,2931.03,3,2492.08
SRC-SALE-005439,2025-10-08,NF-005439,1,PRD-00508,CLI-0084,3818.62,687.35,164.20,38.95,2928.12,4,2515.71
SRC-SALE-005440,2025-11-09,NF-005440,1,PRD-00521,CLI-0101,4519.16,813.45,158.17,51.07,3496.47,5,2996.20
SRC-SALE-005441,2025-12-10,NF-005441,1,PRD-00534,CLI-0118,4531.86,815.73,167.68,56.20,3492.25,6,3023.66
SRC-SALE-005442,2026-01-11,NF-005442,1,PRD-00547,CLI-0135,3542.83,637.71,138.17,47.83,2719.12,7,2378.66
SRC-SALE-005443,2026-02-12,NF-005443,1,PRD-00560,CLI-0152,3551.95,639.35,145.63,51.86,2715.11,8,2399.70
SRC-SALE-005444,2026-03-13,NF-005444,1,PRD-00573,CLI-0169,4179.95,752.39,179.74,65.63,3182.19,9,2841.53
SRC-SALE-005445,2026-04-14,NF-005445,1,PRD-00586,CLI-0186,4189.75,754.16,146.64,70.39,3218.56,1,2865.79
SRC-SALE-005446,2026-05-15,NF-005446,1,PRD-00599,CLI-0203,3888.06,699.85,143.86,69.60,2974.75,2,2675.76
SRC-SALE-005447,2026-06-16,NF-005447,1,PRD-00612,CLI-0220,3896.30,701.33,151.96,74.03,2968.98,3,2697.80
SRC-SALE-005448,2026-07-17,NF-005448,1,PRD-00625,CLI-0237,3591.79,646.52,147.26,72.19,2725.82,4,2502.04
SRC-SALE-005449,2024-08-18,NF-005449,1,PRD-00638,CLI-0254,4215.00,758.70,181.25,33.72,3241.33,5,2529.00
SRC-SALE-005450,2024-09-19,NF-005450,1,PRD-00651,CLI-0271,4250.00,765.00,148.75,34.00,3302.25,6,2567.85
SRC-SALE-005451,2024-10-20,NF-005451,1,PRD-00664,CLI-0288,4285.00,771.30,158.55,34.28,3320.87,7,2606.99
SRC-SALE-005452,2024-11-21,NF-005452,1,PRD-00677,CLI-0305,5097.60,917.57,198.81,40.78,3940.44,8,3122.79
SRC-SALE-005453,2024-12-22,NF-005453,1,PRD-00690,CLI-0322,5138.90,925.00,210.69,41.11,3962.10,9,3169.67
SRC-SALE-005454,2025-01-23,NF-005454,1,PRD-00703,CLI-0339,4038.80,726.98,173.67,32.31,3105.84,1,2508.09
SRC-SALE-005455,2025-02-24,NF-005455,1,PRD-00716,CLI-0356,4071.00,732.78,142.49,32.57,3163.16,2,2545.19
SRC-SALE-005456,2025-03-25,NF-005456,1,PRD-00729,CLI-0373,4816.80,867.02,178.22,38.53,3733.03,3,3031.69
SRC-SALE-005457,2025-04-26,NF-005457,1,PRD-00742,CLI-0390,4854.60,873.83,189.33,38.84,3752.60,4,3075.87
SRC-SALE-005458,2025-05-27,NF-005458,1,PRD-00755,CLI-0407,4530.00,815.40,185.73,36.24,3492.63,5,2889.23
SRC-SALE-005459,2025-06-28,NF-005459,1,PRD-00768,CLI-0424,4565.00,821.70,196.30,36.52,3510.48,6,2930.73
SRC-SALE-005460,2025-07-01,NF-005460,1,PRD-00781,CLI-0441,1978.00,356.04,69.23,15.82,1536.91,7,1278.18
SRC-SALE-005461,2025-08-02,NF-005461,1,PRD-00794,CLI-0458,2185.00,393.30,80.85,17.48,1693.37,8,1421.12
SRC-SALE-005462,2025-09-03,NF-005462,1,PRD-00807,CLI-0475,2206.68,397.20,86.06,20.08,1703.34,9,1444.49
SRC-SALE-005463,2025-10-04,NF-005463,1,PRD-00820,CLI-0492,2227.94,401.03,91.35,22.72,1712.84,1,1467.77
SRC-SALE-005464,2025-11-05,NF-005464,1,PRD-00833,CLI-0509,2653.56,477.64,114.10,29.99,2031.83,2,1759.31
SRC-SALE-005465,2025-12-06,NF-005465,1,PRD-00846,CLI-0526,2677.66,481.98,93.72,33.20,2068.76,3,1786.53
SRC-SALE-005466,2026-01-07,NF-005466,1,PRD-00859,CLI-0543,2106.06,379.09,77.92,28.43,1620.62,4,1414.01
SRC-SALE-005467,2026-02-08,NF-005467,1,PRD-00872,CLI-0560,2124.08,382.33,82.84,31.01,1627.90,5,1435.03
SRC-SALE-005468,2026-03-09,NF-005468,1,PRD-00885,CLI-0577,2514.18,452.55,103.08,39.47,1919.08,6,1709.14
SRC-SALE-005469,2026-04-10,NF-005469,1,PRD-00898,CLI-0594,2534.41,456.19,108.98,42.58,1926.66,7,1733.54
SRC-SALE-005470,2026-05-11,NF-005470,1,PRD-00911,CLI-0611,2365.00,425.70,82.78,42.33,1814.19,8,1627.59
SRC-SALE-005471,2026-06-12,NF-005471,1,PRD-00924,CLI-0008,2382.90,428.92,88.17,45.28,1820.53,9,1649.92
SRC-SALE-005472,2026-07-13,NF-005472,1,PRD-00937,CLI-0025,2208.35,397.50,86.13,44.39,1680.33,1,1538.34
SRC-SALE-005473,2024-08-14,NF-005473,1,PRD-00950,CLI-0042,2605.00,468.90,106.81,20.84,2008.45,2,1563.00
SRC-SALE-005474,2024-09-15,NF-005474,1,PRD-00963,CLI-0059,2640.00,475.20,113.52,21.12,2030.16,3,1595.09
SRC-SALE-005475,2024-10-16,NF-005475,1,PRD-00976,CLI-0076,2675.00,481.50,93.63,21.40,2078.47,4,1627.47
SRC-SALE-005476,2024-11-17,NF-005476,1,PRD-00989,CLI-0093,3197.80,575.60,118.32,25.58,2478.30,5,1958.97
SRC-SALE-005477,2024-12-18,NF-005477,1,PRD-01002,CLI-0110,3239.10,583.04,126.32,25.91,2503.83,6,1997.88
SRC-SALE-005478,2025-01-19,NF-005478,1,PRD-01015,CLI-0127,2557.60,460.37,104.86,20.46,1971.91,7,1588.27
SRC-SALE-005479,2025-02-20,NF-005479,1,PRD-01028,CLI-0144,2589.80,466.16,111.36,20.72,1991.56,8,1619.14
SRC-SALE-005480,2025-03-21,NF-005480,1,PRD-01041,CLI-0161,3078.00,554.04,107.73,24.62,2391.61,9,1937.29
SRC-SALE-005481,2025-04-22,NF-005481,1,PRD-01054,CLI-0178,3115.80,560.84,115.28,24.93,2414.75,1,1974.17
SRC-SALE-005482,2025-05-23,NF-005482,1,PRD-01067,CLI-0195,2920.00,525.60,113.88,23.36,2257.16,2,1862.38
SRC-SALE-005483,2025-06-24,NF-005483,1,PRD-01080,CLI-0212,2955.00,531.90,121.16,23.64,2278.30,3,1897.11
SRC-SALE-005484,2025-07-25,NF-005484,1,PRD-01093,CLI-0229,2750.80,495.14,118.28,22.01,2115.37,4,1777.57
SRC-SALE-005485,2025-08-26,NF-005485,1,PRD-01106,CLI-0246,3025.00,544.50,105.88,24.20,2350.42,5,1967.46
SRC-SALE-005486,2025-09-27,NF-005486,1,PRD-01119,CLI-0263,3041.64,547.50,112.54,27.68,2353.92,6,1991.06
SRC-SALE-005487,2025-10-28,NF-005487,1,PRD-01132,CLI-0280,3057.86,550.41,119.26,31.19,2357.00,7,2014.52
SRC-SALE-005488,2025-11-01,NF-005488,1,PRD-01145,CLI-0297,3626.92,652.85,148.70,40.98,2784.39,8,2404.65
SRC-SALE-005489,2025-12-02,NF-005489,1,PRD-01158,CLI-0314,3645.07,656.11,156.74,45.20,2787.02,9,2431.99
SRC-SALE-005490,2026-01-03,NF-005490,1,PRD-01171,CLI-0331,2855.68,514.02,99.95,38.55,2203.16,1,1917.30
SRC-SALE-005491,2026-02-04,NF-005491,1,PRD-01184,CLI-0348,2869.06,516.43,106.16,41.89,2204.58,2,1938.34
SRC-SALE-005492,2026-03-05,NF-005492,1,PRD-01197,CLI-0365,3383.27,608.99,131.95,53.12,2589.21,3,2299.95
SRC-SALE-005493,2026-04-06,NF-005493,1,PRD-01210,CLI-0382,3398.07,611.65,139.32,57.09,2590.01,4,2324.28
SRC-SALE-005494,2026-05-07,NF-005494,1,PRD-01223,CLI-0399,3159.64,568.74,135.86,56.56,2398.48,5,2174.46
SRC-SALE-005495,2026-06-08,NF-005495,1,PRD-01236,CLI-0416,3172.50,571.05,111.04,60.28,2430.13,6,2196.64
SRC-SALE-005496,2026-07-09,NF-005496,1,PRD-01249,CLI-0433,2930.14,527.43,108.42,58.90,2235.39,7,2041.14
SRC-SALE-005497,2024-08-10,NF-005497,1,PRD-01262,CLI-0450,3445.00,620.10,134.36,27.56,2662.98,8,2067.00
SRC-SALE-005498,2024-09-11,NF-005498,1,PRD-01275,CLI-0467,3480.00,626.40,142.68,27.84,2683.08,9,2102.62
SRC-SALE-005499,2024-10-12,NF-005499,1,PRD-01288,CLI-0484,3515.00,632.70,151.15,28.12,2703.03,1,2138.53
SRC-SALE-005500,2024-11-13,NF-005500,1,PRD-01301,CLI-0011,4189.00,754.02,146.62,33.51,3254.85,2,2566.18
SRC-SALE-005501,2024-12-14,NF-005501,1,PRD-01314,CLI-0012,4230.30,761.45,156.52,33.84,3278.49,3,2609.25
SRC-SALE-005502,2025-01-15,NF-005502,1,PRD-01327,CLI-0013,3330.40,599.47,129.89,26.64,2574.40,4,2068.18
SRC-SALE-005503,2025-02-16,NF-005503,1,PRD-01340,CLI-0014,3362.60,605.27,137.87,26.90,2592.56,5,2102.30
SRC-SALE-005504,2025-03-17,NF-005504,1,PRD-00003,CLI-0015,3985.20,717.34,171.36,31.88,3064.62,6,2508.28
SRC-SALE-005505,2025-04-18,NF-005505,1,PRD-00016,CLI-0001,4023.00,724.14,140.81,32.18,3125.87,7,2548.97
SRC-SALE-005506,2025-05-19,NF-005506,1,PRD-00029,CLI-0002,3760.00,676.80,139.12,30.08,2914.00,8,2398.13
SRC-SALE-005507,2025-06-20,NF-005507,1,PRD-00042,CLI-0003,3795.00,683.10,148.01,30.36,2933.53,9,2436.39
SRC-SALE-005508,2025-07-21,NF-005508,1,PRD-00055,CLI-0004,3523.60,634.25,144.47,28.19,2716.69,1,2276.95
SRC-SALE-005509,2025-08-22,NF-005509,1,PRD-00068,CLI-0005,3865.00,695.70,166.20,30.92,2972.18,2,2513.80
SRC-SALE-005510,2025-09-23,NF-005510,1,PRD-00081,CLI-0006,3876.60,697.79,135.68,35.28,3007.85,3,2537.62
SRC-SALE-005511,2025-10-24,NF-005511,1,PRD-00094,CLI-0007,3887.78,699.80,143.85,39.66,3004.47,4,2561.27
SRC-SALE-005512,2025-11-25,NF-005512,1,PRD-00107,CLI-0008,4600.28,828.05,179.41,51.98,3540.84,5,3049.99
SRC-SALE-005513,2025-12-26,NF-005513,1,PRD-00120,CLI-0009,4612.48,830.25,189.11,57.19,3535.93,6,3077.45
SRC-SALE-005514,2026-01-27,NF-005514,1,PRD-00133,CLI-0010,3605.30,648.95,155.03,48.67,2752.65,7,2420.60
SRC-SALE-005515,2026-02-28,NF-005515,1,PRD-00146,CLI-0011,3614.04,650.53,126.49,52.76,2784.26,8,2441.65
SRC-SALE-005516,2026-03-01,NF-005516,1,PRD-00159,CLI-0012,4252.37,765.43,157.34,66.76,3262.84,9,2890.76
SRC-SALE-005517,2026-04-02,NF-005517,1,PRD-00172,CLI-0013,4261.72,767.11,166.21,71.60,3256.80,1,2915.02
SRC-SALE-005518,2026-05-03,NF-005518,1,PRD-00185,CLI-0014,3954.28,711.77,162.13,70.78,3009.60,2,2721.34
SRC-SALE-005519,2026-06-04,NF-005519,1,PRD-00198,CLI-0015,3962.10,713.18,170.37,75.28,3003.27,3,2743.36
SRC-SALE-005520,2026-07-05,NF-005520,1,PRD-00211,CLI-0001,3651.94,657.35,127.82,73.40,2793.37,4,2543.94
SRC-SALE-005521,2024-08-06,NF-005521,1,PRD-00224,CLI-0002,4285.00,771.30,158.55,34.28,3320.87,5,2571.00
SRC-SALE-005522,2024-09-07,NF-005522,1,PRD-00237,CLI-0003,4320.00,777.60,168.48,34.56,3339.36,6,2610.14
SRC-SALE-005523,2024-10-08,NF-005523,1,PRD-00250,CLI-0004,4355.00,783.90,178.56,34.84,3357.70,7,2649.58
SRC-SALE-005524,2024-11-09,NF-005524,1,PRD-00263,CLI-0005,5180.20,932.44,222.75,41.44,3983.57,8,3173.39
SRC-SALE-005525,2024-12-10,NF-005525,1,PRD-00276,CLI-0006,5221.50,939.87,182.75,41.77,4057.11,9,3220.62
SRC-SALE-005526,2025-01-11,NF-005526,1,PRD-00289,CLI-0007,4103.20,738.58,151.82,32.83,3179.97,1,2548.09
SRC-SALE-005527,2025-02-12,NF-005527,1,PRD-00302,CLI-0008,4135.40,744.37,161.28,33.08,3196.67,2,2585.45
SRC-SALE-005528,2025-03-13,NF-005528,1,PRD-00315,CLI-0009,4892.40,880.63,200.59,39.14,3772.04,3,3079.28
SRC-SALE-005529,2025-04-14,NF-005529,1,PRD-00328,CLI-0010,4930.20,887.44,212.00,39.44,3791.32,4,3123.77
SRC-SALE-005530,2025-05-15,NF-005530,1,PRD-00341,CLI-0011,2150.00,387.00,75.25,17.20,1670.55,5,1371.27
SRC-SALE-005531,2025-06-16,NF-005531,1,PRD-00354,CLI-0012,2185.00,393.30,80.85,17.48,1693.37,6,1402.77
SRC-SALE-005532,2025-07-17,NF-005532,1,PRD-00367,CLI-0013,2042.40,367.63,79.65,16.34,1578.78,7,1319.80
SRC-SALE-005533,2025-08-18,NF-005533,1,PRD-00380,CLI-0014,2255.00,405.90,92.46,18.04,1738.60,8,1466.65
SRC-SALE-005534,2025-09-19,NF-005534,1,PRD-00393,CLI-0015,2276.26,409.73,97.88,20.71,1747.94,9,1490.04
SRC-SALE-005535,2025-10-20,NF-005535,1,PRD-00406,CLI-0476,2297.10,413.48,80.40,23.43,1779.79,1,1513.33
SRC-SALE-005536,2025-11-21,NF-005536,1,PRD-00419,CLI-0493,2734.67,492.24,101.18,30.90,2110.35,2,1813.09
SRC-SALE-005537,2025-12-22,NF-005537,1,PRD-00432,CLI-0510,2758.27,496.49,107.57,34.20,2120.01,3,1840.32
SRC-SALE-005538,2026-01-23,NF-005538,1,PRD-00445,CLI-0527,2168.53,390.34,88.91,29.28,1660.00,4,1455.95
SRC-SALE-005539,2026-02-24,NF-005539,1,PRD-00458,CLI-0544,2186.16,393.51,94.00,31.92,1666.73,5,1476.97
SRC-SALE-005540,2026-03-25,NF-005540,1,PRD-00471,CLI-0561,2586.60,465.59,90.53,40.61,1989.87,6,1758.37
SRC-SALE-005541,2026-04-26,NF-005541,1,PRD-00484,CLI-0578,2606.39,469.15,96.44,43.79,1997.01,7,1782.77
SRC-SALE-005542,2026-05-27,NF-005542,1,PRD-00497,CLI-0595,2431.22,437.62,94.82,43.52,1855.26,8,1673.17
SRC-SALE-005543,2026-06-28,NF-005543,1,PRD-00510,CLI-0612,2448.70,440.77,100.40,46.53,1861.00,9,1695.48
SRC-SALE-005544,2026-07-01,NF-005544,1,PRD-00523,CLI-0009,2268.50,408.33,97.55,45.60,1717.02,1,1580.24
SRC-SALE-005545,2024-08-02,NF-005545,1,PRD-00536,CLI-0026,2675.00,481.50,93.63,21.40,2078.47,2,1605.00
SRC-SALE-005546,2024-09-03,NF-005546,1,PRD-00549,CLI-0043,2710.00,487.80,100.27,21.68,2100.25,3,1637.38
SRC-SALE-005547,2024-10-04,NF-005547,1,PRD-00562,CLI-0060,2745.00,494.10,107.06,21.96,2121.88,4,1670.06
SRC-SALE-005548,2024-11-05,NF-005548,1,PRD-00575,CLI-0077,3280.40,590.47,134.50,26.24,2529.19,5,2009.57
SRC-SALE-005549,2024-12-06,NF-005549,1,PRD-00588,CLI-0094,3321.70,597.91,142.83,26.57,2554.39,6,2048.82
SRC-SALE-005550,2025-01-07,NF-005550,1,PRD-00601,CLI-0111,2622.00,471.96,91.77,20.98,2037.29,7,1628.26
SRC-SALE-005551,2025-02-08,NF-005551,1,PRD-00614,CLI-0128,2654.20,477.76,98.21,21.23,2057.00,8,1659.41
SRC-SALE-005552,2025-03-09,NF-005552,1,PRD-00627,CLI-0145,3153.60,567.65,122.99,25.23,2437.73,9,1984.88
SRC-SALE-005553,2025-04-10,NF-005553,1,PRD-00640,CLI-0162,3191.40,574.45,130.85,25.53,2460.57,1,2022.07
SRC-SALE-005554,2025-05-11,NF-005554,1,PRD-00653,CLI-0179,2990.00,538.20,128.57,23.92,2299.31,2,1907.02
SRC-SALE-005555,2025-06-12,NF-005555,1,PRD-00666,CLI-0196,3025.00,544.50,105.88,24.20,2350.42,3,1942.05
SRC-SALE-005556,2025-07-13,NF-005556,1,PRD-00679,CLI-0213,2815.20,506.74,104.16,22.52,2181.78,4,1819.18
SRC-SALE-005557,2025-08-14,NF-005557,1,PRD-00692,CLI-0230,3095.00,557.10,120.71,24.76,2392.43,5,2012.99
SRC-SALE-005558,2025-09-15,NF-005558,1,PRD-00705,CLI-0247,3111.22,560.02,127.56,28.31,2395.33,6,2036.60
SRC-SALE-005559,2025-10-16,NF-005559,1,PRD-00718,CLI-0264,3127.02,562.86,134.46,31.90,2397.80,7,2060.08
SRC-SALE-005560,2025-11-17,NF-005560,1,PRD-00731,CLI-0281,3708.03,667.45,129.78,41.90,2868.90,8,2458.42
SRC-SALE-005561,2025-12-18,NF-005561,1,PRD-00744,CLI-0298,3725.68,670.62,137.85,46.20,2871.01,9,2485.77
SRC-SALE-005562,2026-01-19,NF-005562,1,PRD-00757,CLI-0315,2918.15,525.27,113.81,39.40,2239.67,1,1959.25
SRC-SALE-005563,2026-02-20,NF-005563,1,PRD-00770,CLI-0332,2931.14,527.61,120.18,42.79,2240.56,2,1980.28
SRC-SALE-005564,2026-03-21,NF-005564,1,PRD-00783,CLI-0349,3455.70,622.03,148.60,54.25,2630.82,3,2349.18
SRC-SALE-005565,2026-04-22,NF-005565,1,PRD-00796,CLI-0366,3470.04,624.61,121.45,58.30,2665.68,4,2373.51
SRC-SALE-005566,2026-05-23,NF-005566,1,PRD-00809,CLI-0383,3225.86,580.65,119.36,57.74,2468.11,5,2220.04
SRC-SALE-005567,2026-06-24,NF-005567,1,PRD-00822,CLI-0400,3238.30,582.89,126.29,61.53,2467.59,6,2242.20
SRC-SALE-005568,2026-07-25,NF-005568,1,PRD-00835,CLI-0417,2990.29,538.25,122.60,60.10,2269.34,7,2083.04
SRC-SALE-005569,2024-08-26,NF-005569,1,PRD-00848,CLI-0434,3515.00,632.70,151.15,28.12,2703.03,8,2109.00
SRC-SALE-005570,2024-09-27,NF-005570,1,PRD-00861,CLI-0451,3550.00,639.00,124.25,28.40,2758.35,9,2144.91
SRC-SALE-005571,2024-10-28,NF-005571,1,PRD-00874,CLI-0468,3585.00,645.30,132.65,28.68,2778.37,1,2181.11
SRC-SALE-005572,2024-11-01,NF-005572,1,PRD-00887,CLI-0485,4271.60,768.89,166.59,34.17,3301.95,2,2616.78
SRC-SALE-005573,2024-12-02,NF-005573,1,PRD-00900,CLI-0502,4312.90,776.32,176.83,34.50,3325.25,3,2660.20
SRC-SALE-005574,2025-01-03,NF-005574,1,PRD-00913,CLI-0519,3394.80,611.06,145.98,27.16,2610.60,4,2108.17
SRC-SALE-005575,2025-02-04,NF-005575,1,PRD-00926,CLI-0536,3427.00,616.86,119.95,27.42,2662.77,5,2142.56
SRC-SALE-005576,2025-03-05,NF-005576,1,PRD-00939,CLI-0553,4060.80,730.94,150.25,32.49,3147.12,6,2555.87
SRC-SALE-005577,2025-04-06,NF-005577,1,PRD-00952,CLI-0570,4098.60,737.75,159.85,32.79,3168.21,7,2596.87
SRC-SALE-005578,2025-05-07,NF-005578,1,PRD-00965,CLI-0587,3830.00,689.40,157.03,30.64,2952.93,8,2442.77
SRC-SALE-005579,2025-06-08,NF-005579,1,PRD-00978,CLI-0604,3865.00,695.70,166.20,30.92,2972.18,9,2481.33
SRC-SALE-005580,2025-07-09,NF-005580,1,PRD-00991,CLI-0001,3588.00,645.84,125.58,28.70,2787.88,1,2318.57
SRC-SALE-005581,2025-08-10,NF-005581,1,PRD-01004,CLI-0018,3935.00,708.30,145.60,31.48,3049.62,2,2559.32
SRC-SALE-005582,2025-09-11,NF-005582,1,PRD-01017,CLI-0035,3946.18,710.31,153.90,35.91,3046.06,3,2583.17
SRC-SALE-005583,2025-10-12,NF-005583,1,PRD-01030,CLI-0052,3956.94,712.25,162.23,40.36,3042.10,4,2606.83
SRC-SALE-005584,2025-11-13,NF-005584,1,PRD-01043,CLI-0069,4681.39,842.65,201.30,52.90,3584.54,5,3103.76
SRC-SALE-005585,2025-12-14,NF-005585,1,PRD-01056,CLI-0086,4693.10,844.76,164.26,58.19,3625.89,6,3131.24
SRC-SALE-005586,2026-01-15,NF-005586,1,PRD-01069,CLI-0103,3667.76,660.20,135.71,49.51,2822.34,7,2462.53
SRC-SALE-005587,2026-02-16,NF-005587,1,PRD-01082,CLI-0120,3676.12,661.70,143.37,53.67,2817.38,8,2483.59
SRC-SALE-005588,2026-03-17,NF-005588,1,PRD-01095,CLI-0137,4324.80,778.46,177.32,67.90,3301.12,9,2940.00
SRC-SALE-005589,2026-04-18,NF-005589,1,PRD-01108,CLI-0154,4333.69,780.06,186.35,72.81,3294.47,1,2964.24
SRC-SALE-005590,2026-05-19,NF-005590,1,PRD-01121,CLI-0171,4020.50,723.69,140.72,71.97,3084.12,2,2766.91
SRC-SALE-005591,2026-06-20,NF-005591,1,PRD-01134,CLI-0188,4027.90,725.02,149.03,76.53,3077.32,3,2788.92
SRC-SALE-005592,2026-07-21,NF-005592,1,PRD-01147,CLI-0205,3712.09,668.18,144.77,74.61,2824.53,4,2585.84
SRC-SALE-005593,2024-08-22,NF-005593,1,PRD-01160,CLI-0222,4355.00,783.90,178.56,34.84,3357.70,5,2613.00
SRC-SALE-005594,2024-09-23,NF-005594,1,PRD-01173,CLI-0239,4390.00,790.20,188.77,35.12,3375.91,6,2652.44
SRC-SALE-005595,2024-10-24,NF-005595,1,PRD-01186,CLI-0256,4425.00,796.50,154.88,35.40,3438.22,7,2692.17
