receipt_id,receivable_id,customer_external_id,received_date,amount_received,payment_method
RC-0001715,AR-0001788,CLI-0007,2026-06-12,2548.45,Boleto
RC-0001716,AR-0001789,CLI-0008,2026-07-14,2360.59,PIX
RC-0001717,AR-0001790,CLI-0009,2026-08-16,2361.09,Transferencia
RC-0001718,AR-0001791,CLI-0010,2026-09-08,724.10,Boleto
RC-0001719,AR-0001792,CLI-0010,2026-09-23,724.10,Boleto
RC-0001720,AR-0001793,CLI-0010,2026-10-08,724.10,Boleto
RC-0001721,AR-0001794,CLI-0011,2024-10-04,2622.37,PIX
RC-0001722,AR-0001795,CLI-0012,2024-11-05,2642.75,Transferencia
RC-0001723,AR-0001796,CLI-0013,2024-12-21,2662.98,Boleto
RC-0001724,AR-0001797,CLI-0014,2025-01-07,1583.02,PIX
RC-0001725,AR-0001798,CLI-0014,2025-01-22,1583.02,PIX
RC-0001726,AR-0001799,CLI-0015,2025-02-07,3189.58,Transferencia
RC-0001727,AR-0001800,CLI-0001,2025-03-11,2537.68,Boleto
RC-0001728,AR-0001801,CLI-0002,2025-04-13,2556.10,PIX
RC-0001729,AR-0001802,CLI-0003,2025-04-15,1511.06,Transferencia
RC-0001730,AR-0001803,CLI-0003,2025-04-30,1511.06,Transferencia
RC-0001731,AR-0001804,CLI-0004,2025-05-15,3043.45,Boleto
RC-0001732,AR-0001805,CLI-0005,2025-06-15,2837.61,PIX
RC-0001733,AR-0001806,CLI-0536,2025-07-17,2894.32,Transferencia
RC-0001734,AR-0001807,CLI-0553,2025-08-17,893.63,Boleto
RC-0001735,AR-0001808,CLI-0553,2025-09-01,893.63,Boleto
RC-0001736,AR-0001809,CLI-0553,2025-09-16,893.63,Boleto
RC-0001737,AR-0001810,CLI-0570,2025-09-18,2933.53,PIX
RC-0001738,AR-0001811,CLI-0587,2025-10-20,2931.03,Transferencia
RC-0001739,AR-0001812,CLI-0604,2025-11-20,2928.12,Boleto
RC-0001740,AR-0001813,CLI-0001,2025-12-23,1165.49,PIX
RC-0001741,AR-0001814,CLI-0001,2026-01-07,1165.49,PIX
RC-0001742,AR-0001815,CLI-0001,2026-01-22,1165.49,PIX
RC-0001743,AR-0001816,CLI-0018,2026-02-05,3492.25,Transferencia
RC-0001744,AR-0001817,CLI-0035,2026-03-01,2719.12,Boleto
RC-0001745,AR-0001819,CLI-0069,2026-05-03,1591.10,Transferencia
RC-0001746,AR-0001820,CLI-0069,2026-05-18,1591.10,Transferencia
RC-0001747,AR-0001821,CLI-0086,2026-06-05,3218.56,Boleto
RC-0001748,AR-0001822,CLI-0103,2026-07-07,2974.75,PIX
RC-0001749,AR-0001823,CLI-0120,2026-08-09,2968.98,Transferencia
RC-0001750,AR-0001824,CLI-0137,2026-09-10,908.61,Boleto
RC-0001751,AR-0001825,CLI-0137,2026-09-25,908.61,Boleto
RC-0001752,AR-0001826,CLI-0137,2026-10-10,908.61,Boleto
RC-0001753,AR-0001827,CLI-0154,2024-10-01,3241.33,PIX
RC-0001754,AR-0001828,CLI-0171,2024-11-03,3302.25,Transferencia
RC-0001755,AR-0001829,CLI-0188,2024-12-02,3320.87,Boleto
RC-0001756,AR-0001830,CLI-0205,2025-01-03,1970.22,PIX
RC-0001757,AR-0001831,CLI-0205,2025-01-18,1970.22,PIX
RC-0001758,AR-0001832,CLI-0222,2025-02-03,3962.10,Transferencia
RC-0001759,AR-0001833,CLI-0239,2025-03-07,3105.84,Boleto
RC-0001760,AR-0001834,CLI-0256,2025-04-08,3163.16,PIX
RC-0001761,AR-0001837,CLI-0290,2025-06-08,3752.60,Boleto
RC-0001762,AR-0001838,CLI-0307,2025-07-10,3492.63,PIX
RC-0001763,AR-0001839,CLI-0324,2025-08-12,3510.48,Transferencia
RC-0001764,AR-0001840,CLI-0341,2025-08-13,384.23,Boleto
RC-0001765,AR-0001841,CLI-0341,2025-08-28,384.23,Boleto
RC-0001766,AR-0001842,CLI-0341,2025-09-12,384.23,Boleto
RC-0001767,AR-0001843,CLI-0341,2025-09-27,384.23,Boleto
RC-0001768,AR-0001844,CLI-0358,2025-09-14,1693.37,PIX
RC-0001769,AR-0001845,CLI-0375,2025-10-16,1703.34,Transferencia
RC-0001770,AR-0001846,CLI-0392,2025-11-16,1712.84,Boleto
RC-0001771,AR-0001847,CLI-0409,2025-12-18,1015.92,PIX
RC-0001772,AR-0001848,CLI-0409,2026-01-02,1015.92,PIX
RC-0001773,AR-0001849,CLI-0426,2026-01-29,2068.76,Transferencia
RC-0001774,AR-0001850,CLI-0443,2026-03-03,1620.62,Boleto
RC-0001775,AR-0001851,CLI-0460,2026-04-05,1627.90,PIX
RC-0001776,AR-0001852,CLI-0477,2026-05-05,959.54,Transferencia
RC-0001777,AR-0001853,CLI-0477,2026-05-20,959.54,Transferencia
RC-0001778,AR-0001855,CLI-0511,2026-06-30,1814.19,PIX
RC-0001779,AR-0001856,CLI-0528,2026-08-02,1820.53,Transferencia
RC-0001780,AR-0001857,CLI-0545,2026-09-03,560.11,Boleto
RC-0001781,AR-0001858,CLI-0545,2026-09-18,560.11,Boleto
RC-0001782,AR-0001859,CLI-0545,2026-10-03,560.11,Boleto
RC-0001783,AR-0001860,CLI-0562,2024-09-26,2008.45,PIX
RC-0001784,AR-0001861,CLI-0579,2024-10-28,2030.16,Transferencia
RC-0001785,AR-0001862,CLI-0596,2024-11-28,2078.47,Boleto
RC-0001786,AR-0001863,CLI-0613,2024-12-31,1239.15,PIX
RC-0001787,AR-0001864,CLI-0613,2025-01-15,1239.15,PIX
RC-0001788,AR-0001865,CLI-0010,2025-02-01,2503.83,Transferencia
RC-0001789,AR-0001866,CLI-0027,2025-03-03,1971.91,Boleto
RC-0001790,AR-0001867,CLI-0044,2025-04-04,1991.56,PIX
RC-0001791,AR-0001868,CLI-0061,2025-05-03,797.20,Transferencia
RC-0001792,AR-0001869,CLI-0061,2025-05-18,797.20,Transferencia
RC-0001793,AR-0001870,CLI-0061,2025-06-02,797.20,Transferencia
RC-0001794,AR-0001871,CLI-0078,2025-06-19,2414.75,Boleto
RC-0001795,AR-0001872,CLI-0095,2025-07-05,2257.16,PIX
RC-0001796,AR-0001873,CLI-0112,2025-08-06,2278.30,Transferencia
RC-0001797,AR-0001874,CLI-0129,2025-09-06,705.12,Boleto
RC-0001798,AR-0001875,CLI-0129,2025-09-21,705.12,Boleto
RC-0001799,AR-0001876,CLI-0129,2025-10-06,705.12,Boleto
RC-0001800,AR-0001877,CLI-0146,2025-10-09,2350.42,PIX
RC-0001801,AR-0001878,CLI-0163,2025-11-11,2353.92,Transferencia
RC-0001802,AR-0001879,CLI-0180,2025-12-10,2357.00,Boleto
RC-0001803,AR-0001880,CLI-0197,2025-12-14,1392.20,PIX
RC-0001804,AR-0001881,CLI-0197,2025-12-29,1392.20,PIX
RC-0001805,AR-0001882,CLI-0214,2026-01-22,2787.02,Transferencia
RC-0001806,AR-0001883,CLI-0231,2026-02-24,2203.16,Boleto
RC-0001807,AR-0001884,CLI-0248,2026-03-29,2204.58,PIX
RC-0001808,AR-0001885,CLI-0265,2026-04-28,1294.60,Transferencia
RC-0001809,AR-0001886,CLI-0265,2026-05-13,1294.60,Transferencia
RC-0001810,AR-0001887,CLI-0282,2026-05-31,2590.01,Boleto
RC-0001811,AR-0001889,CLI-0316,2026-08-04,2430.13,Transferencia
RC-0001812,AR-0001890,CLI-0333,2026-08-27,745.13,Boleto
RC-0001813,AR-0001891,CLI-0333,2026-09-11,745.13,Boleto
RC-0001814,AR-0001892,CLI-0333,2026-09-26,745.13,Boleto
RC-0001815,AR-0001893,CLI-0350,2024-09-22,2662.98,PIX
RC-0001816,AR-0001894,CLI-0367,2024-10-24,2683.08,Transferencia
RC-0001817,AR-0001895,CLI-0384,2024-11-24,2703.03,Boleto
RC-0001818,AR-0001896,CLI-0011,2024-12-26,1084.95,PIX
RC-0001819,AR-0001897,CLI-0011,2025-01-10,1084.95,PIX
RC-0001820,AR-0001898,CLI-0011,2025-01-25,1084.95,PIX
RC-0001821,AR-0001899,CLI-0012,2025-01-26,3278.49,Transferencia
RC-0001822,AR-0001901,CLI-0014,2025-04-01,2592.56,PIX
RC-0001823,AR-0001902,CLI-0015,2025-05-01,1532.31,Transferencia
RC-0001824,AR-0001903,CLI-0015,2025-05-16,1532.31,Transferencia
RC-0001825,AR-0001904,CLI-0001,2025-05-31,3125.87,Boleto
RC-0001826,AR-0001905,CLI-0002,2025-07-01,2914.00,PIX
RC-0001827,AR-0001906,CLI-0003,2025-08-02,2933.53,Transferencia
RC-0001828,AR-0001907,CLI-0004,2025-09-02,905.56,Boleto
RC-0001829,AR-0001908,CLI-0004,2025-09-17,905.56,Boleto
RC-0001830,AR-0001909,CLI-0004,2025-10-02,905.56,Boleto
RC-0001831,AR-0001910,CLI-0005,2025-10-04,2972.18,PIX
RC-0001832,AR-0001911,CLI-0006,2025-11-05,3007.85,Transferencia
RC-0001833,AR-0001912,CLI-0007,2025-12-06,3004.47,Boleto
RC-0001834,AR-0001913,CLI-0008,2026-01-08,1770.42,PIX
RC-0001835,AR-0001914,CLI-0008,2026-01-23,1770.42,PIX
RC-0001836,AR-0001915,CLI-0009,2026-02-21,3535.93,Transferencia
RC-0001837,AR-0001916,CLI-0010,2026-03-17,2752.65,Boleto
RC-0001838,AR-0001917,CLI-0011,2026-04-19,2784.26,PIX
RC-0001839,AR-0001918,CLI-0012,2026-04-21,1631.42,Transferencia
RC-0001840,AR-0001919,CLI-0012,2026-05-06,1631.42,Transferencia
RC-0001841,AR-0001921,CLI-0014,2026-06-25,3009.60,PIX
RC-0001842,AR-0001922,CLI-0015,2026-07-28,3003.27,Transferencia
RC-0001843,AR-0001923,CLI-0001,2026-08-29,698.34,Boleto
RC-0001844,AR-0001924,CLI-0001,2026-09-13,698.34,Boleto
RC-0001845,AR-0001925,CLI-0001,2026-09-28,698.34,Boleto
RC-0001846,AR-0001926,CLI-0001,2026-10-13,698.34,Boleto
RC-0001847,AR-0001927,CLI-0002,2024-09-19,3320.87,PIX
RC-0001848,AR-0001928,CLI-0003,2024-10-22,3339.36,Transferencia
RC-0001849,AR-0001929,CLI-0004,2024-11-20,3357.70,Boleto
RC-0001850,AR-0001930,CLI-0005,2024-12-22,1991.78,PIX
RC-0001851,AR-0001931,CLI-0005,2025-01-06,1991.78,PIX
RC-0001852,AR-0001932,CLI-0006,2025-01-22,4057.11,Transferencia
RC-0001853,AR-0001933,CLI-0007,2025-02-23,3179.97,Boleto
RC-0001854,AR-0001934,CLI-0008,2025-03-27,3196.67,PIX
RC-0001855,AR-0001935,CLI-0009,2025-04-25,1886.02,Transferencia
RC-0001856,AR-0001936,CLI-0009,2025-05-10,1886.02,Transferencia
RC-0001857,AR-0001937,CLI-0010,2025-05-27,3791.32,Boleto
RC-0001858,AR-0001938,CLI-0011,2025-06-28,1670.55,PIX
RC-0001859,AR-0001939,CLI-0012,2025-07-31,1693.37,Transferencia
RC-0001860,AR-0001940,CLI-0013,2025-09-10,526.26,Boleto
RC-0001861,AR-0001941,CLI-0013,2025-09-25,526.26,Boleto
RC-0001862,AR-0001942,CLI-0013,2025-10-10,526.26,Boleto
RC-0001863,AR-0001943,CLI-0014,2025-09-30,1738.60,PIX
RC-0001864,AR-0001944,CLI-0015,2025-11-01,1747.94,Transferencia
RC-0001865,AR-0001945,CLI-0376,2025-12-02,1779.79,Boleto
RC-0001866,AR-0001946,CLI-0393,2026-01-03,1055.18,PIX
RC-0001867,AR-0001947,CLI-0393,2026-01-18,1055.18,PIX
RC-0001868,AR-0001948,CLI-0410,2026-02-14,2120.01,Transferencia
RC-0001869,AR-0001949,CLI-0427,2026-03-19,1660.00,Boleto
RC-0001870,AR-0001950,CLI-0444,2026-04-21,1666.73,PIX
RC-0001871,AR-0001951,CLI-0461,2026-05-21,663.29,Transferencia
RC-0001872,AR-0001952,CLI-0461,2026-06-05,663.29,Transferencia
RC-0001873,AR-0001953,CLI-0461,2026-06-20,663.29,Transferencia
RC-0001874,AR-0001954,CLI-0478,2026-06-14,1997.01,Boleto
RC-0001875,AR-0001955,CLI-0495,2026-07-16,1855.26,PIX
RC-0001876,AR-0001956,CLI-0512,2026-08-18,1861.00,Transferencia
RC-0001877,AR-0001957,CLI-0529,2026-08-22,572.34,Boleto
RC-0001878,AR-0001958,CLI-0529,2026-09-06,572.34,Boleto
RC-0001879,AR-0001959,CLI-0529,2026-09-21,572.34,Boleto
RC-0001880,AR-0001960,CLI-0546,2024-09-30,2078.47,PIX
RC-0001881,AR-0001961,CLI-0563,2024-10-16,2100.25,Transferencia
RC-0001882,AR-0001962,CLI-0580,2024-11-16,2121.88,Boleto
RC-0001883,AR-0001963,CLI-0597,2024-12-19,1264.60,PIX
RC-0001884,AR-0001964,CLI-0597,2025-01-03,1264.60,PIX
RC-0001885,AR-0001965,CLI-0614,2025-01-20,2554.39,Transferencia
RC-0001886,AR-0001966,CLI-0011,2025-02-19,2037.29,Boleto
RC-0001887,AR-0001967,CLI-0028,2025-03-23,2057.00,PIX
RC-0001888,AR-0001968,CLI-0045,2025-04-21,1218.86,Transferencia
RC-0001889,AR-0001969,CLI-0045,2025-05-06,1218.86,Transferencia
RC-0001890,AR-0001970,CLI-0062,2025-05-23,2460.57,Boleto
RC-0001891,AR-0001971,CLI-0079,2025-06-23,2299.31,PIX
RC-0001892,AR-0001972,CLI-0096,2025-07-25,2350.42,Transferencia
RC-0001893,AR-0001973,CLI-0113,2025-08-25,727.26,Boleto
RC-0001894,AR-0001974,CLI-0113,2025-09-09,727.26,Boleto
RC-0001895,AR-0001975,CLI-0113,2025-09-24,727.26,Boleto
RC-0001896,AR-0001977,CLI-0147,2025-10-30,2395.33,Transferencia
RC-0001897,AR-0001978,CLI-0164,2025-11-28,2397.80,Boleto
RC-0001898,AR-0001979,CLI-0181,2025-12-30,956.30,PIX
RC-0001899,AR-0001980,CLI-0181,2026-01-14,956.30,PIX
RC-0001900,AR-0001981,CLI-0181,2026-01-29,956.30,PIX
RC-0001901,AR-0001982,CLI-0198,2026-02-07,2871.01,Transferencia
RC-0001902,AR-0001983,CLI-0215,2026-03-12,2239.67,Boleto
RC-0001903,AR-0001984,CLI-0232,2026-04-14,2240.56,PIX
RC-0001904,AR-0001985,CLI-0249,2026-05-14,1315.41,Transferencia
RC-0001905,AR-0001986,CLI-0249,2026-05-29,1315.41,Transferencia
RC-0001906,AR-0001987,CLI-0266,2026-06-16,2665.68,Boleto
RC-0001907,AR-0001988,CLI-0283,2026-07-18,2468.11,PIX
RC-0001908,AR-0001989,CLI-0300,2026-08-20,2467.59,Transferencia
RC-0001909,AR-0001990,CLI-0317,2026-09-12,756.45,Boleto
RC-0001910,AR-0001991,CLI-0317,2026-09-27,756.45,Boleto
RC-0001911,AR-0001992,CLI-0317,2026-10-12,756.45,Boleto
RC-0001912,AR-0001993,CLI-0334,2024-10-08,2703.03,PIX
RC-0001913,AR-0001994,CLI-0351,2024-11-23,2758.35,Transferencia
RC-0001914,AR-0001995,CLI-0368,2024-12-10,2778.37,Boleto
RC-0001915,AR-0001996,CLI-0385,2024-12-14,1650.98,PIX
RC-0001916,AR-0001997,CLI-0385,2024-12-29,1650.98,PIX
RC-0001917,AR-0001998,CLI-0402,2025-01-14,3325.25,Transferencia
RC-0001918,AR-0001999,CLI-0419,2025-02-15,2610.60,Boleto
RC-0001919,AR-0002000,CLI-0436,2025-03-20,2662.77,PIX
RC-0001920,AR-0002001,CLI-0453,2025-04-19,1573.56,Transferencia
RC-0001921,AR-0002002,CLI-0453,2025-05-04,1573.56,Transferencia
RC-0001922,AR-0002003,CLI-0470,2025-05-19,3168.21,Boleto
RC-0001923,AR-0002004,CLI-0487,2025-06-19,2952.93,PIX
RC-0001924,AR-0002005,CLI-0504,2025-07-21,2972.18,Transferencia
RC-0001925,AR-0002006,CLI-0521,2025-08-21,696.97,Boleto
RC-0001926,AR-0002007,CLI-0521,2025-09-05,696.97,Boleto
RC-0001927,AR-0002008,CLI-0521,2025-09-20,696.97,Boleto
RC-0001928,AR-0002009,CLI-0521,2025-10-05,696.97,Boleto
RC-0001929,AR-0002010,CLI-0538,2025-09-22,3049.62,PIX
RC-0001930,AR-0002011,CLI-0555,2025-10-24,3046.06,Transferencia
RC-0001931,AR-0002013,CLI-0589,2025-12-27,1792.27,PIX
RC-0001932,AR-0002014,CLI-0589,2026-01-11,1792.27,PIX
RC-0001933,AR-0002015,CLI-0606,2026-02-09,3625.89,Transferencia
RC-0001934,AR-0002016,CLI-0003,2026-03-05,2822.34,Boleto
RC-0001935,AR-0002017,CLI-0020,2026-04-07,2817.38,PIX
RC-0001936,AR-0002018,CLI-0037,2026-05-07,1650.56,Transferencia
RC-0001937,AR-0002019,CLI-0037,2026-05-22,1650.56,Transferencia
RC-0001938,AR-0002020,CLI-0054,2026-06-09,3294.47,Boleto
RC-0001939,AR-0002021,CLI-0071,2026-07-11,3084.12,PIX
RC-0001940,AR-0002022,CLI-0088,2026-08-13,3077.32,Transferencia
RC-0001941,AR-0002023,CLI-0105,2026-09-14,941.51,Boleto
RC-0001942,AR-0002024,CLI-0105,2026-09-29,941.51,Boleto
RC-0001943,AR-0002025,CLI-0105,2026-10-14,941.51,Boleto
RC-0001944,AR-0002026,CLI-0122,2024-10-05,3357.70,PIX
RC-0001945,AR-0002027,CLI-0139,2024-11-07,3375.91,Transferencia
RC-0001946,AR-0002028,CLI-0156,2024-12-18,3438.22,Boleto
RC-0001947,AR-0002029,CLI-0173,2025-01-07,2039.34,PIX
RC-0001948,AR-0002030,CLI-0173,2025-01-22,2039.34,PIX
RC-0001949,AR-0002031,CLI-0190,2025-02-07,4100.07,Transferencia
RC-0001950,AR-0002032,CLI-0207,2025-03-11,3213.22,Boleto
RC-0001951,AR-0002033,CLI-0224,2025-04-12,3229.65,PIX
RC-0001952,AR-0002034,CLI-0006,2025-04-13,601.40,Transferencia
RC-0001953,AR-0002035,CLI-0006,2025-04-28,601.40,Transferencia
RC-0001954,AR-0002036,CLI-0006,2025-05-13,601.40,Transferencia
RC-0001955,AR-0002037,CLI-0007,2025-05-15,1828.85,Boleto
RC-0001956,AR-0002038,CLI-0008,2025-06-16,1716.06,PIX
RC-0001957,AR-0002039,CLI-0009,2025-07-19,1738.60,Transferencia
RC-0001958,AR-0002040,CLI-0010,2025-08-17,540.05,Boleto
RC-0001959,AR-0002041,CLI-0010,2025-09-01,540.05,Boleto
RC-0001960,AR-0002042,CLI-0010,2025-09-16,540.05,Boleto
RC-0001961,AR-0002043,CLI-0011,2025-09-18,1806.52,PIX
RC-0001962,AR-0002044,CLI-0012,2025-10-20,1815.44,Transferencia
RC-0001963,AR-0002045,CLI-0013,2025-12-05,1823.91,Boleto
RC-0001964,AR-0002046,CLI-0014,2025-12-22,1080.84,PIX
RC-0001965,AR-0002047,CLI-0014,2026-01-06,1080.84,PIX
RC-0001966,AR-0002048,CLI-0015,2026-02-02,2170.62,Transferencia
RC-0001967,AR-0002049,CLI-0001,2026-03-07,1721.21,Boleto
RC-0001968,AR-0002050,CLI-0002,2026-04-09,1727.56,PIX
RC-0001969,AR-0002051,CLI-0003,2026-05-09,1017.48,Transferencia
RC-0001970,AR-0002052,CLI-0003,2026-05-24,1017.48,Transferencia
RC-0001971,AR-0002053,CLI-0004,2026-06-02,2041.45,Boleto
RC-0001972,AR-0002054,CLI-0005,2026-07-04,1895.81,PIX
RC-0001973,AR-0002055,CLI-0006,2026-08-06,1926.10,Transferencia
RC-0001974,AR-0002056,CLI-0007,2026-09-07,592.17,Boleto
RC-0001975,AR-0002057,CLI-0007,2026-09-22,592.17,Boleto
RC-0001976,AR-0002058,CLI-0007,2026-10-07,592.17,Boleto
RC-0001977,AR-0002059,CLI-0008,2024-09-30,2121.88,PIX
RC-0001978,AR-0002060,CLI-0009,2024-11-01,2143.38,Transferencia
RC-0001979,AR-0002061,CLI-0010,2024-12-02,2164.73,Boleto
RC-0001980,AR-0002062,CLI-0011,2025-01-04,871.02,PIX
RC-0001981,AR-0002063,CLI-0011,2025-01-19,871.02,PIX
RC-0001982,AR-0002064,CLI-0011,2025-02-03,871.02,PIX
RC-0001983,AR-0002065,CLI-0012,2025-02-05,2638.34,Transferencia
RC-0001984,AR-0002066,CLI-0013,2025-03-19,2076.59,Boleto
RC-0001985,AR-0002067,CLI-0014,2025-04-08,2096.04,PIX
RC-0001986,AR-0002068,CLI-0015,2025-05-07,1241.62,Transferencia
RC-0001987,AR-0002069,CLI-0015,2025-05-22,1241.62,Transferencia
RC-0001988,AR-0002070,CLI-0001,2025-06-08,2538.45,Boleto
RC-0001989,AR-0002071,CLI-0002,2025-07-09,2371.50,PIX
RC-0001990,AR-0002072,CLI-0003,2025-08-10,2392.43,Transferencia
RC-0001991,AR-0002073,CLI-0004,2025-08-13,740.06,Boleto
RC-0001992,AR-0002074,CLI-0004,2025-08-28,740.06,Boleto
RC-0001993,AR-0002075,CLI-0004,2025-09-12,740.06,Boleto
RC-0001994,AR-0002076,CLI-0005,2025-09-15,2433.88,PIX
RC-0001995,AR-0002077,CLI-0006,2025-10-18,2467.98,Transferencia
RC-0001996,AR-0002078,CLI-0007,2025-11-16,2470.01,Boleto
RC-0001997,AR-0002079,CLI-0008,2025-12-18,1458.25,PIX
RC-0001998,AR-0002080,CLI-0008,2026-01-02,1458.25,PIX
RC-0001999,AR-0002081,CLI-0009,2026-01-26,2917.91,Transferencia
RC-0002000,AR-0002082,CLI-0010,2026-02-28,2275.70,Boleto
RC-0002001,AR-0002083,CLI-0216,2026-04-02,2305.98,PIX
RC-0002002,AR-0002084,CLI-0233,2026-05-02,1353.56,Transferencia
RC-0002003,AR-0002085,CLI-0233,2026-05-17,1353.56,Transferencia
RC-0002004,AR-0002086,CLI-0250,2026-06-04,2706.80,Boleto
RC-0002005,AR-0002087,CLI-0267,2026-07-06,2505.60,PIX
RC-0002006,AR-0002088,CLI-0284,2026-08-08,2504.50,Transferencia
RC-0002007,AR-0002089,CLI-0301,2026-08-31,583.32,Boleto
RC-0002008,AR-0002090,CLI-0301,2026-09-15,583.32,Boleto
RC-0002009,AR-0002091,CLI-0301,2026-09-30,583.32,Boleto
RC-0002010,AR-0002092,CLI-0301,2026-10-15,583.32,Boleto
RC-0002011,AR-0002093,CLI-0318,2024-09-26,2778.37,PIX
RC-0002012,AR-0002094,CLI-0335,2024-10-28,2798.26,Transferencia
RC-0002013,AR-0002095,CLI-0352,2024-11-28,2818.00,Boleto
RC-0002014,AR-0002096,CLI-0369,2024-12-30,1674.19,PIX
RC-0002015,AR-0002097,CLI-0369,2025-01-14,1674.19,PIX
RC-0002016,AR-0002098,CLI-0386,2025-01-30,3415.31,Transferencia
RC-0002017,AR-0002100,CLI-0420,2025-04-05,2698.86,PIX
RC-0002018,AR-0002101,CLI-0437,2025-05-05,1594.58,Transferencia
RC-0002019,AR-0002102,CLI-0437,2025-05-20,1594.58,Transferencia
RC-0002020,AR-0002103,CLI-0454,2025-06-04,3209.96,Boleto
RC-0002021,AR-0002104,CLI-0471,2025-07-05,3030.30,PIX
RC-0002022,AR-0002105,CLI-0488,2025-08-06,3049.62,Transferencia
RC-0002023,AR-0002106,CLI-0505,2025-09-06,941.10,Boleto
RC-0002024,AR-0002107,CLI-0505,2025-09-21,941.10,Boleto
RC-0002025,AR-0002108,CLI-0505,2025-10-06,941.10,Boleto
RC-0002026,AR-0002109,CLI-0522,2025-10-08,3087.85,PIX
RC-0002027,AR-0002110,CLI-0539,2025-11-09,3083.70,Transferencia
RC-0002028,AR-0002111,CLI-0556,2025-12-10,3119.42,Boleto
RC-0002029,AR-0002112,CLI-0573,2025-12-15,1837.61,PIX
RC-0002030,AR-0002113,CLI-0573,2025-12-30,1837.61,PIX
RC-0002031,AR-0002114,CLI-0590,2026-01-28,3669.08,Transferencia
RC-0002032,AR-0002115,CLI-0607,2026-02-21,2855.49,Boleto
RC-0002033,AR-0002116,CLI-0004,2026-03-26,2850.00,PIX
RC-0002034,AR-0002117,CLI-0021,2026-04-25,1127.59,Transferencia
RC-0002035,AR-0002118,CLI-0021,2026-05-10,1127.59,Transferencia
RC-0002036,AR-0002119,CLI-0021,2026-05-25,1127.59,Transferencia
RC-0002037,AR-0002120,CLI-0038,2026-05-28,3375.62,Boleto
RC-0002038,AR-0002121,CLI-0055,2026-06-29,3118.58,PIX
RC-0002039,AR-0002122,CLI-0072,2026-08-01,3111.21,Transferencia
RC-0002040,AR-0002123,CLI-0089,2026-09-02,951.74,Boleto
RC-0002041,AR-0002124,CLI-0089,2026-09-17,951.74,Boleto
RC-0002042,AR-0002125,CLI-0089,2026-10-02,951.74,Boleto
RC-0002043,AR-0002126,CLI-0106,2024-09-23,3438.22,PIX
RC-0002044,AR-0002127,CLI-0123,2024-10-26,3456.50,Transferencia
RC-0002045,AR-0002128,CLI-0140,2024-11-24,3474.63,Boleto
RC-0002046,AR-0002129,CLI-0157,2024-12-26,2060.66,PIX
RC-0002047,AR-0002130,CLI-0157,2025-01-10,2060.66,PIX
RC-0002048,AR-0002131,CLI-0174,2025-01-26,4142.37,Transferencia
RC-0002049,AR-0002132,CLI-0191,2025-02-27,1536.91,Boleto
RC-0002050,AR-0002133,CLI-0208,2025-04-16,1557.90,PIX
RC-0002051,AR-0002134,CLI-0225,2025-04-29,926.67,Transferencia
RC-0002052,AR-0002135,CLI-0225,2025-05-14,926.67,Transferencia
RC-0002053,AR-0002136,CLI-0242,2025-05-31,1877.70,Boleto
RC-0002054,AR-0002137,CLI-0259,2025-07-02,1761.01,PIX
RC-0002055,AR-0002138,CLI-0276,2025-08-04,1806.52,Transferencia
RC-0002056,AR-0002139,CLI-0293,2025-09-02,560.89,Boleto
RC-0002057,AR-0002140,CLI-0293,2025-09-17,560.89,Boleto
RC-0002058,AR-0002141,CLI-0293,2025-10-02,560.89,Boleto
RC-0002059,AR-0002142,CLI-0310,2025-10-04,1851.33,PIX
RC-0002060,AR-0002143,CLI-0327,2025-11-05,1859.63,Transferencia
RC-0002061,AR-0002144,CLI-0344,2025-12-06,1867.48,Boleto
RC-0002062,AR-0002145,CLI-0361,2026-01-07,747.11,PIX
RC-0002063,AR-0002146,CLI-0361,2026-01-22,747.11,PIX
RC-0002064,AR-0002147,CLI-0361,2026-02-06,747.11,PIX
RC-0002065,AR-0002148,CLI-0378,2026-02-18,2249.78,Transferencia
RC-0002066,AR-0002149,CLI-0395,2026-03-23,1760.24,Boleto
RC-0002067,AR-0002150,CLI-0412,2026-04-25,1766.01,PIX
RC-0002068,AR-0002153,CLI-0446,2026-05-21,2112.80,Boleto
RC-0002069,AR-0002154,CLI-0463,2026-06-22,1961.45,PIX
RC-0002070,AR-0002155,CLI-0480,2026-07-25,1966.19,Transferencia
RC-0002071,AR-0002156,CLI-0497,2026-08-26,604.29,Boleto
RC-0002072,AR-0002157,CLI-0497,2026-09-10,604.29,Boleto
RC-0002073,AR-0002158,CLI-0497,2026-09-25,604.29,Boleto
RC-0002074,AR-0002159,CLI-0514,2024-09-18,2164.73,PIX
RC-0002075,AR-0002160,CLI-0531,2024-10-20,2214.45,Transferencia
RC-0002076,AR-0002161,CLI-0548,2024-11-20,2235.87,Boleto
RC-0002077,AR-0002162,CLI-0565,2024-12-23,1331.72,PIX
RC-0002078,AR-0002163,CLI-0565,2025-01-07,1331.72,PIX
RC-0002079,AR-0002164,CLI-0582,2025-01-24,2688.40,Transferencia
RC-0002080,AR-0002165,CLI-0599,2025-02-23,2115.37,Boleto
RC-0002081,AR-0002166,CLI-0616,2025-03-27,2162.39,PIX
RC-0002082,AR-0002167,CLI-0013,2025-05-09,1280.61,Transferencia
RC-0002083,AR-0002168,CLI-0013,2025-05-24,1280.61,Transferencia
RC-0002084,AR-0002169,CLI-0030,2025-05-27,2583.83,Boleto
