source_record_id,sku,name,category,unit_of_measure,status,default_cost,default_price,tax_profile_ref,external_id
SRC-PROD-00189,SKU-NDB-00189,Painel Eletrico Modelo 0189,Painel Eletrico,CX,active,70.10,89.73,ICMS18,PRD-00189
SRC-PROD-00190,SKU-NDB-00190,Valvulas Modelo 0190,Valvulas,MT,active,71.00,97.98,ICMS18,PRD-00190
SRC-PROD-00191,SKU-NDB-00191,Acessorios Hidraulicos Modelo 0191,Acessorios Hidraulicos,RL,active,71.90,99.22,ICMS18,PRD-00191
SRC-PROD-00192,SKU-NDB-00192,Cabos e Fios Modelo 0192,Cabos e Fios,UN,active,72.80,100.46,ICMS18,PRD-00192
SRC-PROD-00193,SKU-NDB-00193,Disjuntores Modelo 0193,Disjuntores,CX,active,73.70,101.71,ICMS18,PRD-00193
SRC-PROD-00194,SKU-NDB-00194,Tomadas e Interruptores Modelo 0194,Tomadas e Interruptores,MT,active,74.60,102.95,ICMS18,PRD-00194
SRC-PROD-00195,SKU-NDB-00195,Iluminacao LED Modelo 0195,Iluminacao LED,RL,active,75.50,104.19,ICMS18,PRD-00195
SRC-PROD-00196,SKU-NDB-00196,Conexoes PVC Modelo 0196,Conexoes PVC,UN,active,76.40,97.79,ICMS18,PRD-00196
SRC-PROD-00197,SKU-NDB-00197,Tubos e Eletrodutos Modelo 0197,Tubos e Eletrodutos,CX,active,77.30,106.67,ICMS18,PRD-00197
SRC-PROD-00198,SKU-NDB-00198,Bombas Hidraulicas Modelo 0198,Bombas Hidraulicas,MT,active,78.20,107.92,ICMS18,PRD-00198
SRC-PROD-00199,SKU-NDB-00199,Ferramentas Modelo 0199,Ferramentas,RL,active,79.10,109.16,ICMS18,PRD-00199
SRC-PROD-00200,SKU-NDB-00200,Fixacao Modelo 0200,Fixacao,UN,active,80.00,110.40,ICMS18,PRD-00200
SRC-PROD-00201,SKU-NDB-00201,Painel Eletrico Modelo 0201,Painel Eletrico,CX,active,80.90,111.64,ICMS18,PRD-00201
SRC-PROD-00202,SKU-NDB-00202,Valvulas Modelo 0202,Valvulas,MT,active,81.80,112.88,ICMS18,PRD-00202
SRC-PROD-00203,SKU-NDB-00203,Acessorios Hidraulicos Modelo 0203,Acessorios Hidraulicos,RL,active,82.70,105.86,ICMS18,PRD-00203
SRC-PROD-00204,SKU-NDB-00204,Cabos e Fios Modelo 0204,Cabos e Fios,UN,active,83.60,115.37,ICMS18,PRD-00204
SRC-PROD-00205,SKU-NDB-00205,Disjuntores Modelo 0205,Disjuntores,CX,inactive,84.50,116.61,ICMS18,PRD-00205
SRC-PROD-00206,SKU-NDB-00206,Tomadas e Interruptores Modelo 0206,Tomadas e Interruptores,MT,active,85.40,117.85,ICMS18,PRD-00206
SRC-PROD-00207,SKU-NDB-00207,Iluminacao LED Modelo 0207,Iluminacao LED,RL,active,86.30,119.09,ICMS18,PRD-00207
SRC-PROD-00208,SKU-NDB-00208,Conexoes PVC Modelo 0208,Conexoes PVC,UN,active,87.20,120.34,ICMS18,PRD-00208
SRC-PROD-00209,SKU-NDB-00209,Tubos e Eletrodutos Modelo 0209,Tubos e Eletrodutos,CX,active,88.10,121.58,ICMS18,PRD-00209
SRC-PROD-00210,SKU-NDB-00210,Bombas Hidraulicas Modelo 0210,Bombas Hidraulicas,MT,active,89.00,113.92,ICMS18,PRD-00210
SRC-PROD-00211,SKU-NDB-00211,Ferramentas Modelo 0211,Ferramentas,RL,active,89.90,124.06,ICMS18,PRD-00211
SRC-PROD-00212,SKU-NDB-00212,Fixacao Modelo 0212,Fixacao,UN,active,90.80,125.30,ICMS18,PRD-00212
SRC-PROD-00213,SKU-NDB-00213,Painel Eletrico Modelo 0213,Painel Eletrico,CX,active,91.70,126.55,ICMS18,PRD-00213
SRC-PROD-00214,SKU-NDB-00214,Valvulas Modelo 0214,Valvulas,MT,active,92.60,127.79,ICMS18,PRD-00214
SRC-PROD-00215,SKU-NDB-00215,Acessorios Hidraulicos Modelo 0215,Acessorios Hidraulicos,RL,active,93.50,129.03,ICMS18,PRD-00215
SRC-PROD-00216,SKU-NDB-00216,Cabos e Fios Modelo 0216,Cabos e Fios,UN,active,94.40,130.27,ICMS18,PRD-00216
SRC-PROD-00217,SKU-NDB-00217,Disjuntores Modelo 0217,Disjuntores,CX,active,95.30,121.98,ICMS18,PRD-00217
SRC-PROD-00218,SKU-NDB-00218,Tomadas e Interruptores Modelo 0218,Tomadas e Interruptores,MT,active,96.20,132.76,ICMS18,PRD-00218
SRC-PROD-00219,SKU-NDB-00219,Iluminacao LED Modelo 0219,Iluminacao LED,RL,active,97.10,134.00,ICMS18,PRD-00219
SRC-PROD-00220,SKU-NDB-00220,Conexoes PVC Modelo 0220,Conexoes PVC,UN,active,98.00,135.24,ICMS18,PRD-00220
SRC-PROD-00221,SKU-NDB-00221,Tubos e Eletrodutos Modelo 0221,Tubos e Eletrodutos,CX,active,98.90,136.48,ICMS18,PRD-00221
SRC-PROD-00222,SKU-NDB-00222,Bombas Hidraulicas Modelo 0222,Bombas Hidraulicas,MT,active,99.80,137.72,ICMS18,PRD-00222
SRC-PROD-00223,SKU-NDB-00223,Ferramentas Modelo 0223,Ferramentas,RL,active,100.70,138.97,ICMS18,PRD-00223
SRC-PROD-00224,SKU-NDB-00224,Fixacao Modelo 0224,Fixacao,UN,active,101.60,130.05,ICMS18,PRD-00224
SRC-PROD-00225,SKU-NDB-00225,Painel Eletrico Modelo 0225,Painel Eletrico,CX,active,102.50,141.45,ICMS18,PRD-00225
SRC-PROD-00226,SKU-NDB-00226,Valvulas Modelo 0226,Valvulas,MT,active,103.40,142.69,ICMS18,PRD-00226
SRC-PROD-00227,SKU-NDB-00227,Acessorios Hidraulicos Modelo 0227,Acessorios Hidraulicos,RL,active,104.30,143.93,ICMS18,PRD-00227
SRC-PROD-00228,SKU-NDB-00228,Cabos e Fios Modelo 0228,Cabos e Fios,UN,active,105.20,145.18,ICMS18,PRD-00228
SRC-PROD-00229,SKU-NDB-00229,Disjuntores Modelo 0229,Disjuntores,CX,active,106.10,146.42,ICMS18,PRD-00229
SRC-PROD-00230,SKU-NDB-00230,Tomadas e Interruptores Modelo 0230,Tomadas e Interruptores,MT,active,107.00,147.66,ICMS18,PRD-00230
SRC-PROD-00231,SKU-NDB-00231,Iluminacao LED Modelo 0231,Iluminacao LED,RL,active,107.90,138.11,ICMS18,PRD-00231
SRC-PROD-00232,SKU-NDB-00232,Conexoes PVC Modelo 0232,Conexoes PVC,UN,active,108.80,150.14,ICMS18,PRD-00232
SRC-PROD-00233,SKU-NDB-00233,Tubos e Eletrodutos Modelo 0233,Tubos e Eletrodutos,CX,active,109.70,151.39,ICMS18,PRD-00233
SRC-PROD-00234,SKU-NDB-00234,Bombas Hidraulicas Modelo 0234,Bombas Hidraulicas,MT,active,110.60,152.63,ICMS18,PRD-00234
SRC-PROD-00235,SKU-NDB-00235,Ferramentas Modelo 0235,Ferramentas,RL,active,111.50,153.87,ICMS18,PRD-00235
SRC-PROD-00236,SKU-NDB-00236,Fixacao Modelo 0236,Fixacao,UN,active,112.40,155.11,ICMS18,PRD-00236
SRC-PROD-00237,SKU-NDB-00237,Painel Eletrico Modelo 0237,Painel Eletrico,CX,active,113.30,156.35,ICMS18,PRD-00237
SRC-PROD-00238,SKU-NDB-00238,Valvulas Modelo 0238,Valvulas,MT,active,114.20,146.18,ICMS18,PRD-00238
SRC-PROD-00239,SKU-NDB-00239,Acessorios Hidraulicos Modelo 0239,Acessorios Hidraulicos,RL,active,115.10,158.84,ICMS18,PRD-00239
SRC-PROD-00240,SKU-NDB-00240,Cabos e Fios Modelo 0240,Cabos e Fios,UN,active,8.00,11.04,ICMS18,PRD-00240
SRC-PROD-00241,SKU-NDB-00241,Disjuntores Modelo 0241,Disjuntores,CX,active,8.90,12.28,ICMS18,PRD-00241
SRC-PROD-00242,SKU-NDB-00242,Tomadas e Interruptores Modelo 0242,Tomadas e Interruptores,MT,active,9.80,13.52,ICMS18,PRD-00242
SRC-PROD-00243,SKU-NDB-00243,Iluminacao LED Modelo 0243,Iluminacao LED,RL,active,10.70,14.77,ICMS18,PRD-00243
SRC-PROD-00244,SKU-NDB-00244,Conexoes PVC Modelo 0244,Conexoes PVC,UN,active,11.60,16.01,ICMS18,PRD-00244
SRC-PROD-00245,SKU-NDB-00245,Tubos e Eletrodutos Modelo 0245,Tubos e Eletrodutos,CX,active,12.50,16.00,ICMS18,PRD-00245
SRC-PROD-00246,SKU-NDB-00246,Bombas Hidraulicas Modelo 0246,Bombas Hidraulicas,MT,inactive,13.40,18.49,ICMS18,PRD-00246
SRC-PROD-00247,SKU-NDB-00247,Ferramentas Modelo 0247,Ferramentas,RL,active,14.30,19.73,ICMS18,PRD-00247
SRC-PROD-00248,SKU-NDB-00248,Fixacao Modelo 0248,Fixacao,UN,active,15.20,20.98,ICMS18,PRD-00248
SRC-PROD-00249,SKU-NDB-00249,Painel Eletrico Modelo 0249,Painel Eletrico,CX,active,16.10,22.22,ICMS18,PRD-00249
SRC-PROD-00250,SKU-NDB-00250,Valvulas Modelo 0250,Valvulas,MT,active,17.00,23.46,ICMS18,PRD-00250
SRC-PROD-00251,SKU-NDB-00251,Acessorios Hidraulicos Modelo 0251,Acessorios Hidraulicos,RL,active,17.90,24.70,ICMS18,PRD-00251
SRC-PROD-00252,SKU-NDB-00252,Cabos e Fios Modelo 0252,Cabos e Fios,UN,active,18.80,24.06,ICMS18,PRD-00252
SRC-PROD-00253,SKU-NDB-00253,Disjuntores Modelo 0253,Disjuntores,CX,active,19.70,27.19,ICMS18,PRD-00253
SRC-PROD-00254,SKU-NDB-00254,Tomadas e Interruptores Modelo 0254,Tomadas e Interruptores,MT,active,20.60,28.43,ICMS18,PRD-00254
SRC-PROD-00255,SKU-NDB-00255,Iluminacao LED Modelo 0255,Iluminacao LED,RL,active,21.50,29.67,ICMS18,PRD-00255
SRC-PROD-00256,SKU-NDB-00256,Conexoes PVC Modelo 0256,Conexoes PVC,UN,active,22.40,30.91,ICMS18,PRD-00256
SRC-PROD-00257,SKU-NDB-00257,Tubos e Eletrodutos Modelo 0257,Tubos e Eletrodutos,CX,active,23.30,32.15,ICMS18,PRD-00257
SRC-PROD-00258,SKU-NDB-00258,Bombas Hidraulicas Modelo 0258,Bombas Hidraulicas,MT,active,24.20,33.40,ICMS18,PRD-00258
SRC-PROD-00259,SKU-NDB-00259,Ferramentas Modelo 0259,Ferramentas,RL,active,25.10,32.13,ICMS18,PRD-00259
SRC-PROD-00260,SKU-NDB-00260,Fixacao Modelo 0260,Fixacao,UN,active,26.00,35.88,ICMS18,PRD-00260
SRC-PROD-00261,SKU-NDB-00261,Painel Eletrico Modelo 0261,Painel Eletrico,CX,active,26.90,37.12,ICMS18,PRD-00261
SRC-PROD-00262,SKU-NDB-00262,Valvulas Modelo 0262,Valvulas,MT,active,27.80,38.36,ICMS18,PRD-00262
SRC-PROD-00263,SKU-NDB-00263,Acessorios Hidraulicos Modelo 0263,Acessorios Hidraulicos,RL,active,28.70,39.61,ICMS18,PRD-00263
SRC-PROD-00264,SKU-NDB-00264,Cabos e Fios Modelo 0264,Cabos e Fios,UN,active,29.60,40.85,ICMS18,PRD-00264
SRC-PROD-00265,SKU-NDB-00265,Disjuntores Modelo 0265,Disjuntores,CX,active,30.50,42.09,ICMS18,PRD-00265
SRC-PROD-00266,SKU-NDB-00266,Tomadas e Interruptores Modelo 0266,Tomadas e Interruptores,MT,active,31.40,40.19,ICMS18,PRD-00266
SRC-PROD-00267,SKU-NDB-00267,Iluminacao LED Modelo 0267,Iluminacao LED,RL,active,32.30,44.57,ICMS18,PRD-00267
SRC-PROD-00268,SKU-NDB-00268,Conexoes PVC Modelo 0268,Conexoes PVC,UN,active,33.20,45.82,ICMS18,PRD-00268
SRC-PROD-00269,SKU-NDB-00269,Tubos e Eletrodutos Modelo 0269,Tubos e Eletrodutos,CX,active,34.10,47.06,ICMS18,PRD-00269
SRC-PROD-00270,SKU-NDB-00270,Bombas Hidraulicas Modelo 0270,Bombas Hidraulicas,MT,active,35.00,48.30,ICMS18,PRD-00270
SRC-PROD-00271,SKU-NDB-00271,Ferramentas Modelo 0271,Ferramentas,RL,active,35.90,49.54,ICMS18,PRD-00271
SRC-PROD-00272,SKU-NDB-00272,Fixacao Modelo 0272,Fixacao,UN,active,36.80,50.78,ICMS18,PRD-00272
SRC-PROD-00273,SKU-NDB-00273,Painel Eletrico Modelo 0273,Painel Eletrico,CX,active,37.70,48.26,ICMS18,PRD-00273
SRC-PROD-00274,SKU-NDB-00274,Valvulas Modelo 0274,Valvulas,MT,active,38.60,53.27,ICMS18,PRD-00274
SRC-PROD-00275,SKU-NDB-00275,Acessorios Hidraulicos Modelo 0275,Acessorios Hidraulicos,RL,active,39.50,54.51,ICMS18,PRD-00275
SRC-PROD-00276,SKU-NDB-00276,Cabos e Fios Modelo 0276,Cabos e Fios,UN,active,40.40,55.75,ICMS18,PRD-00276
SRC-PROD-00277,SKU-NDB-00277,Disjuntores Modelo 0277,Disjuntores,CX,active,41.30,56.99,ICMS18,PRD-00277
SRC-PROD-00278,SKU-NDB-00278,Tomadas e Interruptores Modelo 0278,Tomadas e Interruptores,MT,active,42.20,58.24,ICMS18,PRD-00278
SRC-PROD-00279,SKU-NDB-00279,Iluminacao LED Modelo 0279,Iluminacao LED,RL,active,43.10,59.48,ICMS18,PRD-00279
SRC-PROD-00280,SKU-NDB-00280,Conexoes PVC Modelo 0280,Conexoes PVC,UN,active,44.00,56.32,ICMS18,PRD-00280
SRC-PROD-00281,SKU-NDB-00281,Tubos e Eletrodutos Modelo 0281,Tubos e Eletrodutos,CX,active,44.90,61.96,ICMS18,PRD-00281
SRC-PROD-00282,SKU-NDB-00282,Bombas Hidraulicas Modelo 0282,Bombas Hidraulicas,MT,active,45.80,63.20,ICMS18,PRD-00282
SRC-PROD-00283,SKU-NDB-00283,Ferramentas Modelo 0283,Ferramentas,RL,active,46.70,64.45,ICMS18,PRD-00283
SRC-PROD-00284,SKU-NDB-00284,Fixacao Modelo 0284,Fixacao,UN,active,47.60,65.69,ICMS18,PRD-00284
SRC-PROD-00285,SKU-NDB-00285,Painel Eletrico Modelo 0285,Painel Eletrico,CX,active,48.50,66.93,ICMS18,PRD-00285
SRC-PROD-00286,SKU-NDB-00286,Valvulas Modelo 0286,Valvulas,MT,active,49.40,68.17,ICMS18,PRD-00286
SRC-PROD-00287,SKU-NDB-00287,Acessorios Hidraulicos Modelo 0287,Acessorios Hidraulicos,RL,inactive,50.30,64.38,ICMS18,PRD-00287
SRC-PROD-00288,SKU-NDB-00288,Cabos e Fios Modelo 0288,Cabos e Fios,UN,active,51.20,70.66,ICMS18,PRD-00288
SRC-PROD-00289,SKU-NDB-00289,Disjuntores Modelo 0289,Disjuntores,CX,active,52.10,71.90,ICMS18,PRD-00289
SRC-PROD-00290,SKU-NDB-00290,Tomadas e Interruptores Modelo 0290,Tomadas e Interruptores,MT,active,53.00,73.14,ICMS18,PRD-00290
SRC-PROD-00291,SKU-NDB-00291,Iluminacao LED Modelo 0291,Iluminacao LED,RL,active,53.90,74.38,ICMS18,PRD-00291
SRC-PROD-00292,SKU-NDB-00292,Conexoes PVC Modelo 0292,Conexoes PVC,UN,active,54.80,75.62,ICMS18,PRD-00292
SRC-PROD-00293,SKU-NDB-00293,Tubos e Eletrodutos Modelo 0293,Tubos e Eletrodutos,CX,active,55.70,76.87,ICMS18,PRD-00293
SRC-PROD-00294,SKU-NDB-00294,Bombas Hidraulicas Modelo 0294,Bombas Hidraulicas,MT,active,56.60,72.45,ICMS18,PRD-00294
SRC-PROD-00295,SKU-NDB-00295,Ferramentas Modelo 0295,Ferramentas,RL,active,57.50,79.35,ICMS18,PRD-00295
SRC-PROD-00296,SKU-NDB-00296,Fixacao Modelo 0296,Fixacao,UN,active,58.40,80.59,ICMS18,PRD-00296
SRC-PROD-00297,SKU-NDB-00297,Painel Eletrico Modelo 0297,Painel Eletrico,CX,active,59.30,81.83,ICMS18,PRD-00297
SRC-PROD-00298,SKU-NDB-00298,Valvulas Modelo 0298,Valvulas,MT,active,60.20,83.08,ICMS18,PRD-00298
SRC-PROD-00299,SKU-NDB-00299,Acessorios Hidraulicos Modelo 0299,Acessorios Hidraulicos,RL,active,61.10,84.32,ICMS18,PRD-00299
SRC-PROD-00300,SKU-NDB-00300,Cabos e Fios Modelo 0300,Cabos e Fios,UN,active,62.00,85.56,ICMS18,PRD-00300
SRC-PROD-00301,SKU-NDB-00301,Disjuntores Modelo 0301,Disjuntores,CX,active,62.90,80.51,ICMS18,PRD-00301
SRC-PROD-00302,SKU-NDB-00302,Tomadas e Interruptores Modelo 0302,Tomadas e Interruptores,MT,active,63.80,88.04,ICMS18,PRD-00302
SRC-PROD-00303,SKU-NDB-00303,Iluminacao LED Modelo 0303,Iluminacao LED,RL,active,64.70,89.29,ICMS18,PRD-00303
SRC-PROD-00304,SKU-NDB-00304,Conexoes PVC Modelo 0304,Conexoes PVC,UN,active,65.60,90.53,ICMS18,PRD-00304
SRC-PROD-00305,SKU-NDB-00305,Tubos e Eletrodutos Modelo 0305,Tubos e Eletrodutos,CX,active,66.50,91.77,ICMS18,PRD-00305
SRC-PROD-00306,SKU-NDB-00306,Bombas Hidraulicas Modelo 0306,Bombas Hidraulicas,MT,active,67.40,93.01,ICMS18,PRD-00306
SRC-PROD-00307,SKU-NDB-00307,Ferramentas Modelo 0307,Ferramentas,RL,active,68.30,94.25,ICMS18,PRD-00307
SRC-PROD-00308,SKU-NDB-00308,Fixacao Modelo 0308,Fixacao,UN,active,69.20,88.58,ICMS18,PRD-00308
SRC-PROD-00309,SKU-NDB-00309,Painel Eletrico Modelo 0309,Painel Eletrico,CX,active,70.10,96.74,ICMS18,PRD-00309
SRC-PROD-00310,SKU-NDB-00310,Valvulas Modelo 0310,Valvulas,MT,active,71.00,97.98,ICMS18,PRD-00310
SRC-PROD-00311,SKU-NDB-00311,Acessorios Hidraulicos Modelo 0311,Acessorios Hidraulicos,RL,active,71.90,99.22,ICMS18,PRD-00311
SRC-PROD-00312,SKU-NDB-00312,Cabos e Fios Modelo 0312,Cabos e Fios,UN,active,72.80,100.46,ICMS18,PRD-00312
SRC-PROD-00313,SKU-NDB-00313,Disjuntores Modelo 0313,Disjuntores,CX,active,73.70,101.71,ICMS18,PRD-00313
SRC-PROD-00314,SKU-NDB-00314,Tomadas e Interruptores Modelo 0314,Tomadas e Interruptores,MT,active,74.60,102.95,ICMS18,PRD-00314
SRC-PROD-00315,SKU-NDB-00315,Iluminacao LED Modelo 0315,Iluminacao LED,RL,active,75.50,96.64,ICMS18,PRD-00315
SRC-PROD-00316,SKU-NDB-00316,Conexoes PVC Modelo 0316,Conexoes PVC,UN,active,76.40,105.43,ICMS18,PRD-00316
SRC-PROD-00317,SKU-NDB-00317,Tubos e Eletrodutos Modelo 0317,Tubos e Eletrodutos,CX,active,77.30,106.67,ICMS18,PRD-00317
SRC-PROD-00318,SKU-NDB-00318,Bombas Hidraulicas Modelo 0318,Bombas Hidraulicas,MT,active,78.20,107.92,ICMS18,PRD-00318
SRC-PROD-00319,SKU-NDB-00319,Ferramentas Modelo 0319,Ferramentas,RL,active,79.10,109.16,ICMS18,PRD-00319
SRC-PROD-00320,SKU-NDB-00320,Fixacao Modelo 0320,Fixacao,UN,active,80.00,110.40,ICMS18,PRD-00320
SRC-PROD-00321,SKU-NDB-00321,Painel Eletrico Modelo 0321,Painel Eletrico,CX,active,80.90,111.64,ICMS18,PRD-00321
SRC-PROD-00322,SKU-NDB-00322,Valvulas Modelo 0322,Valvulas,MT,active,81.80,104.70,ICMS18,PRD-00322
SRC-PROD-00323,SKU-NDB-00323,Acessorios Hidraulicos Modelo 0323,Acessorios Hidraulicos,RL,active,82.70,114.13,ICMS18,PRD-00323
SRC-PROD-00324,SKU-NDB-00324,Cabos e Fios Modelo 0324,Cabos e Fios,UN,active,83.60,115.37,ICMS18,PRD-00324
SRC-PROD-00325,SKU-NDB-00325,Disjuntores Modelo 0325,Disjuntores,CX,active,84.50,116.61,ICMS18,PRD-00325
SRC-PROD-00326,SKU-NDB-00326,Tomadas e Interruptores Modelo 0326,Tomadas e Interruptores,MT,active,85.40,117.85,ICMS18,PRD-00326
SRC-PROD-00327,SKU-NDB-00327,Iluminacao LED Modelo 0327,Iluminacao LED,RL,active,86.30,119.09,ICMS18,PRD-00327
SRC-PROD-00328,SKU-NDB-00328,Conexoes PVC Modelo 0328,Conexoes PVC,UN,inactive,87.20,120.34,ICMS18,PRD-00328
SRC-PROD-00329,SKU-NDB-00329,Tubos e Eletrodutos Modelo 0329,Tubos e Eletrodutos,CX,active,88.10,112.77,ICMS18,PRD-00329
SRC-PROD-00330,SKU-NDB-00330,Bombas Hidraulicas Modelo 0330,Bombas Hidraulicas,MT,active,89.00,122.82,ICMS18,PRD-00330
SRC-PROD-00331,SKU-NDB-00331,Ferramentas Modelo 0331,Ferramentas,RL,active,89.90,124.06,ICMS18,PRD-00331
SRC-PROD-00332,SKU-NDB-00332,Fixacao Modelo 0332,Fixacao,UN,active,90.80,125.30,ICMS18,PRD-00332
SRC-PROD-00333,SKU-NDB-00333,Painel Eletrico Modelo 0333,Painel Eletrico,CX,active,91.70,126.55,ICMS18,PRD-00333
SRC-PROD-00334,SKU-NDB-00334,Valvulas Modelo 0334,Valvulas,MT,active,92.60,127.79,ICMS18,PRD-00334
SRC-PROD-00335,SKU-NDB-00335,Acessorios Hidraulicos Modelo 0335,Acessorios Hidraulicos,RL,active,93.50,129.03,ICMS18,PRD-00335
SRC-PROD-00336,SKU-NDB-00336,Cabos e Fios Modelo 0336,Cabos e Fios,UN,active,94.40,120.83,ICMS18,PRD-00336
SRC-PROD-00337,SKU-NDB-00337,Disjuntores Modelo 0337,Disjuntores,CX,active,95.30,131.51,ICMS18,PRD-00337
SRC-PROD-00338,SKU-NDB-00338,Tomadas e Interruptores Modelo 0338,Tomadas e Interruptores,MT,active,96.20,132.76,ICMS18,PRD-00338
SRC-PROD-00339,SKU-NDB-00339,Iluminacao LED Modelo 0339,Iluminacao LED,RL,active,97.10,134.00,ICMS18,PRD-00339
SRC-PROD-00340,SKU-NDB-00340,Conexoes PVC Modelo 0340,Conexoes PVC,UN,active,98.00,135.24,ICMS18,PRD-00340
SRC-PROD-00341,SKU-NDB-00341,Tubos e Eletrodutos Modelo 0341,Tubos e Eletrodutos,CX,active,98.90,136.48,ICMS18,PRD-00341
SRC-PROD-00342,SKU-NDB-00342,Bombas Hidraulicas Modelo 0342,Bombas Hidraulicas,MT,active,99.80,137.72,ICMS18,PRD-00342
SRC-PROD-00343,SKU-NDB-00343,Ferramentas Modelo 0343,Ferramentas,RL,active,100.70,128.90,ICMS18,PRD-00343
SRC-PROD-00344,SKU-NDB-00344,Fixacao Modelo 0344,Fixacao,UN,active,101.60,140.21,ICMS18,PRD-00344
SRC-PROD-00345,SKU-NDB-00345,Painel Eletrico Modelo 0345,Painel Eletrico,CX,active,102.50,141.45,ICMS18,PRD-00345
SRC-PROD-00346,SKU-NDB-00346,Valvulas Modelo 0346,Valvulas,MT,active,103.40,142.69,ICMS18,PRD-00346
SRC-PROD-00347,SKU-NDB-00347,Acessorios Hidraulicos Modelo 0347,Acessorios Hidraulicos,RL,active,104.30,143.93,ICMS18,PRD-00347
SRC-PROD-00348,SKU-NDB-00348,Cabos e Fios Modelo 0348,Cabos e Fios,UN,active,105.20,145.18,ICMS18,PRD-00348
SRC-PROD-00349,SKU-NDB-00349,Disjuntores Modelo 0349,Disjuntores,CX,active,106.10,146.42,ICMS18,PRD-00349
SRC-PROD-00350,SKU-NDB-00350,Tomadas e Interruptores Modelo 0350,Tomadas e Interruptores,MT,active,107.00,136.96,ICMS18,PRD-00350
SRC-PROD-00351,SKU-NDB-00351,Iluminacao LED Modelo 0351,Iluminacao LED,RL,active,107.90,148.90,ICMS18,PRD-00351
SRC-PROD-00352,SKU-NDB-00352,Conexoes PVC Modelo 0352,Conexoes PVC,UN,active,108.80,150.14,ICMS18,PRD-00352
SRC-PROD-00353,SKU-NDB-00353,Tubos e Eletrodutos Modelo 0353,Tubos e Eletrodutos,CX,active,109.70,151.39,ICMS18,PRD-00353
SRC-PROD-00354,SKU-NDB-00354,Bombas Hidraulicas Modelo 0354,Bombas Hidraulicas,MT,active,110.60,152.63,ICMS18,PRD-00354
SRC-PROD-00355,SKU-NDB-00355,Ferramentas Modelo 0355,Ferramentas,RL,active,111.50,153.87,ICMS18,PRD-00355
SRC-PROD-00356,SKU-NDB-00356,Fixacao Modelo 0356,Fixacao,UN,active,112.40,155.11,ICMS18,PRD-00356
SRC-PROD-00357,SKU-NDB-00357,Painel Eletrico Modelo 0357,Painel Eletrico,CX,active,113.30,145.02,ICMS18,PRD-00357
SRC-PROD-00358,SKU-NDB-00358,Valvulas Modelo 0358,Valvulas,MT,active,114.20,157.60,ICMS18,PRD-00358
SRC-PROD-00359,SKU-NDB-00359,Acessorios Hidraulicos Modelo 0359,Acessorios Hidraulicos,RL,active,115.10,158.84,ICMS18,PRD-00359
SRC-PROD-00360,SKU-NDB-00360,Cabos e Fios Modelo 0360,Cabos e Fios,UN,active,8.00,11.04,ICMS18,PRD-00360
SRC-PROD-00361,SKU-NDB-00361,Disjuntores Modelo 0361,Disjuntores,CX,active,8.90,12.28,ICMS18,PRD-00361
SRC-PROD-00362,SKU-NDB-00362,Tomadas e Interruptores Modelo 0362,Tomadas e Interruptores,MT,active,9.80,13.52,ICMS18,PRD-00362
SRC-PROD-00363,SKU-NDB-00363,Iluminacao LED Modelo 0363,Iluminacao LED,RL,active,10.70,14.77,ICMS18,PRD-00363
SRC-PROD-00364,SKU-NDB-00364,Conexoes PVC Modelo 0364,Conexoes PVC,UN,active,11.60,14.85,ICMS18,PRD-00364
SRC-PROD-00365,SKU-NDB-00365,Tubos e Eletrodutos Modelo 0365,Tubos e Eletrodutos,CX,active,12.50,17.25,ICMS18,PRD-00365
SRC-PROD-00366,SKU-NDB-00366,Bombas Hidraulicas Modelo 0366,Bombas Hidraulicas,MT,active,13.40,18.49,ICMS18,PRD-00366
SRC-PROD-00367,SKU-NDB-00367,Ferramentas Modelo 0367,Ferramentas,RL,active,14.30,19.73,ICMS18,PRD-00367
SRC-PROD-00368,SKU-NDB-00368,Fixacao Modelo 0368,Fixacao,UN,active,15.20,20.98,ICMS18,PRD-00368
SRC-PROD-00369,SKU-NDB-00369,Painel Eletrico Modelo 0369,Painel Eletrico,CX,inactive,16.10,22.22,ICMS18,PRD-00369
SRC-PROD-00370,SKU-NDB-00370,Valvulas Modelo 0370,Valvulas,MT,active,17.00,23.46,ICMS18,PRD-00370
SRC-PROD-00371,SKU-NDB-00371,Acessorios Hidraulicos Modelo 0371,Acessorios Hidraulicos,RL,active,17.90,22.91,ICMS18,PRD-00371
SRC-PROD-00372,SKU-NDB-00372,Cabos e Fios Modelo 0372,Cabos e Fios,UN,active,18.80,25.94,ICMS18,PRD-00372
SRC-PROD-00373,SKU-NDB-00373,Disjuntores Modelo 0373,Disjuntores,CX,active,19.70,27.19,ICMS18,PRD-00373
SRC-PROD-00374,SKU-NDB-00374,Tomadas e Interruptores Modelo 0374,Tomadas e Interruptores,MT,active,20.60,28.43,ICMS18,PRD-00374
SRC-PROD-00375,SKU-NDB-00375,Iluminacao LED Modelo 0375,Iluminacao LED,RL,active,21.50,29.67,ICMS18,PRD-00375
SRC-PROD-00376,SKU-NDB-00376,Conexoes PVC Modelo 0376,Conexoes PVC,UN,active,22.40,30.91,ICMS18,PRD-00376
SRC-PROD-00377,SKU-NDB-00377,Tubos e Eletrodutos Modelo 0377,Tubos e Eletrodutos,CX,active,23.30,32.15,ICMS18,PRD-00377
