purchase_id,supplier_id,purchase_date,expected_delivery_date,actual_delivery_date,status,gross_amount,delay_days
PO-002217,SUP-036,2025-04-06,2025-04-19,2025-04-19,entregue,4462.42,0
PO-002218,SUP-041,2025-05-07,2025-05-21,2025-05-22,entregue,4540.99,1
PO-002219,SUP-046,2025-06-08,2025-06-23,2025-06-25,entregue,4620.24,2
PO-002220,SUP-051,2025-07-09,2025-07-25,2025-07-25,entregue,4700.16,0
PO-002221,SUP-056,2025-08-10,2025-08-27,2025-08-28,entregue,4780.75,1
PO-002222,SUP-061,2025-09-11,2025-09-29,2025-10-01,entregue,4862.02,2
PO-002223,SUP-066,2025-10-12,2025-10-31,2025-10-31,entregue,4943.95,0
PO-002224,SUP-071,2025-11-13,2025-12-03,2025-12-04,entregue,5026.56,1
PO-002225,SUP-076,2025-12-14,2026-01-04,2026-01-06,entregue,5109.84,2
PO-002226,SUP-081,2026-01-15,2026-02-06,2026-02-06,entregue,5193.79,0
PO-002227,SUP-001,2026-02-16,2026-03-11,2026-03-12,entregue,5278.42,1
PO-002228,SUP-006,2026-03-17,2026-04-10,2026-04-12,entregue,5363.71,2
PO-002229,SUP-011,2026-04-18,2026-05-13,2026-05-24,entregue,5449.68,11
PO-002230,SUP-016,2026-05-19,2026-06-14,2026-06-15,entregue,5536.32,1
PO-002231,SUP-021,2026-06-20,2026-07-17,2026-07-19,aberto,5623.63,2
PO-002232,SUP-026,2026-07-21,2026-07-31,2026-07-31,aberto,5711.62,0
PO-002233,SUP-031,2024-08-22,2024-09-02,2024-09-03,entregue,4866.00,1
PO-002234,SUP-036,2024-09-23,2024-10-05,2024-10-07,entregue,4947.26,2
PO-002235,SUP-041,2024-10-24,2024-11-06,2024-11-06,entregue,5029.20,0
PO-002236,SUP-046,2024-11-25,2024-12-09,2024-12-10,entregue,5111.81,1
PO-002237,SUP-051,2024-12-26,2025-01-10,2025-01-12,entregue,5195.09,2
PO-002238,SUP-056,2025-01-27,2025-02-12,2025-02-12,entregue,5279.04,0
PO-002239,SUP-061,2025-02-28,2025-03-17,2025-03-18,entregue,5363.66,1
PO-002240,SUP-066,2025-03-01,2025-03-19,2025-03-21,entregue,5448.96,2
PO-002241,SUP-071,2025-04-02,2025-04-21,2025-04-21,entregue,5534.93,0
PO-002242,SUP-076,2025-05-03,2025-05-23,2025-05-24,entregue,5621.57,1
PO-002243,SUP-081,2025-06-04,2025-06-25,2025-06-27,entregue,5708.88,2
PO-002244,SUP-001,2025-07-05,2025-07-27,2025-07-27,entregue,5796.86,0
PO-002245,SUP-006,2025-08-06,2025-08-29,2025-08-30,entregue,5885.52,1
PO-002246,SUP-011,2025-09-07,2025-10-01,2025-10-15,entregue,5974.85,14
PO-002247,SUP-016,2025-10-08,2025-11-02,2025-11-02,entregue,6064.85,0
PO-002248,SUP-021,2025-11-09,2025-12-05,2025-12-06,entregue,6155.52,1
PO-002249,SUP-026,2025-12-10,2026-01-06,2026-01-08,entregue,6246.86,2
PO-002250,SUP-031,2026-01-11,2026-01-21,2026-01-21,entregue,2044.80,0
PO-002251,SUP-036,2026-02-12,2026-02-23,2026-02-24,entregue,2107.25,1
PO-002252,SUP-041,2026-03-13,2026-03-25,2026-03-27,entregue,2170.37,2
PO-002253,SUP-046,2026-04-14,2026-04-27,2026-04-27,entregue,2234.16,0
PO-002254,SUP-051,2026-05-15,2026-05-29,2026-05-30,entregue,2298.62,1
PO-002255,SUP-056,2026-06-16,2026-07-01,2026-07-03,entregue,2363.76,2
PO-002256,SUP-061,2026-07-17,2026-08-02,2026-08-02,aberto,2429.57,0
PO-002257,SUP-066,2024-08-18,2024-09-04,2024-09-05,entregue,2094.00,1
PO-002258,SUP-071,2024-09-19,2024-10-07,2024-10-09,entregue,2153.09,2
PO-002259,SUP-076,2024-10-20,2024-11-08,2024-11-08,entregue,2212.85,0
PO-002260,SUP-081,2024-11-21,2024-12-11,2024-12-12,entregue,2273.28,1
PO-002261,SUP-001,2024-12-22,2025-01-12,2025-01-14,entregue,2334.38,2
PO-002262,SUP-006,2025-01-23,2025-02-14,2025-02-14,entregue,2396.16,0
PO-002263,SUP-011,2025-02-24,2025-03-19,2025-03-29,entregue,2458.61,10
PO-002264,SUP-016,2025-03-25,2025-04-18,2025-04-20,entregue,2521.73,2
PO-002265,SUP-021,2025-04-26,2025-05-21,2025-05-21,entregue,2585.52,0
PO-002266,SUP-026,2025-05-27,2025-06-22,2025-06-23,entregue,2649.98,1
PO-002267,SUP-031,2025-06-28,2025-07-25,2025-07-27,entregue,2715.12,2
PO-002268,SUP-036,2025-07-01,2025-07-11,2025-07-11,entregue,2780.93,0
PO-002269,SUP-041,2025-08-02,2025-08-13,2025-08-14,entregue,2847.41,1
PO-002270,SUP-046,2025-09-03,2025-09-15,2025-09-17,entregue,2914.56,2
PO-002271,SUP-051,2025-10-04,2025-10-17,2025-10-17,entregue,2982.38,0
PO-002272,SUP-056,2025-11-05,2025-11-19,2025-11-20,entregue,3050.88,1
PO-002273,SUP-061,2025-12-06,2025-12-21,2025-12-23,entregue,3120.05,2
PO-002274,SUP-066,2026-01-07,2026-01-23,2026-01-23,entregue,3189.89,0
PO-002275,SUP-071,2026-02-08,2026-02-25,2026-02-26,entregue,3260.40,1
PO-002276,SUP-076,2026-03-09,2026-03-27,2026-03-29,entregue,3331.58,2
PO-002277,SUP-081,2026-04-10,2026-04-29,2026-04-29,entregue,3403.44,0
PO-002278,SUP-001,2026-05-11,2026-05-31,2026-06-01,entregue,3475.97,1
PO-002279,SUP-006,2026-06-12,2026-07-03,2026-07-05,entregue,3549.17,2
PO-002280,SUP-011,2026-07-13,2026-08-04,2026-08-17,aberto,3623.04,13
PO-002281,SUP-016,2024-08-14,2024-09-06,2024-09-07,entregue,3102.00,1
PO-002282,SUP-021,2024-09-15,2024-10-09,2024-10-11,entregue,3169.15,2
PO-002283,SUP-026,2024-10-16,2024-11-10,2024-11-10,entregue,3236.98,0
PO-002284,SUP-031,2024-11-17,2024-12-13,2024-12-14,entregue,3305.47,1
PO-002285,SUP-036,2024-12-18,2025-01-14,2025-01-16,entregue,3374.64,2
PO-002286,SUP-041,2025-01-19,2025-01-29,2025-01-29,entregue,3444.48,0
PO-002287,SUP-046,2025-02-20,2025-03-03,2025-03-04,entregue,3514.99,1
PO-002288,SUP-051,2025-03-21,2025-04-02,2025-04-04,entregue,3586.18,2
PO-002289,SUP-056,2025-04-22,2025-05-05,2025-05-05,entregue,3658.03,0
PO-002290,SUP-061,2025-05-23,2025-06-06,2025-06-07,entregue,3730.56,1
PO-002291,SUP-066,2025-06-24,2025-07-09,2025-07-11,entregue,3803.76,2
PO-002292,SUP-071,2025-07-25,2025-08-10,2025-08-10,entregue,3877.63,0
PO-002293,SUP-076,2025-08-26,2025-09-12,2025-09-13,entregue,3952.18,1
PO-002294,SUP-081,2025-09-27,2025-10-15,2025-10-17,entregue,4027.39,2
PO-002295,SUP-001,2025-10-28,2025-11-16,2025-11-16,entregue,4103.28,0
PO-002296,SUP-006,2025-11-01,2025-11-21,2025-11-22,entregue,4179.84,1
PO-002297,SUP-011,2025-12-02,2025-12-23,2026-01-01,entregue,4257.07,9
PO-002298,SUP-016,2026-01-03,2026-01-25,2026-01-25,entregue,4334.98,0
PO-002299,SUP-021,2026-02-04,2026-02-27,2026-02-28,entregue,4413.55,1
PO-002300,SUP-026,2026-03-05,2026-03-29,2026-03-31,entregue,4492.80,2
PO-002301,SUP-031,2026-04-06,2026-05-01,2026-05-01,entregue,4572.72,0
PO-002302,SUP-036,2026-05-07,2026-06-02,2026-06-03,entregue,4653.31,1
PO-002303,SUP-041,2026-06-08,2026-07-05,2026-07-07,entregue,4734.58,2
PO-002304,SUP-046,2026-07-09,2026-07-19,2026-07-19,aberto,4816.51,0
PO-002305,SUP-051,2024-08-10,2024-08-21,2024-08-22,entregue,4110.00,1
PO-002306,SUP-056,2024-09-11,2024-09-23,2024-09-25,entregue,4185.22,2
PO-002307,SUP-061,2024-10-12,2024-10-25,2024-10-25,entregue,4261.10,0
PO-002308,SUP-066,2024-11-13,2024-11-27,2024-11-28,entregue,4337.66,1
PO-002309,SUP-071,2024-12-14,2024-12-29,2024-12-31,entregue,4414.90,2
PO-002310,SUP-076,2025-01-15,2025-01-31,2025-01-31,entregue,4492.80,0
PO-002311,SUP-081,2025-02-16,2025-03-05,2025-03-06,entregue,4571.38,1
PO-002312,SUP-001,2025-03-17,2025-04-04,2025-04-06,entregue,4650.62,2
PO-002313,SUP-006,2025-04-18,2025-05-07,2025-05-07,entregue,4730.54,0
PO-002314,SUP-011,2025-05-19,2025-06-08,2025-06-20,entregue,4811.14,12
PO-002315,SUP-016,2025-06-20,2025-07-11,2025-07-13,entregue,4892.40,2
PO-002316,SUP-021,2025-07-21,2025-08-12,2025-08-12,entregue,4974.34,0
PO-002317,SUP-026,2025-08-22,2025-09-14,2025-09-15,entregue,5056.94,1
PO-002318,SUP-031,2025-09-23,2025-10-17,2025-10-19,entregue,5140.22,2
PO-002319,SUP-036,2025-10-24,2025-11-18,2025-11-18,entregue,5224.18,0
PO-002320,SUP-041,2025-11-25,2025-12-21,2025-12-22,entregue,5308.80,1
PO-002321,SUP-046,2025-12-26,2026-01-22,2026-01-24,entregue,5394.10,2
PO-002322,SUP-051,2026-01-27,2026-02-06,2026-02-06,entregue,5480.06,0
PO-002323,SUP-056,2026-02-28,2026-03-11,2026-03-12,entregue,5566.70,1
PO-002324,SUP-061,2026-03-01,2026-03-13,2026-03-15,entregue,5654.02,2
PO-002325,SUP-066,2026-04-02,2026-04-15,2026-04-15,entregue,5742.00,0
PO-002326,SUP-071,2026-05-03,2026-05-17,2026-05-18,entregue,5830.66,1
PO-002327,SUP-076,2026-06-04,2026-06-19,2026-06-21,entregue,5919.98,2
PO-002328,SUP-081,2026-07-05,2026-07-21,2026-07-21,aberto,6009.98,0
PO-002329,SUP-001,2024-08-06,2024-08-23,2024-08-24,entregue,5118.00,1
PO-002330,SUP-006,2024-09-07,2024-09-25,2024-09-27,entregue,5201.28,2
PO-002331,SUP-011,2024-10-08,2024-10-27,2024-11-04,entregue,5285.23,8
PO-002332,SUP-016,2024-11-09,2024-11-29,2024-11-30,entregue,5369.86,1
PO-002333,SUP-021,2024-12-10,2024-12-31,2025-01-02,entregue,5455.15,2
PO-002334,SUP-026,2025-01-11,2025-02-02,2025-02-02,entregue,5541.12,0
PO-002335,SUP-031,2025-02-12,2025-03-07,2025-03-08,entregue,5627.76,1
PO-002336,SUP-036,2025-03-13,2025-04-06,2025-04-08,entregue,5715.07,2
PO-002337,SUP-041,2025-04-14,2025-05-09,2025-05-09,entregue,5803.06,0
PO-002338,SUP-046,2025-05-15,2025-06-10,2025-06-11,entregue,5891.71,1
PO-002339,SUP-051,2025-06-16,2025-07-13,2025-07-15,entregue,5981.04,2
PO-002340,SUP-056,2025-07-17,2025-07-27,2025-07-27,entregue,1958.40,0
PO-002341,SUP-061,2025-08-18,2025-08-29,2025-08-30,entregue,2018.83,1
PO-002342,SUP-066,2025-09-19,2025-10-01,2025-10-03,entregue,2079.94,2
PO-002343,SUP-071,2025-10-20,2025-11-02,2025-11-02,entregue,2141.71,0
PO-002344,SUP-076,2025-11-21,2025-12-05,2025-12-06,entregue,2204.16,1
PO-002345,SUP-081,2025-12-22,2026-01-06,2026-01-08,entregue,2267.28,2
PO-002346,SUP-001,2026-01-23,2026-02-08,2026-02-08,entregue,2331.07,0
PO-002347,SUP-006,2026-02-24,2026-03-13,2026-03-14,entregue,2395.54,1
PO-002348,SUP-011,2026-03-25,2026-04-12,2026-04-23,entregue,2460.67,11
PO-002349,SUP-016,2026-04-26,2026-05-15,2026-05-15,entregue,2526.48,0
PO-002350,SUP-021,2026-05-27,2026-06-16,2026-06-17,entregue,2592.96,1
PO-002351,SUP-026,2026-06-28,2026-07-19,2026-07-21,aberto,2660.11,2
PO-002352,SUP-031,2026-07-01,2026-07-23,2026-07-23,aberto,2727.94,0
PO-002353,SUP-036,2024-08-02,2024-08-25,2024-08-26,entregue,2346.00,1
PO-002354,SUP-041,2024-09-03,2024-09-27,2024-09-29,entregue,2407.10,2
PO-002355,SUP-046,2024-10-04,2024-10-29,2024-10-29,entregue,2468.88,0
PO-002356,SUP-051,2024-11-05,2024-12-01,2024-12-02,entregue,2531.33,1
PO-002357,SUP-056,2024-12-06,2025-01-02,2025-01-04,entregue,2594.45,2
PO-002358,SUP-061,2025-01-07,2025-01-17,2025-01-17,entregue,2658.24,0
PO-002359,SUP-066,2025-02-08,2025-02-19,2025-02-20,entregue,2722.70,1
PO-002360,SUP-071,2025-03-09,2025-03-21,2025-03-23,entregue,2787.84,2
PO-002361,SUP-076,2025-04-10,2025-04-23,2025-04-23,entregue,2853.65,0
PO-002362,SUP-081,2025-05-11,2025-05-25,2025-05-26,entregue,2920.13,1
PO-002363,SUP-001,2025-06-12,2025-06-27,2025-06-29,entregue,2987.28,2
PO-002364,SUP-006,2025-07-13,2025-07-29,2025-07-29,entregue,3055.10,0
PO-002365,SUP-011,2025-08-14,2025-08-31,2025-09-14,entregue,3123.60,14
PO-002366,SUP-016,2025-09-15,2025-10-03,2025-10-05,entregue,3192.77,2
PO-002367,SUP-021,2025-10-16,2025-11-04,2025-11-04,entregue,3262.61,0
PO-002368,SUP-026,2025-11-17,2025-12-07,2025-12-08,entregue,3333.12,1
PO-002369,SUP-031,2025-12-18,2026-01-08,2026-01-10,entregue,3404.30,2
PO-002370,SUP-036,2026-01-19,2026-02-10,2026-02-10,entregue,3476.16,0
PO-002371,SUP-041,2026-02-20,2026-03-15,2026-03-16,entregue,3548.69,1
PO-002372,SUP-046,2026-03-21,2026-04-14,2026-04-16,entregue,3621.89,2
PO-002373,SUP-051,2026-04-22,2026-05-17,2026-05-17,entregue,3695.76,0
PO-002374,SUP-056,2026-05-23,2026-06-18,2026-06-19,entregue,3770.30,1
PO-002375,SUP-061,2026-06-24,2026-07-21,2026-07-23,aberto,3845.52,2
PO-002376,SUP-066,2026-07-25,2026-08-04,2026-08-04,aberto,3921.41,0
PO-002377,SUP-071,2024-08-26,2024-09-06,2024-09-07,entregue,3354.00,1
PO-002378,SUP-076,2024-09-27,2024-10-09,2024-10-11,entregue,3423.17,2
PO-002379,SUP-081,2024-10-28,2024-11-10,2024-11-10,entregue,3493.01,0
PO-002380,SUP-001,2024-11-01,2024-11-15,2024-11-16,entregue,3563.52,1
PO-002381,SUP-006,2024-12-02,2024-12-17,2024-12-19,entregue,3634.70,2
PO-002382,SUP-011,2025-01-03,2025-01-19,2025-01-29,entregue,3706.56,10
PO-002383,SUP-016,2025-02-04,2025-02-21,2025-02-22,entregue,3779.09,1
PO-002384,SUP-021,2025-03-05,2025-03-23,2025-03-25,entregue,3852.29,2
PO-002385,SUP-026,2025-04-06,2025-04-25,2025-04-25,entregue,3926.16,0
PO-002386,SUP-031,2025-05-07,2025-05-27,2025-05-28,entregue,4000.70,1
PO-002387,SUP-036,2025-06-08,2025-06-29,2025-07-01,entregue,4075.92,2
PO-002388,SUP-041,2025-07-09,2025-07-31,2025-07-31,entregue,4151.81,0
PO-002389,SUP-046,2025-08-10,2025-09-02,2025-09-03,entregue,4228.37,1
PO-002390,SUP-051,2025-09-11,2025-10-05,2025-10-07,entregue,4305.60,2
PO-002391,SUP-056,2025-10-12,2025-11-06,2025-11-06,entregue,4383.50,0
PO-002392,SUP-061,2025-11-13,2025-12-09,2025-12-10,entregue,4462.08,1
PO-002393,SUP-066,2025-12-14,2026-01-10,2026-01-12,entregue,4541.33,2
PO-002394,SUP-071,2026-01-15,2026-01-25,2026-01-25,entregue,4621.25,0
PO-002395,SUP-076,2026-02-16,2026-02-27,2026-02-28,entregue,4701.84,1
PO-002396,SUP-081,2026-03-17,2026-03-29,2026-03-31,entregue,4783.10,2
PO-002397,SUP-001,2026-04-18,2026-05-01,2026-05-01,entregue,4865.04,0
PO-002398,SUP-006,2026-05-19,2026-06-02,2026-06-03,entregue,4947.65,1
PO-002399,SUP-011,2026-06-20,2026-07-05,2026-07-18,aberto,5030.93,13
PO-002400,SUP-016,2026-07-21,2026-08-06,2026-08-06,aberto,5114.88,0
PO-002401,SUP-021,2024-08-22,2024-09-08,2024-09-09,entregue,4362.00,1
PO-002402,SUP-026,2024-09-23,2024-10-11,2024-10-13,entregue,4439.23,2
PO-002403,SUP-031,2024-10-24,2024-11-12,2024-11-12,entregue,4517.14,0
PO-002404,SUP-036,2024-11-25,2024-12-15,2024-12-16,entregue,4595.71,1
PO-002405,SUP-041,2024-12-26,2025-01-16,2025-01-18,entregue,4674.96,2
PO-002406,SUP-046,2025-01-27,2025-02-18,2025-02-18,entregue,4754.88,0
PO-002407,SUP-051,2025-02-28,2025-03-23,2025-03-24,entregue,4835.47,1
PO-002408,SUP-056,2025-03-01,2025-03-25,2025-03-27,entregue,4916.74,2
PO-002409,SUP-061,2025-04-02,2025-04-27,2025-04-27,entregue,4998.67,0
PO-002410,SUP-066,2025-05-03,2025-05-29,2025-05-30,entregue,5081.28,1
PO-002411,SUP-071,2025-06-04,2025-07-01,2025-07-03,entregue,5164.56,2
PO-002412,SUP-076,2025-07-05,2025-07-15,2025-07-15,entregue,5248.51,0
PO-002413,SUP-081,2025-08-06,2025-08-17,2025-08-18,entregue,5333.14,1
PO-002414,SUP-001,2025-09-07,2025-09-19,2025-09-21,entregue,5418.43,2
PO-002415,SUP-006,2025-10-08,2025-10-21,2025-10-21,entregue,5504.40,0
PO-002416,SUP-011,2025-11-09,2025-11-23,2025-12-02,entregue,5591.04,9
PO-002417,SUP-016,2025-12-10,2025-12-25,2025-12-27,entregue,5678.35,2
PO-002418,SUP-021,2026-01-11,2026-01-27,2026-01-27,entregue,5766.34,0
PO-002419,SUP-026,2026-02-12,2026-03-01,2026-03-02,entregue,5854.99,1
PO-002420,SUP-031,2026-03-13,2026-03-31,2026-04-02,entregue,5944.32,2
PO-002421,SUP-036,2026-04-14,2026-05-03,2026-05-03,entregue,6034.32,0
PO-002422,SUP-041,2026-05-15,2026-06-04,2026-06-05,entregue,6124.99,1
PO-002423,SUP-046,2026-06-16,2026-07-07,2026-07-09,entregue,6216.34,2
PO-002424,SUP-051,2026-07-17,2026-08-08,2026-08-08,aberto,6308.35,0
PO-002425,SUP-056,2024-08-18,2024-09-10,2024-09-11,entregue,5370.00,1
PO-002426,SUP-061,2024-09-19,2024-10-13,2024-10-15,entregue,5455.30,2
PO-002427,SUP-066,2024-10-20,2024-11-14,2024-11-14,entregue,5541.26,0
PO-002428,SUP-071,2024-11-21,2024-12-17,2024-12-18,entregue,5627.90,1
PO-002429,SUP-076,2024-12-22,2025-01-18,2025-01-20,entregue,5715.22,2
PO-002430,SUP-081,2025-01-23,2025-02-02,2025-02-02,entregue,1872.00,0
PO-002431,SUP-001,2025-02-24,2025-03-07,2025-03-08,entregue,1930.42,1
PO-002432,SUP-006,2025-03-25,2025-04-06,2025-04-08,entregue,1989.50,2
PO-002433,SUP-011,2025-04-26,2025-05-09,2025-05-21,entregue,2049.26,12
PO-002434,SUP-016,2025-05-27,2025-06-10,2025-06-11,entregue,2109.70,1
PO-002435,SUP-021,2025-06-28,2025-07-13,2025-07-15,entregue,2170.80,2
PO-002436,SUP-026,2025-07-01,2025-07-17,2025-07-17,entregue,2232.58,0
PO-002437,SUP-031,2025-08-02,2025-08-19,2025-08-20,entregue,2295.02,1
PO-002438,SUP-036,2025-09-03,2025-09-21,2025-09-23,entregue,2358.14,2
PO-002439,SUP-041,2025-10-04,2025-10-23,2025-10-23,entregue,2421.94,0
PO-002440,SUP-046,2025-11-05,2025-11-25,2025-11-26,entregue,2486.40,1
PO-002441,SUP-051,2025-12-06,2025-12-27,2025-12-29,entregue,2551.54,2
PO-002442,SUP-056,2026-01-07,2026-01-29,2026-01-29,entregue,2617.34,0
PO-002443,SUP-061,2026-02-08,2026-03-03,2026-03-04,entregue,2683.82,1
PO-002444,SUP-066,2026-03-09,2026-04-02,2026-04-04,entregue,2750.98,2
PO-002445,SUP-071,2026-04-10,2026-05-05,2026-05-05,entregue,2818.80,0
PO-002446,SUP-076,2026-05-11,2026-06-06,2026-06-07,entregue,2887.30,1
PO-002447,SUP-081,2026-06-12,2026-07-09,2026-07-11,aberto,2956.46,2
PO-002448,SUP-001,2026-07-13,2026-07-23,2026-07-23,aberto,3026.30,0
PO-002449,SUP-006,2024-08-14,2024-08-25,2024-08-26,entregue,2598.00,1
PO-002450,SUP-011,2024-09-15,2024-09-27,2024-10-05,entregue,2661.12,8
PO-002451,SUP-016,2024-10-16,2024-10-29,2024-10-29,entregue,2724.91,0
PO-002452,SUP-021,2024-11-17,2024-12-01,2024-12-02,entregue,2789.38,1
PO-002453,SUP-026,2024-12-18,2025-01-02,2025-01-04,entregue,2854.51,2
PO-002454,SUP-031,2025-01-19,2025-02-04,2025-02-04,entregue,2920.32,0
PO-002455,SUP-036,2025-02-20,2025-03-09,2025-03-10,entregue,2986.80,1
PO-002456,SUP-041,2025-03-21,2025-04-08,2025-04-10,entregue,3053.95,2
PO-002457,SUP-046,2025-04-22,2025-05-11,2025-05-11,entregue,3121.78,0
PO-002458,SUP-051,2025-05-23,2025-06-12,2025-06-13,entregue,3190.27,1
PO-002459,SUP-056,2025-06-24,2025-07-15,2025-07-17,entregue,3259.44,2
PO-002460,SUP-061,2025-07-25,2025-08-16,2025-08-16,entregue,3329.28,0
PO-002461,SUP-066,2025-08-26,2025-09-18,2025-09-19,entregue,3399.79,1
PO-002462,SUP-071,2025-09-27,2025-10-21,2025-10-23,entregue,3470.98,2
PO-002463,SUP-076,2025-10-28,2025-11-22,2025-11-22,entregue,3542.83,0
PO-002464,SUP-081,2025-11-01,2025-11-27,2025-11-28,entregue,3615.36,1
PO-002465,SUP-001,2025-12-02,2025-12-29,2025-12-31,entregue,3688.56,2
PO-002466,SUP-006,2026-01-03,2026-01-13,2026-01-13,entregue,3762.43,0
PO-002467,SUP-011,2026-02-04,2026-02-15,2026-02-26,entregue,3836.98,11
PO-002468,SUP-016,2026-03-05,2026-03-17,2026-03-19,entregue,3912.19,2
PO-002469,SUP-021,2026-04-06,2026-04-19,2026-04-19,entregue,3988.08,0
PO-002470,SUP-026,2026-05-07,2026-05-21,2026-05-22,entregue,4064.64,1
PO-002471,SUP-031,2026-06-08,2026-06-23,2026-06-25,entregue,4141.87,2
PO-002472,SUP-036,2026-07-09,2026-07-25,2026-07-25,aberto,4219.78,0
PO-002473,SUP-041,2024-08-10,2024-08-27,2024-08-28,entregue,3606.00,1
PO-002474,SUP-046,2024-09-11,2024-09-29,2024-10-01,entregue,3677.18,2
PO-002475,SUP-051,2024-10-12,2024-10-31,2024-10-31,entregue,3749.04,0
PO-002476,SUP-056,2024-11-13,2024-12-03,2024-12-04,entregue,3821.57,1
PO-002477,SUP-061,2024-12-14,2025-01-04,2025-01-06,entregue,3894.77,2
PO-002478,SUP-066,2025-01-15,2025-02-06,2025-02-06,entregue,3968.64,0
PO-002479,SUP-071,2025-02-16,2025-03-11,2025-03-12,entregue,4043.18,1
PO-002480,SUP-076,2025-03-17,2025-04-10,2025-04-12,entregue,4118.40,2
PO-002481,SUP-081,2025-04-18,2025-05-13,2025-05-13,entregue,4194.29,0
PO-002482,SUP-001,2025-05-19,2025-06-14,2025-06-15,entregue,4270.85,1
PO-002483,SUP-006,2025-06-20,2025-07-17,2025-07-19,entregue,4348.08,2
PO-002484,SUP-011,2025-07-21,2025-07-31,2025-08-14,entregue,4425.98,14
PO-002485,SUP-016,2025-08-22,2025-09-02,2025-09-03,entregue,4504.56,1
PO-002486,SUP-021,2025-09-23,2025-10-05,2025-10-07,entregue,4583.81,2
PO-002487,SUP-026,2025-10-24,2025-11-06,2025-11-06,entregue,4663.73,0
PO-002488,SUP-031,2025-11-25,2025-12-09,2025-12-10,entregue,4744.32,1
PO-002489,SUP-036,2025-12-26,2026-01-10,2026-01-12,entregue,4825.58,2
PO-002490,SUP-041,2026-01-27,2026-02-12,2026-02-12,entregue,4907.52,0
PO-002491,SUP-046,2026-02-28,2026-03-17,2026-03-18,entregue,4990.13,1
PO-002492,SUP-051,2026-03-01,2026-03-19,2026-03-21,entregue,5073.41,2
PO-002493,SUP-056,2026-04-02,2026-04-21,2026-04-21,entregue,5157.36,0
PO-002494,SUP-061,2026-05-03,2026-05-23,2026-05-24,entregue,5241.98,1
PO-002495,SUP-066,2026-06-04,2026-06-25,2026-06-27,entregue,5327.28,2
PO-002496,SUP-071,2026-07-05,2026-07-27,2026-07-27,aberto,5413.25,0
PO-002497,SUP-076,2024-08-06,2024-08-29,2024-08-30,entregue,4614.00,1
PO-002498,SUP-081,2024-09-07,2024-10-01,2024-10-03,entregue,4693.25,2
PO-002499,SUP-001,2024-10-08,2024-11-02,2024-11-02,entregue,4773.17,0
PO-002500,SUP-006,2024-11-09,2024-12-05,2024-12-06,entregue,4853.76,1
PO-002501,SUP-011,2024-12-10,2025-01-06,2025-01-16,entregue,4935.02,10
PO-002502,SUP-016,2025-01-11,2025-01-21,2025-01-21,entregue,5016.96,0
PO-002503,SUP-021,2025-02-12,2025-02-23,2025-02-24,entregue,5099.57,1
PO-002504,SUP-026,2025-03-13,2025-03-25,2025-03-27,entregue,5182.85,2
PO-002505,SUP-031,2025-04-14,2025-04-27,2025-04-27,entregue,5266.80,0
PO-002506,SUP-036,2025-05-15,2025-05-29,2025-05-30,entregue,5351.42,1
PO-002507,SUP-041,2025-06-16,2025-07-01,2025-07-03,entregue,5436.72,2
PO-002508,SUP-046,2025-07-17,2025-08-02,2025-08-02,entregue,5522.69,0
PO-002509,SUP-051,2025-08-18,2025-09-04,2025-09-05,entregue,5609.33,1
PO-002510,SUP-056,2025-09-19,2025-10-07,2025-10-09,entregue,5696.64,2
PO-002511,SUP-061,2025-10-20,2025-11-08,2025-11-08,entregue,5784.62,0
PO-002512,SUP-066,2025-11-21,2025-12-11,2025-12-12,entregue,5873.28,1
PO-002513,SUP-071,2025-12-22,2026-01-12,2026-01-14,entregue,5962.61,2
PO-002514,SUP-076,2026-01-23,2026-02-14,2026-02-14,entregue,6052.61,0
PO-002515,SUP-081,2026-02-24,2026-03-19,2026-03-20,entregue,6143.28,1
PO-002516,SUP-001,2026-03-25,2026-04-18,2026-04-20,entregue,6234.62,2
PO-002517,SUP-006,2026-04-26,2026-05-21,2026-05-21,entregue,6326.64,0
PO-002518,SUP-011,2026-05-27,2026-06-22,2026-07-05,entregue,6419.33,13
PO-002519,SUP-016,2026-06-28,2026-07-25,2026-07-27,aberto,6512.69,2
PO-002520,SUP-021,2026-07-01,2026-07-11,2026-07-11,aberto,2131.20,0
PO-002521,SUP-026,2024-08-02,2024-08-13,2024-08-14,entregue,1842.00,1
PO-002522,SUP-031,2024-09-03,2024-09-15,2024-09-17,entregue,1899.07,2
PO-002523,SUP-036,2024-10-04,2024-10-17,2024-10-17,entregue,1956.82,0
PO-002524,SUP-041,2024-11-05,2024-11-19,2024-11-20,entregue,2015.23,1
PO-002525,SUP-046,2024-12-06,2024-12-21,2024-12-23,entregue,2074.32,2
PO-002526,SUP-051,2025-01-07,2025-01-23,2025-01-23,entregue,2134.08,0
PO-002527,SUP-056,2025-02-08,2025-02-25,2025-02-26,entregue,2194.51,1
PO-002528,SUP-061,2025-03-09,2025-03-27,2025-03-29,entregue,2255.62,2
PO-002529,SUP-066,2025-04-10,2025-04-29,2025-04-29,entregue,2317.39,0
PO-002530,SUP-071,2025-05-11,2025-05-31,2025-06-01,entregue,2379.84,1
PO-002531,SUP-076,2025-06-12,2025-07-03,2025-07-05,entregue,2442.96,2
PO-002532,SUP-081,2025-07-13,2025-08-04,2025-08-04,entregue,2506.75,0
PO-002533,SUP-001,2025-08-14,2025-09-06,2025-09-07,entregue,2571.22,1
