order_id,company_id,customer_external_id,order_date,status,gross_amount,net_amount,sales_channel
O-003551,cmp_nova_distribuidora,CLI-0228,2026-06-24,faturado,3698.90,2825.96,E-commerce B2B
O-003552,cmp_nova_distribuidora,CLI-0245,2026-07-25,faturado,3411.34,2595.69,Balcao
O-003553,cmp_nova_distribuidora,CLI-0262,2024-08-26,faturado,4005.00,3087.85,Televendas
O-003554,cmp_nova_distribuidora,CLI-0279,2024-09-27,faturado,4040.00,3106.76,Representante
O-003555,cmp_nova_distribuidora,CLI-0296,2024-10-28,faturado,4075.00,3166.27,E-commerce B2B
O-003556,cmp_nova_distribuidora,CLI-0313,2024-11-01,faturado,4849.80,3758.60,Balcao
O-003557,cmp_nova_distribuidora,CLI-0330,2024-12-02,faturado,4891.10,3780.82,Televendas
O-003558,cmp_nova_distribuidora,CLI-0347,2025-01-03,faturado,3845.60,2964.96,Representante
O-003559,cmp_nova_distribuidora,CLI-0364,2025-02-04,faturado,3877.80,2982.03,E-commerce B2B
O-003560,cmp_nova_distribuidora,CLI-0381,2025-03-05,faturado,4590.00,3566.43,Balcao
O-003561,cmp_nova_distribuidora,CLI-0398,2025-04-06,faturado,4627.80,3586.55,Televendas
O-003562,cmp_nova_distribuidora,CLI-0415,2025-05-07,faturado,4320.00,3339.36,Representante
O-003563,cmp_nova_distribuidora,CLI-0432,2025-06-08,faturado,4355.00,3357.70,E-commerce B2B
O-003564,cmp_nova_distribuidora,CLI-0449,2025-07-09,faturado,4038.80,3105.84,Balcao
O-003565,cmp_nova_distribuidora,CLI-0466,2025-08-10,faturado,4425.00,3438.22,Televendas
O-003566,cmp_nova_distribuidora,CLI-0483,2025-09-11,faturado,4433.24,3430.89,Representante
O-003567,cmp_nova_distribuidora,CLI-0500,2025-10-12,faturado,4441.06,3423.17,E-commerce B2B
O-003568,cmp_nova_distribuidora,CLI-0517,2025-11-13,faturado,5249.18,4029.79,Balcao
O-003569,cmp_nova_distribuidora,CLI-0534,2025-12-14,faturado,5257.42,4019.82,Televendas
O-003570,cmp_nova_distribuidora,CLI-0551,2026-01-15,faturado,1918.66,1480.25,Representante
O-003571,cmp_nova_distribuidora,CLI-0568,2026-02-16,faturado,1937.83,1489.03,E-commerce B2B
O-003572,cmp_nova_distribuidora,CLI-0585,2026-03-17,faturado,2296.90,1757.82,Balcao
O-003573,cmp_nova_distribuidora,CLI-0602,2026-04-18,faturado,2318.50,1767.16,Televendas
O-003574,cmp_nova_distribuidora,CLI-0619,2026-05-19,faturado,2166.34,1644.47,Representante
O-003575,cmp_nova_distribuidora,CLI-0016,2026-06-20,faturado,2185.50,1674.10,E-commerce B2B
O-003576,cmp_nova_distribuidora,CLI-0033,2026-07-21,faturado,2027.90,1547.09,Balcao
O-003577,cmp_nova_distribuidora,CLI-0050,2024-08-22,faturado,2395.00,1851.33,Televendas
O-003578,cmp_nova_distribuidora,CLI-0067,2024-09-23,faturado,2430.00,1873.53,Representante
O-003579,cmp_nova_distribuidora,CLI-0084,2024-10-24,faturado,2465.00,1895.58,E-commerce B2B
O-003580,cmp_nova_distribuidora,CLI-0101,2024-11-25,faturado,2950.00,2292.15,Balcao
O-003581,cmp_nova_distribuidora,CLI-0118,2024-12-26,faturado,2991.30,2318.26,Televendas
O-003582,cmp_nova_distribuidora,CLI-0135,2025-01-27,faturado,2364.40,1827.68,Representante
O-003583,cmp_nova_distribuidora,CLI-0152,2025-02-28,faturado,2396.60,1847.78,E-commerce B2B
O-003584,cmp_nova_distribuidora,CLI-0169,2025-03-01,faturado,2851.20,2192.57,Balcao
O-003585,cmp_nova_distribuidora,CLI-0186,2025-04-02,faturado,2889.00,2244.75,Televendas
O-003586,cmp_nova_distribuidora,CLI-0203,2025-05-03,faturado,2710.00,2100.25,Representante
O-003587,cmp_nova_distribuidora,CLI-0220,2025-06-04,faturado,2745.00,2121.88,E-commerce B2B
O-003588,cmp_nova_distribuidora,CLI-0237,2025-07-05,faturado,2557.60,1971.91,Balcao
O-003589,cmp_nova_distribuidora,CLI-0254,2025-08-06,faturado,2815.00,2164.73,Televendas
O-003590,cmp_nova_distribuidora,CLI-0271,2025-09-07,faturado,2832.90,2198.05,Representante
O-003591,cmp_nova_distribuidora,CLI-0288,2025-10-08,faturado,2850.38,2202.78,E-commerce B2B
O-003592,cmp_nova_distribuidora,CLI-0305,2025-11-09,faturado,3383.58,2604.35,Balcao
O-003593,cmp_nova_distribuidora,CLI-0322,2025-12-10,faturado,3403.21,2608.90,Televendas
O-003594,cmp_nova_distribuidora,CLI-0339,2026-01-11,faturado,2668.28,2037.23,Representante
O-003595,cmp_nova_distribuidora,CLI-0356,2026-02-12,faturado,2682.81,2066.83,E-commerce B2B
O-003596,cmp_nova_distribuidora,CLI-0373,2026-03-13,faturado,3166.00,2429.27,Balcao
O-003597,cmp_nova_distribuidora,CLI-0390,2026-04-14,faturado,3182.16,2431.81,Televendas
O-003598,cmp_nova_distribuidora,CLI-0407,2026-05-15,faturado,2960.98,2253.60,Representante
O-003599,cmp_nova_distribuidora,CLI-0424,2026-06-16,faturado,2975.10,2255.12,E-commerce B2B
O-003600,cmp_nova_distribuidora,CLI-0001,2026-07-17,faturado,2749.70,2103.24,Balcao
O-003601,cmp_nova_distribuidora,CLI-0002,2024-08-18,faturado,3235.00,2507.12,Televendas
O-003602,cmp_nova_distribuidora,CLI-0003,2024-09-19,faturado,3270.00,2527.71,Representante
O-003603,cmp_nova_distribuidora,CLI-0004,2024-10-20,faturado,3305.00,2548.15,E-commerce B2B
O-003604,cmp_nova_distribuidora,CLI-0005,2024-11-21,faturado,3941.20,3030.78,Balcao
O-003605,cmp_nova_distribuidora,CLI-0006,2024-12-22,faturado,3982.50,3094.40,Televendas
O-003606,cmp_nova_distribuidora,CLI-0007,2025-01-23,faturado,3137.20,2431.32,Representante
O-003607,cmp_nova_distribuidora,CLI-0008,2025-02-24,faturado,3169.40,2449.94,E-commerce B2B
O-003608,cmp_nova_distribuidora,CLI-0009,2025-03-25,faturado,3758.40,2897.73,Balcao
O-003609,cmp_nova_distribuidora,CLI-0010,2025-04-26,faturado,3796.20,2919.27,Televendas
O-003610,cmp_nova_distribuidora,CLI-0011,2025-05-27,faturado,3550.00,2758.35,Representante
O-003611,cmp_nova_distribuidora,CLI-0012,2025-06-28,faturado,3585.00,2778.37,E-commerce B2B
O-003612,cmp_nova_distribuidora,CLI-0013,2025-07-01,faturado,3330.40,2574.40,Balcao
O-003613,cmp_nova_distribuidora,CLI-0014,2025-08-02,faturado,3655.00,2818.00,Televendas
O-003614,cmp_nova_distribuidora,CLI-0015,2025-09-03,faturado,3667.86,2816.55,Representante
O-003615,cmp_nova_distribuidora,CLI-0001,2025-10-04,faturado,3680.30,2851.50,E-commerce B2B
O-003616,cmp_nova_distribuidora,CLI-0002,2025-11-05,faturado,4356.94,3362.25,Balcao
O-003617,cmp_nova_distribuidora,CLI-0003,2025-12-06,faturado,4370.63,3359.27,Televendas
O-003618,cmp_nova_distribuidora,CLI-0004,2026-01-07,faturado,3417.89,2616.40,Representante
O-003619,cmp_nova_distribuidora,CLI-0005,2026-02-08,faturado,3427.79,2613.35,E-commerce B2B
O-003620,cmp_nova_distribuidora,CLI-0006,2026-03-09,faturado,4035.10,3104.20,Balcao
O-003621,cmp_nova_distribuidora,CLI-0007,2026-04-10,faturado,4045.81,3099.90,Televendas
O-003622,cmp_nova_distribuidora,CLI-0008,2026-05-11,faturado,3755.62,2865.91,Representante
O-003623,cmp_nova_distribuidora,CLI-0009,2026-06-12,faturado,3764.70,2861.17,E-commerce B2B
O-003624,cmp_nova_distribuidora,CLI-0010,2026-07-13,faturado,3471.49,2627.57,Balcao
O-003625,cmp_nova_distribuidora,CLI-0011,2024-08-14,faturado,4075.00,3166.27,Televendas
O-003626,cmp_nova_distribuidora,CLI-0012,2024-09-15,faturado,4110.00,3185.25,Representante
O-003627,cmp_nova_distribuidora,CLI-0013,2024-10-16,faturado,4145.00,3204.08,E-commerce B2B
O-003628,cmp_nova_distribuidora,CLI-0014,2024-11-17,faturado,4932.40,3802.88,Balcao
O-003629,cmp_nova_distribuidora,CLI-0015,2024-12-18,faturado,4973.70,3824.77,Televendas
O-003630,cmp_nova_distribuidora,CLI-0001,2025-01-19,faturado,3910.00,3038.07,Representante
O-003631,cmp_nova_distribuidora,CLI-0002,2025-02-20,faturado,3942.20,3055.20,E-commerce B2B
O-003632,cmp_nova_distribuidora,CLI-0003,2025-03-21,faturado,4665.60,3606.51,Balcao
O-003633,cmp_nova_distribuidora,CLI-0004,2025-04-22,faturado,4703.40,3626.32,Televendas
O-003634,cmp_nova_distribuidora,CLI-0005,2025-05-23,faturado,4390.00,3375.91,Representante
O-003635,cmp_nova_distribuidora,CLI-0416,2025-06-24,faturado,4425.00,3438.22,E-commerce B2B
O-003636,cmp_nova_distribuidora,CLI-0433,2025-07-25,faturado,4103.20,3179.97,Balcao
O-003637,cmp_nova_distribuidora,CLI-0450,2025-08-26,faturado,4495.00,3474.63,Televendas
O-003638,cmp_nova_distribuidora,CLI-0467,2025-09-27,faturado,4502.82,3466.71,Representante
O-003639,cmp_nova_distribuidora,CLI-0484,2025-10-28,faturado,4510.22,3458.44,E-commerce B2B
O-003640,cmp_nova_distribuidora,CLI-0501,2025-11-01,faturado,2491.33,1927.54,Balcao
O-003641,cmp_nova_distribuidora,CLI-0518,2025-12-02,faturado,2516.42,1939.15,Televendas
O-003642,cmp_nova_distribuidora,CLI-0535,2026-01-03,faturado,1981.13,1520.52,Representante
O-003643,cmp_nova_distribuidora,CLI-0552,2026-02-04,faturado,1999.91,1528.73,E-commerce B2B
O-003644,cmp_nova_distribuidora,CLI-0569,2026-03-05,faturado,2369.33,1803.77,Balcao
O-003645,cmp_nova_distribuidora,CLI-0586,2026-04-06,faturado,2390.47,1836.36,Televendas
O-003646,cmp_nova_distribuidora,CLI-0603,2026-05-07,faturado,2232.56,1708.14,Representante
O-003647,cmp_nova_distribuidora,CLI-0620,2026-06-08,faturado,2251.30,1715.50,E-commerce B2B
O-003648,cmp_nova_distribuidora,CLI-0017,2026-07-09,faturado,2088.05,1584.62,Balcao
O-003649,cmp_nova_distribuidora,CLI-0034,2024-08-10,faturado,2465.00,1895.58,Televendas
O-003650,cmp_nova_distribuidora,CLI-0051,2024-09-11,faturado,2500.00,1942.50,Representante
O-003651,cmp_nova_distribuidora,CLI-0068,2024-10-12,faturado,2535.00,1964.62,E-commerce B2B
O-003652,cmp_nova_distribuidora,CLI-0085,2024-11-13,faturado,3032.60,2344.20,Balcao
O-003653,cmp_nova_distribuidora,CLI-0102,2024-12-14,faturado,3073.90,2369.98,Televendas
O-003654,cmp_nova_distribuidora,CLI-0119,2025-01-15,faturado,2428.80,1867.75,Representante
O-003655,cmp_nova_distribuidora,CLI-0136,2025-02-16,faturado,2461.00,1912.19,E-commerce B2B
O-003656,cmp_nova_distribuidora,CLI-0153,2025-03-17,faturado,2926.80,2268.28,Balcao
O-003657,cmp_nova_distribuidora,CLI-0170,2025-04-18,faturado,2964.60,2291.63,Televendas
O-003658,cmp_nova_distribuidora,CLI-0187,2025-05-19,faturado,2780.00,2143.38,Representante
O-003659,cmp_nova_distribuidora,CLI-0204,2025-06-20,faturado,2815.00,2164.73,E-commerce B2B
O-003660,cmp_nova_distribuidora,CLI-0221,2025-07-21,faturado,2622.00,2037.29,Balcao
O-003661,cmp_nova_distribuidora,CLI-0238,2025-08-22,faturado,2885.00,2235.87,Televendas
O-003662,cmp_nova_distribuidora,CLI-0255,2025-09-23,faturado,2902.48,2240.42,Representante
O-003663,cmp_nova_distribuidora,CLI-0272,2025-10-24,faturado,2919.54,2244.54,E-commerce B2B
O-003664,cmp_nova_distribuidora,CLI-0289,2025-11-25,faturado,3464.69,2652.92,Balcao
O-003665,cmp_nova_distribuidora,CLI-0306,2025-12-26,faturado,3483.83,2691.61,Televendas
O-003666,cmp_nova_distribuidora,CLI-0323,2026-01-27,faturado,2730.74,2101.31,Representante
O-003667,cmp_nova_distribuidora,CLI-0340,2026-02-28,faturado,2744.89,2103.68,E-commerce B2B
O-003668,cmp_nova_distribuidora,CLI-0357,2026-03-01,faturado,3238.42,2471.88,Balcao
O-003669,cmp_nova_distribuidora,CLI-0374,2026-04-02,faturado,3254.13,2473.79,Televendas
O-003670,cmp_nova_distribuidora,CLI-0391,2026-05-03,faturado,3027.20,2322.16,Representante
O-003671,cmp_nova_distribuidora,CLI-0408,2026-06-04,faturado,3040.90,2323.25,E-commerce B2B
O-003672,cmp_nova_distribuidora,CLI-0425,2026-07-05,faturado,2809.85,2138.02,Balcao
O-003673,cmp_nova_distribuidora,CLI-0442,2024-08-06,faturado,3305.00,2548.15,Televendas
O-003674,cmp_nova_distribuidora,CLI-0459,2024-09-07,faturado,3340.00,2568.46,Representante
O-003675,cmp_nova_distribuidora,CLI-0476,2024-10-08,faturado,3375.00,2622.37,E-commerce B2B
O-003676,cmp_nova_distribuidora,CLI-0493,2024-11-09,faturado,4023.80,3118.45,Balcao
O-003677,cmp_nova_distribuidora,CLI-0510,2024-12-10,faturado,4065.10,3142.32,Televendas
O-003678,cmp_nova_distribuidora,CLI-0527,2025-01-11,faturado,3201.60,2468.43,Representante
O-003679,cmp_nova_distribuidora,CLI-0544,2025-02-12,faturado,3233.80,2486.80,E-commerce B2B
O-003680,cmp_nova_distribuidora,CLI-0561,2025-03-13,faturado,3834.00,2979.02,Balcao
O-003681,cmp_nova_distribuidora,CLI-0578,2025-04-14,faturado,3871.80,3000.65,Televendas
O-003682,cmp_nova_distribuidora,CLI-0595,2025-05-15,faturado,3620.00,2798.26,Representante
O-003683,cmp_nova_distribuidora,CLI-0612,2025-06-16,faturado,3655.00,2818.00,E-commerce B2B
O-003684,cmp_nova_distribuidora,CLI-0009,2025-07-17,faturado,3394.80,2610.60,Balcao
O-003685,cmp_nova_distribuidora,CLI-0026,2025-08-18,faturado,3725.00,2894.32,Televendas
O-003686,cmp_nova_distribuidora,CLI-0043,2025-09-19,faturado,3737.44,2892.40,Representante
O-003687,cmp_nova_distribuidora,CLI-0060,2025-10-20,faturado,3749.46,2890.09,E-commerce B2B
O-003688,cmp_nova_distribuidora,CLI-0077,2025-11-21,faturado,4438.05,3407.09,Balcao
O-003689,cmp_nova_distribuidora,CLI-0094,2025-12-22,faturado,4451.24,3403.42,Televendas
O-003690,cmp_nova_distribuidora,CLI-0111,2026-01-23,faturado,3480.36,2685.11,Representante
O-003691,cmp_nova_distribuidora,CLI-0128,2026-02-24,faturado,3489.87,2681.61,E-commerce B2B
O-003692,cmp_nova_distribuidora,CLI-0145,2026-03-25,faturado,4107.52,3143.49,Balcao
O-003693,cmp_nova_distribuidora,CLI-0162,2026-04-26,faturado,4117.78,3138.57,Televendas
O-003694,cmp_nova_distribuidora,CLI-0179,2026-05-27,faturado,3821.84,2901.16,Representante
O-003695,cmp_nova_distribuidora,CLI-0196,2026-06-28,faturado,3830.50,2934.16,E-commerce B2B
O-003696,cmp_nova_distribuidora,CLI-0213,2026-07-01,faturado,3531.64,2694.28,Balcao
O-003697,cmp_nova_distribuidora,CLI-0230,2024-08-02,faturado,4145.00,3204.08,Televendas
O-003698,cmp_nova_distribuidora,CLI-0247,2024-09-03,faturado,4180.00,3222.78,Representante
O-003699,cmp_nova_distribuidora,CLI-0264,2024-10-04,faturado,4215.00,3241.33,E-commerce B2B
O-003700,cmp_nova_distribuidora,CLI-0011,2024-11-05,faturado,5015.00,3896.65,Balcao
O-003701,cmp_nova_distribuidora,CLI-0012,2024-12-06,faturado,5056.30,3918.64,Televendas
O-003702,cmp_nova_distribuidora,CLI-0013,2025-01-07,faturado,3974.40,3072.21,Representante
O-003703,cmp_nova_distribuidora,CLI-0014,2025-02-08,faturado,4006.60,3089.09,E-commerce B2B
O-003704,cmp_nova_distribuidora,CLI-0015,2025-03-09,faturado,4741.20,3645.98,Balcao
O-003705,cmp_nova_distribuidora,CLI-0001,2025-04-10,faturado,4779.00,3713.28,Televendas
O-003706,cmp_nova_distribuidora,CLI-0002,2025-05-11,faturado,4460.00,3456.50,Representante
O-003707,cmp_nova_distribuidora,CLI-0003,2025-06-12,faturado,4495.00,3474.63,E-commerce B2B
O-003708,cmp_nova_distribuidora,CLI-0004,2025-07-13,faturado,4167.60,3213.22,Balcao
O-003709,cmp_nova_distribuidora,CLI-0005,2025-08-14,faturado,4565.00,3510.48,Televendas
O-003710,cmp_nova_distribuidora,CLI-0006,2025-09-15,faturado,2137.10,1658.17,Representante
O-003711,cmp_nova_distribuidora,CLI-0007,2025-10-16,faturado,2158.78,1668.31,E-commerce B2B
O-003712,cmp_nova_distribuidora,CLI-0008,2025-11-17,faturado,2572.45,1980.01,Balcao
O-003713,cmp_nova_distribuidora,CLI-0009,2025-12-18,faturado,2597.04,1990.89,Televendas
O-003714,cmp_nova_distribuidora,CLI-0010,2026-01-19,faturado,2043.60,1560.29,Representante
O-003715,cmp_nova_distribuidora,CLI-0011,2026-02-20,faturado,2062.00,1588.56,E-commerce B2B
O-003716,cmp_nova_distribuidora,CLI-0012,2026-03-21,faturado,2441.75,1873.55,Balcao
O-003717,cmp_nova_distribuidora,CLI-0013,2026-04-22,faturado,2462.44,1881.79,Televendas
O-003718,cmp_nova_distribuidora,CLI-0014,2026-05-23,faturado,2298.78,1749.60,Representante
O-003719,cmp_nova_distribuidora,CLI-0015,2026-06-24,faturado,2317.10,1756.36,E-commerce B2B
O-003720,cmp_nova_distribuidora,CLI-0001,2026-07-25,faturado,2148.20,1643.15,Balcao
O-003721,cmp_nova_distribuidora,CLI-0002,2024-08-26,faturado,2535.00,1964.62,Televendas
O-003722,cmp_nova_distribuidora,CLI-0003,2024-09-27,faturado,2570.00,1986.61,Representante
O-003723,cmp_nova_distribuidora,CLI-0004,2024-10-28,faturado,2605.00,2008.45,E-commerce B2B
O-003724,cmp_nova_distribuidora,CLI-0005,2024-11-01,faturado,3115.20,2395.59,Balcao
O-003725,cmp_nova_distribuidora,CLI-0006,2024-12-02,faturado,3156.50,2452.60,Televendas
O-003726,cmp_nova_distribuidora,CLI-0007,2025-01-03,faturado,2493.20,1932.22,Representante
O-003727,cmp_nova_distribuidora,CLI-0008,2025-02-04,faturado,2525.40,1952.14,E-commerce B2B
O-003728,cmp_nova_distribuidora,CLI-0009,2025-03-05,faturado,3002.40,2314.85,Balcao
O-003729,cmp_nova_distribuidora,CLI-0010,2025-04-06,faturado,3040.20,2337.91,Televendas
O-003730,cmp_nova_distribuidora,CLI-0011,2025-05-07,faturado,2850.00,2214.45,Representante
O-003731,cmp_nova_distribuidora,CLI-0012,2025-06-08,faturado,2885.00,2235.87,E-commerce B2B
O-003732,cmp_nova_distribuidora,CLI-0013,2025-07-09,faturado,2686.40,2076.59,Balcao
O-003733,cmp_nova_distribuidora,CLI-0014,2025-08-10,faturado,2955.00,2278.30,Televendas
O-003734,cmp_nova_distribuidora,CLI-0015,2025-09-11,faturado,2972.06,2282.24,Representante
O-003735,cmp_nova_distribuidora,CLI-0256,2025-10-12,faturado,2988.70,2315.65,E-commerce B2B
O-003736,cmp_nova_distribuidora,CLI-0273,2025-11-13,faturado,3545.81,2736.30,Balcao
O-003737,cmp_nova_distribuidora,CLI-0290,2025-12-14,faturado,3564.45,2739.64,Televendas
O-003738,cmp_nova_distribuidora,CLI-0307,2026-01-15,faturado,2793.21,2138.20,Representante
O-003739,cmp_nova_distribuidora,CLI-0324,2026-02-16,faturado,2806.98,2140.04,E-commerce B2B
O-003740,cmp_nova_distribuidora,CLI-0341,2026-03-17,faturado,3310.85,2547.04,Balcao
O-003741,cmp_nova_distribuidora,CLI-0358,2026-04-18,faturado,3326.10,2548.45,Televendas
O-003742,cmp_nova_distribuidora,CLI-0375,2026-05-19,faturado,3093.42,2360.59,Representante
O-003743,cmp_nova_distribuidora,CLI-0392,2026-06-20,faturado,3106.70,2361.09,E-commerce B2B
O-003744,cmp_nova_distribuidora,CLI-0409,2026-07-21,faturado,2870.00,2172.30,Balcao
O-003745,cmp_nova_distribuidora,CLI-0426,2024-08-22,faturado,3375.00,2622.37,Televendas
O-003746,cmp_nova_distribuidora,CLI-0443,2024-09-23,faturado,3410.00,2642.75,Representante
O-003747,cmp_nova_distribuidora,CLI-0460,2024-10-24,faturado,3445.00,2662.98,E-commerce B2B
O-003748,cmp_nova_distribuidora,CLI-0477,2024-11-25,faturado,4106.40,3166.04,Balcao
O-003749,cmp_nova_distribuidora,CLI-0494,2024-12-26,faturado,4147.70,3189.58,Televendas
O-003750,cmp_nova_distribuidora,CLI-0511,2025-01-27,faturado,3266.00,2537.68,Representante
O-003751,cmp_nova_distribuidora,CLI-0528,2025-02-28,faturado,3298.20,2556.10,E-commerce B2B
O-003752,cmp_nova_distribuidora,CLI-0545,2025-03-01,faturado,3909.60,3022.12,Balcao
O-003753,cmp_nova_distribuidora,CLI-0562,2025-04-02,faturado,3947.40,3043.45,Televendas
O-003754,cmp_nova_distribuidora,CLI-0579,2025-05-03,faturado,3690.00,2837.61,Representante
O-003755,cmp_nova_distribuidora,CLI-0596,2025-06-04,faturado,3725.00,2894.32,E-commerce B2B
O-003756,cmp_nova_distribuidora,CLI-0613,2025-07-05,faturado,3459.20,2680.88,Balcao
O-003757,cmp_nova_distribuidora,CLI-0010,2025-08-06,faturado,3795.00,2933.53,Televendas
O-003758,cmp_nova_distribuidora,CLI-0027,2025-09-07,faturado,3807.02,2931.03,Representante
O-003759,cmp_nova_distribuidora,CLI-0044,2025-10-08,faturado,3818.62,2928.12,E-commerce B2B
O-003760,cmp_nova_distribuidora,CLI-0061,2025-11-09,faturado,4519.16,3496.47,Balcao
O-003761,cmp_nova_distribuidora,CLI-0078,2025-12-10,faturado,4531.86,3492.25,Televendas
O-003762,cmp_nova_distribuidora,CLI-0095,2026-01-11,faturado,3542.83,2719.12,Representante
O-003763,cmp_nova_distribuidora,CLI-0112,2026-02-12,faturado,3551.95,2715.11,E-commerce B2B
O-003764,cmp_nova_distribuidora,CLI-0129,2026-03-13,faturado,4179.95,3182.19,Balcao
O-003765,cmp_nova_distribuidora,CLI-0146,2026-04-14,faturado,4189.75,3218.56,Televendas
O-003766,cmp_nova_distribuidora,CLI-0163,2026-05-15,faturado,3888.06,2974.75,Representante
O-003767,cmp_nova_distribuidora,CLI-0180,2026-06-16,faturado,3896.30,2968.98,E-commerce B2B
O-003768,cmp_nova_distribuidora,CLI-0197,2026-07-17,faturado,3591.79,2725.82,Balcao
O-003769,cmp_nova_distribuidora,CLI-0214,2024-08-18,faturado,4215.00,3241.33,Televendas
O-003770,cmp_nova_distribuidora,CLI-0231,2024-09-19,faturado,4250.00,3302.25,Representante
O-003771,cmp_nova_distribuidora,CLI-0248,2024-10-20,faturado,4285.00,3320.87,E-commerce B2B
O-003772,cmp_nova_distribuidora,CLI-0265,2024-11-21,faturado,5097.60,3940.44,Balcao
O-003773,cmp_nova_distribuidora,CLI-0282,2024-12-22,faturado,5138.90,3962.10,Televendas
O-003774,cmp_nova_distribuidora,CLI-0299,2025-01-23,faturado,4038.80,3105.84,Representante
O-003775,cmp_nova_distribuidora,CLI-0316,2025-02-24,faturado,4071.00,3163.16,E-commerce B2B
O-003776,cmp_nova_distribuidora,CLI-0333,2025-03-25,faturado,4816.80,3733.03,Balcao
O-003777,cmp_nova_distribuidora,CLI-0350,2025-04-26,faturado,4854.60,3752.60,Televendas
O-003778,cmp_nova_distribuidora,CLI-0367,2025-05-27,faturado,4530.00,3492.63,Representante
O-003779,cmp_nova_distribuidora,CLI-0384,2025-06-28,faturado,4565.00,3510.48,E-commerce B2B
O-003780,cmp_nova_distribuidora,CLI-0401,2025-07-01,faturado,1978.00,1536.91,Balcao
O-003781,cmp_nova_distribuidora,CLI-0418,2025-08-02,faturado,2185.00,1693.37,Televendas
O-003782,cmp_nova_distribuidora,CLI-0435,2025-09-03,faturado,2206.68,1703.34,Representante
O-003783,cmp_nova_distribuidora,CLI-0452,2025-10-04,faturado,2227.94,1712.84,E-commerce B2B
O-003784,cmp_nova_distribuidora,CLI-0469,2025-11-05,faturado,2653.56,2031.83,Balcao
O-003785,cmp_nova_distribuidora,CLI-0486,2025-12-06,faturado,2677.66,2068.76,Televendas
O-003786,cmp_nova_distribuidora,CLI-0503,2026-01-07,faturado,2106.06,1620.62,Representante
O-003787,cmp_nova_distribuidora,CLI-0520,2026-02-08,faturado,2124.08,1627.90,E-commerce B2B
O-003788,cmp_nova_distribuidora,CLI-0537,2026-03-09,faturado,2514.18,1919.08,Balcao
O-003789,cmp_nova_distribuidora,CLI-0554,2026-04-10,faturado,2534.41,1926.66,Televendas
O-003790,cmp_nova_distribuidora,CLI-0571,2026-05-11,faturado,2365.00,1814.19,Representante
O-003791,cmp_nova_distribuidora,CLI-0588,2026-06-12,faturado,2382.90,1820.53,E-commerce B2B
O-003792,cmp_nova_distribuidora,CLI-0605,2026-07-13,faturado,2208.35,1680.33,Balcao
O-003793,cmp_nova_distribuidora,CLI-0002,2024-08-14,faturado,2605.00,2008.45,Televendas
O-003794,cmp_nova_distribuidora,CLI-0019,2024-09-15,faturado,2640.00,2030.16,Representante
O-003795,cmp_nova_distribuidora,CLI-0036,2024-10-16,faturado,2675.00,2078.47,E-commerce B2B
O-003796,cmp_nova_distribuidora,CLI-0053,2024-11-17,faturado,3197.80,2478.30,Balcao
O-003797,cmp_nova_distribuidora,CLI-0070,2024-12-18,faturado,3239.10,2503.83,Televendas
O-003798,cmp_nova_distribuidora,CLI-0087,2025-01-19,faturado,2557.60,1971.91,Representante
O-003799,cmp_nova_distribuidora,CLI-0104,2025-02-20,faturado,2589.80,1991.56,E-commerce B2B
O-003800,cmp_nova_distribuidora,CLI-0006,2025-03-21,faturado,3078.00,2391.61,Balcao
O-003801,cmp_nova_distribuidora,CLI-0007,2025-04-22,faturado,3115.80,2414.75,Televendas
O-003802,cmp_nova_distribuidora,CLI-0008,2025-05-23,faturado,2920.00,2257.16,Representante
O-003803,cmp_nova_distribuidora,CLI-0009,2025-06-24,faturado,2955.00,2278.30,E-commerce B2B
O-003804,cmp_nova_distribuidora,CLI-0010,2025-07-25,faturado,2750.80,2115.37,Balcao
O-003805,cmp_nova_distribuidora,CLI-0011,2025-08-26,faturado,3025.00,2350.42,Televendas
O-003806,cmp_nova_distribuidora,CLI-0012,2025-09-27,faturado,3041.64,2353.92,Representante
O-003807,cmp_nova_distribuidora,CLI-0013,2025-10-28,faturado,3057.86,2357.00,E-commerce B2B
O-003808,cmp_nova_distribuidora,CLI-0014,2025-11-01,faturado,3626.92,2784.39,Balcao
O-003809,cmp_nova_distribuidora,CLI-0015,2025-12-02,faturado,3645.07,2787.02,Televendas
O-003810,cmp_nova_distribuidora,CLI-0001,2026-01-03,faturado,2855.68,2203.16,Representante
O-003811,cmp_nova_distribuidora,CLI-0002,2026-02-04,faturado,2869.06,2204.58,E-commerce B2B
O-003812,cmp_nova_distribuidora,CLI-0003,2026-03-05,faturado,3383.27,2589.21,Balcao
O-003813,cmp_nova_distribuidora,CLI-0004,2026-04-06,faturado,3398.07,2590.01,Televendas
O-003814,cmp_nova_distribuidora,CLI-0005,2026-05-07,faturado,3159.64,2398.48,Representante
O-003815,cmp_nova_distribuidora,CLI-0006,2026-06-08,faturado,3172.50,2430.13,E-commerce B2B
O-003816,cmp_nova_distribuidora,CLI-0007,2026-07-09,faturado,2930.14,2235.39,Balcao
O-003817,cmp_nova_distribuidora,CLI-0008,2024-08-10,faturado,3445.00,2662.98,Televendas
O-003818,cmp_nova_distribuidora,CLI-0009,2024-09-11,faturado,3480.00,2683.08,Representante
O-003819,cmp_nova_distribuidora,CLI-0010,2024-10-12,faturado,3515.00,2703.03,E-commerce B2B
