payable_id,purchase_id,supplier_id,issue_date,due_date,amount,status,days_overdue
AP-0001581,PO-001265,SUP-036,2025-12-06,2026-01-18,2267.28,pago,0
AP-0001582,PO-001266,SUP-041,2026-01-07,2026-02-19,2331.07,pago,0
AP-0001583,PO-001267,SUP-046,2026-02-08,2026-03-23,2395.54,pago,0
AP-0001584,PO-001268,SUP-051,2026-03-09,2026-04-21,1230.34,pago,0
AP-0001585,PO-001268,SUP-051,2026-03-09,2026-05-09,1230.34,pago,0
AP-0001586,PO-001269,SUP-056,2026-04-10,2026-05-23,2526.48,pago,0
AP-0001587,PO-001270,SUP-061,2026-05-11,2026-06-23,2592.96,pago,0
AP-0001588,PO-001271,SUP-066,2026-06-12,2026-07-25,2660.11,pago,0
AP-0001589,PO-001272,SUP-071,2026-07-13,2026-08-25,1363.97,pago,0
AP-0001590,PO-001272,SUP-071,2026-07-13,2026-09-12,1363.97,pago,0
AP-0001591,PO-001273,SUP-076,2024-08-14,2024-09-26,2346.00,pago,0
AP-0001592,PO-001274,SUP-081,2024-09-15,2024-10-28,2407.10,pago,0
AP-0001593,PO-001275,SUP-001,2024-10-16,2024-11-28,2468.88,pago,0
AP-0001594,PO-001276,SUP-006,2024-11-17,2024-12-30,1265.66,pago,0
AP-0001595,PO-001276,SUP-006,2024-11-17,2025-01-17,1265.66,pago,0
AP-0001596,PO-001277,SUP-011,2024-12-18,2025-01-30,2594.45,pago,0
AP-0001597,PO-001278,SUP-016,2025-01-19,2025-03-03,2658.24,pago,0
AP-0001598,PO-001279,SUP-021,2025-02-20,2025-04-04,2722.70,pago,0
AP-0001599,PO-001280,SUP-026,2025-03-21,2025-05-03,1393.92,pago,0
AP-0001600,PO-001280,SUP-026,2025-03-21,2025-05-21,1393.92,pago,0
AP-0001601,PO-001281,SUP-031,2025-04-22,2025-06-04,2853.65,pago,0
AP-0001602,PO-001282,SUP-036,2025-05-23,2025-07-05,2920.13,pago,0
AP-0001603,PO-001283,SUP-041,2025-06-24,2025-08-06,2987.28,pago,0
AP-0001604,PO-001284,SUP-046,2025-07-25,2025-09-06,1527.55,pago,0
AP-0001605,PO-001284,SUP-046,2025-07-25,2025-09-24,1527.55,pago,0
AP-0001606,PO-001285,SUP-051,2025-08-26,2025-10-08,3123.60,pago,0
AP-0001607,PO-001286,SUP-056,2025-09-27,2025-11-09,3192.77,pago,0
AP-0001608,PO-001287,SUP-061,2025-10-28,2025-12-10,3262.61,pago,0
AP-0001609,PO-001288,SUP-066,2025-11-01,2025-12-14,1666.56,pago,0
AP-0001610,PO-001288,SUP-066,2025-11-01,2026-01-01,1666.56,pago,0
AP-0001611,PO-001289,SUP-071,2025-12-02,2026-01-14,3404.30,pago,0
AP-0001612,PO-001290,SUP-076,2026-01-03,2026-02-15,3476.16,pago,0
AP-0001613,PO-001291,SUP-081,2026-02-04,2026-03-19,3548.69,pago,0
AP-0001614,PO-001292,SUP-001,2026-03-05,2026-04-17,1810.94,pago,0
AP-0001615,PO-001292,SUP-001,2026-03-05,2026-05-05,1810.94,pago,0
AP-0001616,PO-001293,SUP-006,2026-04-06,2026-05-19,3695.76,pago,0
AP-0001617,PO-001294,SUP-011,2026-05-07,2026-06-19,3770.30,pago,0
AP-0001618,PO-001295,SUP-016,2026-06-08,2026-07-21,3845.52,pago,0
AP-0001619,PO-001296,SUP-021,2026-07-09,2026-08-21,1960.70,pago,0
AP-0001620,PO-001296,SUP-021,2026-07-09,2026-09-08,1960.70,pago,0
AP-0001621,PO-001297,SUP-026,2024-08-10,2024-09-22,3354.00,pago,0
AP-0001622,PO-001298,SUP-031,2024-09-11,2024-10-24,3423.17,pago,0
AP-0001623,PO-001299,SUP-036,2024-10-12,2024-11-24,3493.01,pago,0
AP-0001624,PO-001300,SUP-041,2024-11-13,2024-12-26,1781.76,pago,0
AP-0001625,PO-001300,SUP-041,2024-11-13,2025-01-13,1781.76,pago,0
AP-0001626,PO-001301,SUP-046,2024-12-14,2025-01-26,3634.70,pago,0
AP-0001627,PO-001302,SUP-051,2025-01-15,2025-02-27,3706.56,pago,0
AP-0001628,PO-001303,SUP-056,2025-02-16,2025-03-31,3779.09,pago,0
AP-0001629,PO-001304,SUP-061,2025-03-17,2025-04-29,1926.14,pago,0
AP-0001630,PO-001304,SUP-061,2025-03-17,2025-05-17,1926.14,pago,0
AP-0001631,PO-001305,SUP-066,2025-04-18,2025-05-31,3926.16,pago,0
AP-0001632,PO-001306,SUP-071,2025-05-19,2025-07-01,4000.70,pago,0
AP-0001633,PO-001307,SUP-076,2025-06-20,2025-08-02,4075.92,pago,0
AP-0001634,PO-001308,SUP-081,2025-07-21,2025-09-02,2075.90,pago,0
AP-0001635,PO-001308,SUP-081,2025-07-21,2025-09-20,2075.90,pago,0
AP-0001636,PO-001309,SUP-001,2025-08-22,2025-10-04,4228.37,pago,0
AP-0001637,PO-001310,SUP-006,2025-09-23,2025-11-05,4305.60,pago,0
AP-0001638,PO-001311,SUP-011,2025-10-24,2025-12-06,4383.50,pago,0
AP-0001639,PO-001312,SUP-016,2025-11-25,2026-01-07,2231.04,pago,0
AP-0001640,PO-001312,SUP-016,2025-11-25,2026-01-25,2231.04,pago,0
AP-0001641,PO-001313,SUP-021,2025-12-26,2026-02-07,4541.33,pago,0
AP-0001642,PO-001314,SUP-026,2026-01-27,2026-03-11,4621.25,pago,0
AP-0001643,PO-001315,SUP-031,2026-02-28,2026-04-12,4701.84,pago,0
AP-0001644,PO-001316,SUP-036,2026-03-01,2026-04-13,2391.55,pago,0
AP-0001645,PO-001316,SUP-036,2026-03-01,2026-05-01,2391.55,pago,0
AP-0001646,PO-001317,SUP-041,2026-04-02,2026-05-15,4865.04,pago,0
AP-0001647,PO-001318,SUP-046,2026-05-03,2026-06-15,4947.65,pago,0
AP-0001648,PO-001319,SUP-051,2026-06-04,2026-07-17,5030.93,pago,0
AP-0001649,PO-001320,SUP-056,2026-07-05,2026-08-17,2557.44,pago,0
AP-0001650,PO-001320,SUP-056,2026-07-05,2026-09-04,2557.44,pago,0
AP-0001651,PO-001321,SUP-061,2024-08-06,2024-09-18,4362.00,pago,0
AP-0001652,PO-001322,SUP-066,2024-09-07,2024-10-20,4439.23,pago,0
AP-0001653,PO-001323,SUP-071,2024-10-08,2024-11-20,4517.14,pago,0
AP-0001654,PO-001324,SUP-076,2024-11-09,2024-12-22,2297.86,pago,0
AP-0001655,PO-001324,SUP-076,2024-11-09,2025-01-09,2297.86,pago,0
AP-0001656,PO-001325,SUP-081,2024-12-10,2025-01-22,4674.96,pago,0
AP-0001657,PO-001326,SUP-001,2025-01-11,2025-02-23,4754.88,pago,0
AP-0001658,PO-001327,SUP-006,2025-02-12,2025-03-27,4835.47,pago,0
AP-0001659,PO-001328,SUP-011,2025-03-13,2025-04-25,2458.37,pago,0
AP-0001660,PO-001328,SUP-011,2025-03-13,2025-05-13,2458.37,pago,0
AP-0001661,PO-001329,SUP-016,2025-04-14,2025-05-27,4998.67,pago,0
AP-0001662,PO-001330,SUP-021,2025-05-15,2025-06-27,5081.28,pago,0
AP-0001663,PO-001331,SUP-026,2025-06-16,2025-07-29,5164.56,pago,0
AP-0001664,PO-001332,SUP-031,2025-07-17,2025-08-29,2624.26,pago,0
AP-0001665,PO-001332,SUP-031,2025-07-17,2025-09-16,2624.26,pago,0
AP-0001666,PO-001333,SUP-036,2025-08-18,2025-09-30,5333.14,pago,0
AP-0001667,PO-001334,SUP-041,2025-09-19,2025-11-01,5418.43,pago,0
AP-0001668,PO-001335,SUP-046,2025-10-20,2025-12-02,5504.40,pago,0
AP-0001669,PO-001336,SUP-051,2025-11-21,2026-01-03,2795.52,pago,0
AP-0001670,PO-001336,SUP-051,2025-11-21,2026-01-21,2795.52,pago,0
AP-0001671,PO-001337,SUP-056,2025-12-22,2026-02-03,5678.35,pago,0
AP-0001672,PO-001338,SUP-061,2026-01-23,2026-03-07,5766.34,pago,0
AP-0001673,PO-001339,SUP-066,2026-02-24,2026-04-08,5854.99,pago,0
AP-0001674,PO-001340,SUP-071,2026-03-25,2026-05-07,2972.16,pago,0
AP-0001675,PO-001340,SUP-071,2026-03-25,2026-05-25,2972.16,pago,0
AP-0001676,PO-001341,SUP-076,2026-04-26,2026-06-08,6034.32,pago,0
AP-0001677,PO-001342,SUP-081,2026-05-27,2026-07-09,6124.99,pago,0
AP-0001678,PO-001343,SUP-001,2026-06-28,2026-08-10,6216.34,pago,0
AP-0001679,PO-001344,SUP-006,2026-07-01,2026-08-13,3154.18,pago,0
AP-0001680,PO-001344,SUP-006,2026-07-01,2026-08-31,3154.18,pago,0
AP-0001681,PO-001345,SUP-011,2024-08-02,2024-09-14,5370.00,pago,0
AP-0001682,PO-001346,SUP-016,2024-09-03,2024-10-16,5455.30,pago,0
AP-0001683,PO-001347,SUP-021,2024-10-04,2024-11-16,5541.26,pago,0
AP-0001684,PO-001348,SUP-026,2024-11-05,2024-12-18,2813.95,pago,0
AP-0001685,PO-001348,SUP-026,2024-11-05,2025-01-05,2813.95,pago,0
AP-0001686,PO-001349,SUP-031,2024-12-06,2025-01-18,5715.22,pago,0
AP-0001687,PO-001350,SUP-036,2025-01-07,2025-02-19,1872.00,pago,0
AP-0001688,PO-001351,SUP-041,2025-02-08,2025-03-23,1930.42,pago,0
AP-0001689,PO-001352,SUP-046,2025-03-09,2025-04-21,994.75,pago,0
AP-0001690,PO-001352,SUP-046,2025-03-09,2025-05-09,994.75,pago,0
AP-0001691,PO-001353,SUP-051,2025-04-10,2025-05-23,2049.26,pago,0
AP-0001692,PO-001354,SUP-056,2025-05-11,2025-06-23,2109.70,pago,0
AP-0001693,PO-001355,SUP-061,2025-06-12,2025-07-25,2170.80,pago,0
AP-0001694,PO-001356,SUP-066,2025-07-13,2025-08-25,1116.29,pago,0
AP-0001695,PO-001356,SUP-066,2025-07-13,2025-09-12,1116.29,pago,0
AP-0001696,PO-001357,SUP-071,2025-08-14,2025-09-26,2295.02,pago,0
AP-0001697,PO-001358,SUP-076,2025-09-15,2025-10-28,2358.14,pago,0
AP-0001698,PO-001359,SUP-081,2025-10-16,2025-11-28,2421.94,pago,0
AP-0001699,PO-001360,SUP-001,2025-11-17,2025-12-30,1243.20,pago,0
AP-0001700,PO-001360,SUP-001,2025-11-17,2026-01-17,1243.20,pago,0
AP-0001701,PO-001361,SUP-006,2025-12-18,2026-01-30,2551.54,pago,0
AP-0001702,PO-001362,SUP-011,2026-01-19,2026-03-03,2617.34,pago,0
AP-0001703,PO-001363,SUP-016,2026-02-20,2026-04-04,2683.82,pago,0
AP-0001704,PO-001364,SUP-021,2026-03-21,2026-05-03,1375.49,pago,0
AP-0001705,PO-001364,SUP-021,2026-03-21,2026-05-21,1375.49,pago,0
AP-0001706,PO-001365,SUP-026,2026-04-22,2026-06-04,2818.80,pago,0
AP-0001707,PO-001366,SUP-031,2026-05-23,2026-07-05,2887.30,pago,0
AP-0001708,PO-001367,SUP-036,2026-06-24,2026-08-06,2956.46,pago,0
AP-0001709,PO-001368,SUP-041,2026-07-25,2026-09-06,1513.15,pago,0
AP-0001710,PO-001368,SUP-041,2026-07-25,2026-09-24,1513.15,pago,0
AP-0001711,PO-001369,SUP-046,2024-08-26,2024-10-08,2598.00,pago,0
AP-0001712,PO-001370,SUP-051,2024-09-27,2024-11-09,2661.12,pago,0
AP-0001713,PO-001371,SUP-056,2024-10-28,2024-12-10,2724.91,pago,0
AP-0001714,PO-001372,SUP-061,2024-11-01,2024-12-14,1394.69,pago,0
AP-0001715,PO-001372,SUP-061,2024-11-01,2025-01-01,1394.69,pago,0
AP-0001716,PO-001373,SUP-066,2024-12-02,2025-01-14,2854.51,pago,0
AP-0001717,PO-001374,SUP-071,2025-01-03,2025-02-15,2920.32,pago,0
AP-0001718,PO-001375,SUP-076,2025-02-04,2025-03-19,2986.80,pago,0
AP-0001719,PO-001376,SUP-081,2025-03-05,2025-04-17,1526.98,pago,0
AP-0001720,PO-001376,SUP-081,2025-03-05,2025-05-05,1526.98,pago,0
AP-0001721,PO-001377,SUP-001,2025-04-06,2025-05-19,3121.78,pago,0
AP-0001722,PO-001378,SUP-006,2025-05-07,2025-06-19,3190.27,pago,0
AP-0001723,PO-001379,SUP-011,2025-06-08,2025-07-21,3259.44,pago,0
AP-0001724,PO-001380,SUP-016,2025-07-09,2025-08-21,1664.64,pago,0
AP-0001725,PO-001380,SUP-016,2025-07-09,2025-09-08,1664.64,pago,0
AP-0001726,PO-001381,SUP-021,2025-08-10,2025-09-22,3399.79,pago,0
AP-0001727,PO-001382,SUP-026,2025-09-11,2025-10-24,3470.98,pago,0
AP-0001728,PO-001383,SUP-031,2025-10-12,2025-11-24,3542.83,pago,0
AP-0001729,PO-001384,SUP-036,2025-11-13,2025-12-26,1807.68,pago,0
AP-0001730,PO-001384,SUP-036,2025-11-13,2026-01-13,1807.68,pago,0
AP-0001731,PO-001385,SUP-041,2025-12-14,2026-01-26,3688.56,pago,0
AP-0001732,PO-001386,SUP-046,2026-01-15,2026-02-27,3762.43,pago,0
AP-0001733,PO-001387,SUP-051,2026-02-16,2026-03-31,3836.98,pago,0
AP-0001734,PO-001388,SUP-056,2026-03-17,2026-04-29,1956.10,pago,0
AP-0001735,PO-001388,SUP-056,2026-03-17,2026-05-17,1956.10,pago,0
AP-0001736,PO-001389,SUP-061,2026-04-18,2026-05-31,3988.08,pago,0
AP-0001737,PO-001390,SUP-066,2026-05-19,2026-07-01,4064.64,pago,0
AP-0001738,PO-001391,SUP-071,2026-06-20,2026-08-02,4141.87,pago,0
AP-0001739,PO-001392,SUP-076,2026-07-21,2026-09-02,2109.89,pago,0
AP-0001740,PO-001392,SUP-076,2026-07-21,2026-09-20,2109.89,pago,0
AP-0001741,PO-001393,SUP-081,2024-08-22,2024-10-04,3606.00,pago,0
AP-0001742,PO-001394,SUP-001,2024-09-23,2024-11-05,3677.18,pago,0
AP-0001743,PO-001395,SUP-006,2024-10-24,2024-12-06,3749.04,pago,0
AP-0001744,PO-001396,SUP-011,2024-11-25,2025-01-07,1910.78,pago,0
AP-0001745,PO-001396,SUP-011,2024-11-25,2025-01-25,1910.78,pago,0
AP-0001746,PO-001397,SUP-016,2024-12-26,2025-02-07,3894.77,pago,0
AP-0001747,PO-001398,SUP-021,2025-01-27,2025-03-11,3968.64,pago,0
AP-0001748,PO-001399,SUP-026,2025-02-28,2025-04-12,4043.18,pago,0
AP-0001749,PO-001400,SUP-031,2025-03-01,2025-04-13,2059.20,pago,0
AP-0001750,PO-001400,SUP-031,2025-03-01,2025-05-01,2059.20,pago,0
AP-0001751,PO-001401,SUP-036,2025-04-02,2025-05-15,4194.29,pago,0
AP-0001752,PO-001402,SUP-041,2025-05-03,2025-06-15,4270.85,pago,0
AP-0001753,PO-001403,SUP-046,2025-06-04,2025-07-17,4348.08,pago,0
AP-0001754,PO-001404,SUP-051,2025-07-05,2025-08-17,2212.99,pago,0
AP-0001755,PO-001404,SUP-051,2025-07-05,2025-09-04,2212.99,pago,0
AP-0001756,PO-001405,SUP-056,2025-08-06,2025-09-18,4504.56,pago,0
AP-0001757,PO-001406,SUP-061,2025-09-07,2025-10-20,4583.81,pago,0
AP-0001758,PO-001407,SUP-066,2025-10-08,2025-11-20,4663.73,pago,0
AP-0001759,PO-001408,SUP-071,2025-11-09,2025-12-22,2372.16,pago,0
AP-0001760,PO-001408,SUP-071,2025-11-09,2026-01-09,2372.16,pago,0
AP-0001761,PO-001409,SUP-076,2025-12-10,2026-01-22,4825.58,pago,0
AP-0001762,PO-001410,SUP-081,2026-01-11,2026-02-23,4907.52,pago,0
AP-0001763,PO-001411,SUP-001,2026-02-12,2026-03-27,4990.13,pago,0
AP-0001764,PO-001412,SUP-006,2026-03-13,2026-04-25,2536.70,pago,0
AP-0001765,PO-001412,SUP-006,2026-03-13,2026-05-13,2536.70,pago,0
AP-0001766,PO-001413,SUP-011,2026-04-14,2026-05-27,5157.36,pago,0
AP-0001767,PO-001414,SUP-016,2026-05-15,2026-06-27,5241.98,pago,0
AP-0001768,PO-001415,SUP-021,2026-06-16,2026-07-29,5327.28,pago,0
AP-0001769,PO-001416,SUP-026,2026-07-17,2026-08-29,2706.62,pago,0
AP-0001770,PO-001416,SUP-026,2026-07-17,2026-09-16,2706.62,pago,0
AP-0001771,PO-001417,SUP-031,2024-08-18,2024-09-30,4614.00,pago,0
AP-0001772,PO-001418,SUP-036,2024-09-19,2024-11-01,4693.25,pago,0
AP-0001773,PO-001419,SUP-041,2024-10-20,2024-12-02,4773.17,pago,0
AP-0001774,PO-001420,SUP-046,2024-11-21,2025-01-03,2426.88,pago,0
AP-0001775,PO-001420,SUP-046,2024-11-21,2025-01-21,2426.88,pago,0
AP-0001776,PO-001421,SUP-051,2024-12-22,2025-02-03,4935.02,pago,0
AP-0001777,PO-001422,SUP-056,2025-01-23,2025-03-07,5016.96,pago,0
AP-0001778,PO-001423,SUP-061,2025-02-24,2025-04-08,5099.57,pago,0
AP-0001779,PO-001424,SUP-066,2025-03-25,2025-05-07,2591.42,pago,0
AP-0001780,PO-001424,SUP-066,2025-03-25,2025-05-25,2591.42,pago,0
AP-0001781,PO-001425,SUP-071,2025-04-26,2025-06-08,5266.80,pago,0
AP-0001782,PO-001426,SUP-076,2025-05-27,2025-07-09,5351.42,pago,0
AP-0001783,PO-001427,SUP-081,2025-06-28,2025-08-10,5436.72,pago,0
AP-0001784,PO-001428,SUP-001,2025-07-01,2025-08-13,2761.34,pago,0
AP-0001785,PO-001428,SUP-001,2025-07-01,2025-08-31,2761.34,pago,0
AP-0001786,PO-001429,SUP-006,2025-08-02,2025-09-14,5609.33,pago,0
AP-0001787,PO-001430,SUP-011,2025-09-03,2025-10-16,5696.64,pago,0
AP-0001788,PO-001431,SUP-016,2025-10-04,2025-11-16,5784.62,pago,0
AP-0001789,PO-001432,SUP-021,2025-11-05,2025-12-18,2936.64,pago,0
AP-0001790,PO-001432,SUP-021,2025-11-05,2026-01-05,2936.64,pago,0
AP-0001791,PO-001433,SUP-026,2025-12-06,2026-01-18,5962.61,pago,0
AP-0001792,PO-001434,SUP-031,2026-01-07,2026-02-19,6052.61,pago,0
AP-0001793,PO-001435,SUP-036,2026-02-08,2026-03-23,6143.28,pago,0
AP-0001794,PO-001436,SUP-041,2026-03-09,2026-04-21,3117.31,pago,0
AP-0001795,PO-001436,SUP-041,2026-03-09,2026-05-09,3117.31,pago,0
AP-0001796,PO-001437,SUP-046,2026-04-10,2026-05-23,6326.64,pago,0
AP-0001797,PO-001438,SUP-051,2026-05-11,2026-06-23,6419.33,pago,0
AP-0001798,PO-001439,SUP-056,2026-06-12,2026-07-25,6512.69,pago,0
AP-0001799,PO-001440,SUP-061,2026-07-13,2026-08-25,1065.60,pago,0
AP-0001800,PO-001440,SUP-061,2026-07-13,2026-09-12,1065.60,pago,0
AP-0001801,PO-001441,SUP-066,2024-08-14,2024-09-26,1842.00,pago,0
AP-0001802,PO-001442,SUP-071,2024-09-15,2024-10-28,1899.07,pago,0
AP-0001803,PO-001443,SUP-076,2024-10-16,2024-11-28,1956.82,pago,0
AP-0001804,PO-001444,SUP-081,2024-11-17,2024-12-30,1007.62,pago,0
AP-0001805,PO-001444,SUP-081,2024-11-17,2025-01-17,1007.62,pago,0
AP-0001806,PO-001445,SUP-001,2024-12-18,2025-01-30,2074.32,pago,0
AP-0001807,PO-001446,SUP-006,2025-01-19,2025-03-03,2134.08,pago,0
AP-0001808,PO-001447,SUP-011,2025-02-20,2025-04-04,2194.51,pago,0
AP-0001809,PO-001448,SUP-016,2025-03-21,2025-05-03,1127.81,pago,0
AP-0001810,PO-001448,SUP-016,2025-03-21,2025-05-21,1127.81,pago,0
AP-0001811,PO-001449,SUP-021,2025-04-22,2025-06-04,2317.39,pago,0
AP-0001812,PO-001450,SUP-026,2025-05-23,2025-07-05,2379.84,pago,0
AP-0001813,PO-001451,SUP-031,2025-06-24,2025-08-06,2442.96,pago,0
AP-0001814,PO-001452,SUP-036,2025-07-25,2025-09-06,1253.38,pago,0
AP-0001815,PO-001452,SUP-036,2025-07-25,2025-09-24,1253.38,pago,0
AP-0001816,PO-001453,SUP-041,2025-08-26,2025-10-08,2571.22,pago,0
AP-0001817,PO-001454,SUP-046,2025-09-27,2025-11-09,2636.35,pago,0
AP-0001818,PO-001455,SUP-051,2025-10-28,2025-12-10,2702.16,pago,0
AP-0001819,PO-001456,SUP-056,2025-11-01,2025-12-14,1384.32,pago,0
AP-0001820,PO-001456,SUP-056,2025-11-01,2026-01-01,1384.32,pago,0
AP-0001821,PO-001457,SUP-061,2025-12-02,2026-01-14,2835.79,pago,0
AP-0001822,PO-001458,SUP-066,2026-01-03,2026-02-15,2903.62,pago,0
AP-0001823,PO-001459,SUP-071,2026-02-04,2026-03-19,2972.11,pago,0
AP-0001824,PO-001460,SUP-076,2026-03-05,2026-04-17,1520.64,pago,0
AP-0001825,PO-001460,SUP-076,2026-03-05,2026-05-05,1520.64,pago,0
AP-0001826,PO-001461,SUP-081,2026-04-06,2026-05-19,3111.12,pago,0
AP-0001827,PO-001462,SUP-001,2026-05-07,2026-06-19,3181.63,pago,0
AP-0001828,PO-001463,SUP-006,2026-06-08,2026-07-21,3252.82,pago,0
AP-0001829,PO-001464,SUP-011,2026-07-09,2026-08-21,1662.34,pago,0
AP-0001830,PO-001464,SUP-011,2026-07-09,2026-09-08,1662.34,pago,0
AP-0001831,PO-001465,SUP-016,2024-08-10,2024-09-22,2850.00,pago,0
AP-0001832,PO-001466,SUP-021,2024-09-11,2024-10-24,2915.14,pago,0
AP-0001833,PO-001467,SUP-026,2024-10-12,2024-11-24,2980.94,pago,0
AP-0001834,PO-001468,SUP-031,2024-11-13,2024-12-26,1523.71,pago,0
AP-0001835,PO-001468,SUP-031,2024-11-13,2025-01-13,1523.71,pago,0
AP-0001836,PO-001469,SUP-036,2024-12-14,2025-01-26,3114.58,pago,0
AP-0001837,PO-001470,SUP-041,2025-01-15,2025-02-27,3182.40,pago,0
AP-0001838,PO-001471,SUP-046,2025-02-16,2025-03-31,3250.90,pago,0
AP-0001839,PO-001472,SUP-051,2025-03-17,2025-04-29,1660.03,pago,0
AP-0001840,PO-001472,SUP-051,2025-03-17,2025-05-17,1660.03,pago,0
AP-0001841,PO-001473,SUP-056,2025-04-18,2025-05-31,3389.90,pago,0
AP-0001842,PO-001474,SUP-061,2025-05-19,2025-07-01,3460.42,pago,0
AP-0001843,PO-001475,SUP-066,2025-06-20,2025-08-02,3531.60,pago,0
AP-0001844,PO-001476,SUP-071,2025-07-21,2025-09-02,1801.73,pago,0
AP-0001845,PO-001476,SUP-071,2025-07-21,2025-09-20,1801.73,pago,0
AP-0001846,PO-001477,SUP-076,2025-08-22,2025-10-04,3675.98,pago,0
AP-0001847,PO-001478,SUP-081,2025-09-23,2025-11-05,3749.18,pago,0
AP-0001848,PO-001479,SUP-001,2025-10-24,2025-12-06,3823.06,pago,0
AP-0001849,PO-001480,SUP-006,2025-11-25,2026-01-07,1948.80,pago,0
AP-0001850,PO-001480,SUP-006,2025-11-25,2026-01-25,1948.80,pago,0
AP-0001851,PO-001481,SUP-011,2025-12-26,2026-02-07,3972.82,pago,0
AP-0001852,PO-001482,SUP-016,2026-01-27,2026-03-11,4048.70,pago,0
AP-0001853,PO-001483,SUP-021,2026-02-28,2026-04-12,4125.26,pago,0
AP-0001854,PO-001484,SUP-026,2026-03-01,2026-04-13,2101.25,pago,0
AP-0001855,PO-001484,SUP-026,2026-03-01,2026-05-01,2101.25,pago,0
AP-0001856,PO-001485,SUP-031,2026-04-02,2026-05-15,4280.40,pago,0
AP-0001857,PO-001486,SUP-036,2026-05-03,2026-06-15,4358.98,pago,0
AP-0001858,PO-001487,SUP-041,2026-06-04,2026-07-17,4438.22,pago,0
AP-0001859,PO-001488,SUP-046,2026-07-05,2026-08-17,2259.07,pago,0
AP-0001860,PO-001488,SUP-046,2026-07-05,2026-09-04,2259.07,pago,0
AP-0001861,PO-001489,SUP-051,2024-08-06,2024-09-18,3858.00,pago,0
AP-0001862,PO-001490,SUP-056,2024-09-07,2024-10-20,3931.20,pago,0
AP-0001863,PO-001491,SUP-061,2024-10-08,2024-11-20,4005.07,pago,0
AP-0001864,PO-001492,SUP-066,2024-11-09,2024-12-22,2039.81,pago,0
AP-0001865,PO-001492,SUP-066,2024-11-09,2025-01-09,2039.81,pago,0
AP-0001866,PO-001493,SUP-071,2024-12-10,2025-01-22,4154.83,pago,0
AP-0001867,PO-001494,SUP-076,2025-01-11,2025-02-23,4230.72,pago,0
AP-0001868,PO-001495,SUP-081,2025-02-12,2025-03-27,4307.28,pago,0
AP-0001869,PO-001496,SUP-001,2025-03-13,2025-04-25,2192.26,pago,0
AP-0001870,PO-001496,SUP-001,2025-03-13,2025-05-13,2192.26,pago,0
AP-0001871,PO-001497,SUP-006,2025-04-14,2025-05-27,4462.42,pago,0
AP-0001872,PO-001498,SUP-011,2025-05-15,2025-06-27,4540.99,pago,0
AP-0001873,PO-001499,SUP-016,2025-06-16,2025-07-29,4620.24,pago,0
AP-0001874,PO-001500,SUP-021,2025-07-17,2025-08-29,2350.08,pago,0
AP-0001875,PO-001500,SUP-021,2025-07-17,2025-09-16,2350.08,pago,0
AP-0001876,PO-001501,SUP-026,2025-08-18,2025-09-30,4780.75,pago,0
AP-0001877,PO-001502,SUP-031,2025-09-19,2025-11-01,4862.02,pago,0
AP-0001878,PO-001503,SUP-036,2025-10-20,2025-12-02,4943.95,pago,0
AP-0001879,PO-001504,SUP-041,2025-11-21,2026-01-03,2513.28,pago,0
AP-0001880,PO-001504,SUP-041,2025-11-21,2026-01-21,2513.28,pago,0
AP-0001881,PO-001505,SUP-046,2025-12-22,2026-02-03,5109.84,pago,0
AP-0001882,PO-001506,SUP-051,2026-01-23,2026-03-07,5193.79,pago,0
AP-0001883,PO-001507,SUP-056,2026-02-24,2026-04-08,5278.42,pago,0
AP-0001884,PO-001508,SUP-061,2026-03-25,2026-05-07,2681.86,pago,0
AP-0001885,PO-001508,SUP-061,2026-03-25,2026-05-25,2681.86,pago,0
AP-0001886,PO-001509,SUP-066,2026-04-26,2026-06-08,5449.68,pago,0
AP-0001887,PO-001510,SUP-071,2026-05-27,2026-07-09,5536.32,pago,0
AP-0001888,PO-001511,SUP-076,2026-06-28,2026-08-10,5623.63,pago,0
AP-0001889,PO-001512,SUP-081,2026-07-01,2026-08-13,2855.81,pago,0
AP-0001890,PO-001512,SUP-081,2026-07-01,2026-08-31,2855.81,pago,0
AP-0001891,PO-001513,SUP-001,2024-08-02,2024-09-14,4866.00,pago,0
AP-0001892,PO-001514,SUP-006,2024-09-03,2024-10-16,4947.26,pago,0
AP-0001893,PO-001515,SUP-011,2024-10-04,2024-11-16,5029.20,pago,0
AP-0001894,PO-001516,SUP-016,2024-11-05,2024-12-18,2555.90,pago,0
AP-0001895,PO-001516,SUP-016,2024-11-05,2025-01-05,2555.90,pago,0
AP-0001896,PO-001517,SUP-021,2024-12-06,2025-01-18,5195.09,pago,0
AP-0001897,PO-001518,SUP-026,2025-01-07,2025-02-19,5279.04,pago,0
AP-0001898,PO-001519,SUP-031,2025-02-08,2025-03-23,5363.66,pago,0
AP-0001899,PO-001520,SUP-036,2025-03-09,2025-04-21,2724.48,pago,0
AP-0001900,PO-001520,SUP-036,2025-03-09,2025-05-09,2724.48,pago,0
AP-0001901,PO-001521,SUP-041,2025-04-10,2025-05-23,5534.93,pago,0
AP-0001902,PO-001522,SUP-046,2025-05-11,2025-06-23,5621.57,pago,0
AP-0001903,PO-001523,SUP-051,2025-06-12,2025-07-25,5708.88,pago,0
AP-0001904,PO-001524,SUP-056,2025-07-13,2025-08-25,2898.43,pago,0
