order_item_id,order_id,product_external_id,quantity,unit_price,line_total
OI-0005102,O-001021,PRD-01089,3,239.00,717.00
OI-0005103,O-001021,PRD-01108,1,717.00,717.00
OI-0005104,O-001021,PRD-01127,2,358.50,717.00
OI-0005105,O-001021,PRD-01146,3,239.00,717.00
OI-0005106,O-001022,PRD-01165,2,359.83,719.66
OI-0005107,O-001022,PRD-01184,3,239.89,719.67
OI-0005108,O-001022,PRD-01203,1,719.66,719.66
OI-0005109,O-001022,PRD-01222,2,359.83,719.66
OI-0005110,O-001022,PRD-01241,3,239.89,719.67
OI-0005111,O-001023,PRD-01260,2,361.11,722.22
OI-0005112,O-001023,PRD-01279,3,240.74,722.22
OI-0005113,O-001023,PRD-01298,1,722.23,722.23
OI-0005114,O-001023,PRD-01317,2,361.11,722.22
OI-0005115,O-001023,PRD-01336,3,240.74,722.22
OI-0005116,O-001024,PRD-00005,2,427.58,855.16
OI-0005117,O-001024,PRD-00024,3,285.05,855.15
OI-0005118,O-001024,PRD-00043,1,855.16,855.16
OI-0005119,O-001024,PRD-00062,2,427.58,855.16
OI-0005120,O-001024,PRD-00081,3,285.05,855.15
OI-0005121,O-001025,PRD-00100,2,429.00,858.00
OI-0005122,O-001025,PRD-00119,3,286.00,858.00
OI-0005123,O-001025,PRD-00138,1,858.00,858.00
OI-0005124,O-001025,PRD-00157,2,429.00,858.00
OI-0005125,O-001025,PRD-00176,3,286.00,858.00
OI-0005126,O-001026,PRD-00195,2,335.54,671.08
OI-0005127,O-001026,PRD-00214,3,223.69,671.07
OI-0005128,O-001026,PRD-00233,1,671.08,671.08
OI-0005129,O-001026,PRD-00252,2,335.54,671.08
OI-0005130,O-001026,PRD-00271,3,223.69,671.07
OI-0005131,O-001027,PRD-00290,2,336.57,673.14
OI-0005132,O-001027,PRD-00309,3,224.38,673.14
OI-0005133,O-001027,PRD-00328,1,673.14,673.14
OI-0005134,O-001027,PRD-00347,2,336.57,673.14
OI-0005135,O-001027,PRD-00366,3,224.38,673.14
OI-0005136,O-001028,PRD-00385,2,396.27,792.54
OI-0005137,O-001028,PRD-00404,3,264.18,792.54
OI-0005138,O-001028,PRD-00423,1,792.53,792.53
OI-0005139,O-001028,PRD-00442,2,396.27,792.54
OI-0005140,O-001028,PRD-00461,3,264.18,792.54
OI-0005141,O-001029,PRD-00480,2,397.38,794.76
OI-0005142,O-001029,PRD-00499,3,264.92,794.76
OI-0005143,O-001029,PRD-00518,1,794.77,794.77
OI-0005144,O-001029,PRD-00537,2,397.38,794.76
OI-0005145,O-001029,PRD-00556,3,264.92,794.76
OI-0005146,O-001030,PRD-00575,2,368.94,737.88
OI-0005147,O-001030,PRD-00594,3,245.96,737.88
OI-0005148,O-001030,PRD-00613,1,737.88,737.88
OI-0005149,O-001030,PRD-00632,2,368.94,737.88
OI-0005150,O-001030,PRD-00651,3,245.96,737.88
OI-0005151,O-001031,PRD-00670,2,369.89,739.78
OI-0005152,O-001031,PRD-00689,3,246.59,739.77
OI-0005153,O-001031,PRD-00708,1,739.78,739.78
OI-0005154,O-001031,PRD-00727,2,369.89,739.78
OI-0005155,O-001031,PRD-00746,3,246.59,739.77
OI-0005156,O-001032,PRD-00765,2,341.13,682.26
OI-0005157,O-001032,PRD-00784,3,227.42,682.26
OI-0005158,O-001032,PRD-00803,1,682.27,682.27
OI-0005159,O-001032,PRD-00822,2,341.13,682.26
OI-0005160,O-001032,PRD-00841,3,227.42,682.26
OI-0005161,O-001033,PRD-00860,2,400.50,801.00
OI-0005162,O-001033,PRD-00879,3,267.00,801.00
OI-0005163,O-001033,PRD-00898,1,801.00,801.00
OI-0005164,O-001033,PRD-00917,2,400.50,801.00
OI-0005165,O-001033,PRD-00936,3,267.00,801.00
OI-0005166,O-001034,PRD-00955,2,404.00,808.00
OI-0005167,O-001034,PRD-00974,3,269.33,807.99
OI-0005168,O-001034,PRD-00993,1,808.00,808.00
OI-0005169,O-001034,PRD-01012,2,404.00,808.00
OI-0005170,O-001034,PRD-01031,3,269.33,807.99
OI-0005171,O-001035,PRD-01050,2,407.50,815.00
OI-0005172,O-001035,PRD-01069,3,271.67,815.01
OI-0005173,O-001035,PRD-01088,1,815.00,815.00
OI-0005174,O-001035,PRD-01107,2,407.50,815.00
OI-0005175,O-001035,PRD-01126,3,271.67,815.01
OI-0005176,O-001036,PRD-01145,2,484.98,969.96
OI-0005177,O-001036,PRD-01164,3,323.32,969.96
OI-0005178,O-001036,PRD-01183,1,969.96,969.96
OI-0005179,O-001036,PRD-01202,2,484.98,969.96
OI-0005180,O-001036,PRD-01221,3,323.32,969.96
OI-0005181,O-001037,PRD-01240,2,489.11,978.22
OI-0005182,O-001037,PRD-01259,3,326.07,978.21
OI-0005183,O-001037,PRD-01278,1,978.22,978.22
OI-0005184,O-001037,PRD-01297,2,489.11,978.22
OI-0005185,O-001037,PRD-01316,3,326.07,978.21
OI-0005186,O-001038,PRD-01335,2,384.56,769.12
OI-0005187,O-001038,PRD-00004,3,256.37,769.11
OI-0005188,O-001038,PRD-00023,1,769.12,769.12
OI-0005189,O-001038,PRD-00042,2,384.56,769.12
OI-0005190,O-001038,PRD-00061,3,256.37,769.11
OI-0005191,O-001039,PRD-00080,2,387.78,775.56
OI-0005192,O-001039,PRD-00099,3,258.52,775.56
OI-0005193,O-001039,PRD-00118,1,775.56,775.56
OI-0005194,O-001039,PRD-00137,2,387.78,775.56
OI-0005195,O-001039,PRD-00156,3,258.52,775.56
OI-0005196,O-001040,PRD-00175,2,459.00,918.00
OI-0005197,O-001040,PRD-00194,3,306.00,918.00
OI-0005198,O-001040,PRD-00213,1,918.00,918.00
OI-0005199,O-001040,PRD-00232,2,459.00,918.00
OI-0005200,O-001040,PRD-00251,3,306.00,918.00
OI-0005201,O-001041,PRD-00270,2,462.78,925.56
OI-0005202,O-001041,PRD-00289,3,308.52,925.56
OI-0005203,O-001041,PRD-00308,1,925.56,925.56
OI-0005204,O-001041,PRD-00327,2,462.78,925.56
OI-0005205,O-001041,PRD-00346,3,308.52,925.56
OI-0005206,O-001042,PRD-00365,2,432.00,864.00
OI-0005207,O-001042,PRD-00384,3,288.00,864.00
OI-0005208,O-001042,PRD-00403,1,864.00,864.00
OI-0005209,O-001042,PRD-00422,2,432.00,864.00
OI-0005210,O-001042,PRD-00441,3,288.00,864.00
OI-0005211,O-001043,PRD-00460,2,435.50,871.00
OI-0005212,O-001043,PRD-00479,3,290.33,870.99
OI-0005213,O-001043,PRD-00498,1,871.00,871.00
OI-0005214,O-001043,PRD-00517,2,435.50,871.00
OI-0005215,O-001043,PRD-00536,3,290.33,870.99
OI-0005216,O-001044,PRD-00555,2,403.88,807.76
OI-0005217,O-001044,PRD-00574,3,269.25,807.75
OI-0005218,O-001044,PRD-00593,1,807.76,807.76
OI-0005219,O-001044,PRD-00612,2,403.88,807.76
OI-0005220,O-001044,PRD-00631,3,269.25,807.75
OI-0005221,O-001045,PRD-00650,2,442.50,885.00
OI-0005222,O-001045,PRD-00669,3,295.00,885.00
OI-0005223,O-001045,PRD-00688,1,885.00,885.00
OI-0005224,O-001045,PRD-00707,2,442.50,885.00
OI-0005225,O-001045,PRD-00726,3,295.00,885.00
OI-0005226,O-001046,PRD-00745,2,443.32,886.64
OI-0005227,O-001046,PRD-00764,3,295.55,886.65
OI-0005228,O-001046,PRD-00783,1,886.65,886.65
OI-0005229,O-001046,PRD-00802,2,443.32,886.64
OI-0005230,O-001046,PRD-00821,3,295.55,886.65
OI-0005231,O-001047,PRD-00840,2,444.11,888.22
OI-0005232,O-001047,PRD-00859,3,296.07,888.21
OI-0005233,O-001047,PRD-00878,1,888.21,888.21
OI-0005234,O-001047,PRD-00897,2,444.11,888.22
OI-0005235,O-001047,PRD-00916,3,296.07,888.21
OI-0005236,O-001048,PRD-00935,2,524.92,1049.84
OI-0005237,O-001048,PRD-00954,3,349.95,1049.85
OI-0005238,O-001048,PRD-00973,1,1049.84,1049.84
OI-0005239,O-001048,PRD-00992,2,524.92,1049.84
OI-0005240,O-001048,PRD-01011,3,349.95,1049.85
OI-0005241,O-001049,PRD-01030,2,525.74,1051.48
OI-0005242,O-001049,PRD-01049,3,350.49,1051.47
OI-0005243,O-001049,PRD-01068,1,1051.48,1051.48
OI-0005244,O-001049,PRD-01087,2,525.74,1051.48
OI-0005245,O-001049,PRD-01106,3,350.49,1051.47
OI-0005246,O-001050,PRD-01125,2,191.87,383.74
OI-0005247,O-001050,PRD-01144,3,127.91,383.73
OI-0005248,O-001050,PRD-01163,1,383.73,383.73
OI-0005249,O-001050,PRD-01182,2,191.87,383.74
OI-0005250,O-001050,PRD-01201,3,127.91,383.73
OI-0005251,O-001051,PRD-01220,2,193.78,387.56
OI-0005252,O-001051,PRD-01239,3,129.19,387.57
OI-0005253,O-001051,PRD-01258,1,387.57,387.57
OI-0005254,O-001051,PRD-01277,2,193.78,387.56
OI-0005255,O-001051,PRD-01296,3,129.19,387.57
OI-0005256,O-001052,PRD-01315,2,229.69,459.38
OI-0005257,O-001052,PRD-01334,3,153.13,459.39
OI-0005258,O-001052,PRD-00003,1,459.38,459.38
OI-0005259,O-001052,PRD-00022,2,229.69,459.38
OI-0005260,O-001052,PRD-00041,3,153.13,459.39
OI-0005261,O-001053,PRD-00060,2,231.85,463.70
OI-0005262,O-001053,PRD-00079,3,154.57,463.71
OI-0005263,O-001053,PRD-00098,1,463.70,463.70
OI-0005264,O-001053,PRD-00117,2,231.85,463.70
OI-0005265,O-001053,PRD-00136,3,154.57,463.71
OI-0005266,O-001054,PRD-00155,2,216.63,433.26
OI-0005267,O-001054,PRD-00174,3,144.42,433.26
OI-0005268,O-001054,PRD-00193,1,433.27,433.27
OI-0005269,O-001054,PRD-00212,2,216.63,433.26
OI-0005270,O-001054,PRD-00231,3,144.42,433.26
OI-0005271,O-001055,PRD-00250,2,218.55,437.10
OI-0005272,O-001055,PRD-00269,3,145.70,437.10
OI-0005273,O-001055,PRD-00288,1,437.10,437.10
OI-0005274,O-001055,PRD-00307,2,218.55,437.10
OI-0005275,O-001055,PRD-00326,3,145.70,437.10
OI-0005276,O-001056,PRD-00345,2,202.79,405.58
OI-0005277,O-001056,PRD-00364,3,135.19,405.57
OI-0005278,O-001056,PRD-00383,1,405.58,405.58
OI-0005279,O-001056,PRD-00402,2,202.79,405.58
OI-0005280,O-001056,PRD-00421,3,135.19,405.57
OI-0005281,O-001057,PRD-00440,2,239.50,479.00
OI-0005282,O-001057,PRD-00459,3,159.67,479.01
OI-0005283,O-001057,PRD-00478,1,479.00,479.00
OI-0005284,O-001057,PRD-00497,2,239.50,479.00
OI-0005285,O-001057,PRD-00516,3,159.67,479.01
OI-0005286,O-001058,PRD-00535,2,243.00,486.00
OI-0005287,O-001058,PRD-00554,3,162.00,486.00
OI-0005288,O-001058,PRD-00573,1,486.00,486.00
OI-0005289,O-001058,PRD-00592,2,243.00,486.00
OI-0005290,O-001058,PRD-00611,3,162.00,486.00
OI-0005291,O-001059,PRD-00630,2,246.50,493.00
OI-0005292,O-001059,PRD-00649,3,164.33,492.99
OI-0005293,O-001059,PRD-00668,1,493.00,493.00
OI-0005294,O-001059,PRD-00687,2,246.50,493.00
OI-0005295,O-001059,PRD-00706,3,164.33,492.99
OI-0005296,O-001060,PRD-00725,2,295.00,590.00
OI-0005297,O-001060,PRD-00744,3,196.67,590.01
OI-0005298,O-001060,PRD-00763,1,590.00,590.00
OI-0005299,O-001060,PRD-00782,2,295.00,590.00
OI-0005300,O-001060,PRD-00801,3,196.67,590.01
OI-0005301,O-001061,PRD-00820,2,299.13,598.26
OI-0005302,O-001061,PRD-00839,3,199.42,598.26
OI-0005303,O-001061,PRD-00858,1,598.26,598.26
OI-0005304,O-001061,PRD-00877,2,299.13,598.26
OI-0005305,O-001061,PRD-00896,3,199.42,598.26
OI-0005306,O-001062,PRD-00915,2,236.44,472.88
OI-0005307,O-001062,PRD-00934,3,157.63,472.89
OI-0005308,O-001062,PRD-00953,1,472.88,472.88
OI-0005309,O-001062,PRD-00972,2,236.44,472.88
OI-0005310,O-001062,PRD-00991,3,157.63,472.89
OI-0005311,O-001063,PRD-01010,2,239.66,479.32
OI-0005312,O-001063,PRD-01029,3,159.77,479.31
OI-0005313,O-001063,PRD-01048,1,479.32,479.32
OI-0005314,O-001063,PRD-01067,2,239.66,479.32
OI-0005315,O-001063,PRD-01086,3,159.77,479.31
OI-0005316,O-001064,PRD-01105,2,285.12,570.24
OI-0005317,O-001064,PRD-01124,3,190.08,570.24
OI-0005318,O-001064,PRD-01143,1,570.24,570.24
OI-0005319,O-001064,PRD-01162,2,285.12,570.24
OI-0005320,O-001064,PRD-01181,3,190.08,570.24
OI-0005321,O-001065,PRD-01200,2,288.90,577.80
OI-0005322,O-001065,PRD-01219,3,192.60,577.80
OI-0005323,O-001065,PRD-01238,1,577.80,577.80
OI-0005324,O-001065,PRD-01257,2,288.90,577.80
OI-0005325,O-001065,PRD-01276,3,192.60,577.80
OI-0005326,O-001066,PRD-01295,2,271.00,542.00
OI-0005327,O-001066,PRD-01314,3,180.67,542.01
OI-0005328,O-001066,PRD-01333,1,542.00,542.00
OI-0005329,O-001066,PRD-00002,2,271.00,542.00
OI-0005330,O-001066,PRD-00021,3,180.67,542.01
OI-0005331,O-001067,PRD-00040,2,274.50,549.00
OI-0005332,O-001067,PRD-00059,3,183.00,549.00
OI-0005333,O-001067,PRD-00078,1,549.00,549.00
OI-0005334,O-001067,PRD-00097,2,274.50,549.00
OI-0005335,O-001067,PRD-00116,3,183.00,549.00
OI-0005336,O-001068,PRD-00135,2,255.76,511.52
OI-0005337,O-001068,PRD-00154,3,170.51,511.53
OI-0005338,O-001068,PRD-00173,1,511.52,511.52
OI-0005339,O-001068,PRD-00192,2,255.76,511.52
OI-0005340,O-001068,PRD-00211,3,170.51,511.53
OI-0005341,O-001069,PRD-00230,2,281.50,563.00
OI-0005342,O-001069,PRD-00249,3,187.67,563.01
OI-0005343,O-001069,PRD-00268,1,563.00,563.00
OI-0005344,O-001069,PRD-00287,2,281.50,563.00
OI-0005345,O-001069,PRD-00306,3,187.67,563.01
OI-0005346,O-001070,PRD-00325,2,283.29,566.58
OI-0005347,O-001070,PRD-00344,3,188.86,566.58
OI-0005348,O-001070,PRD-00363,1,566.58,566.58
OI-0005349,O-001070,PRD-00382,2,283.29,566.58
OI-0005350,O-001070,PRD-00401,3,188.86,566.58
OI-0005351,O-001071,PRD-00420,2,285.04,570.08
OI-0005352,O-001071,PRD-00439,3,190.03,570.09
OI-0005353,O-001071,PRD-00458,1,570.08,570.08
OI-0005354,O-001071,PRD-00477,2,285.04,570.08
OI-0005355,O-001071,PRD-00496,3,190.03,570.09
OI-0005356,O-001072,PRD-00515,2,338.36,676.72
OI-0005357,O-001072,PRD-00534,3,225.57,676.71
OI-0005358,O-001072,PRD-00553,1,676.72,676.72
OI-0005359,O-001072,PRD-00572,2,338.36,676.72
OI-0005360,O-001072,PRD-00591,3,225.57,676.71
OI-0005361,O-001073,PRD-00610,2,340.32,680.64
OI-0005362,O-001073,PRD-00629,3,226.88,680.64
OI-0005363,O-001073,PRD-00648,1,680.64,680.64
OI-0005364,O-001073,PRD-00667,2,340.32,680.64
OI-0005365,O-001073,PRD-00686,3,226.88,680.64
OI-0005366,O-001074,PRD-00705,2,266.83,533.66
OI-0005367,O-001074,PRD-00724,3,177.89,533.67
OI-0005368,O-001074,PRD-00743,1,533.66,533.66
OI-0005369,O-001074,PRD-00762,2,266.83,533.66
OI-0005370,O-001074,PRD-00781,3,177.89,533.67
OI-0005371,O-001075,PRD-00800,2,268.28,536.56
OI-0005372,O-001075,PRD-00819,3,178.85,536.55
OI-0005373,O-001075,PRD-00838,1,536.56,536.56
OI-0005374,O-001075,PRD-00857,2,268.28,536.56
OI-0005375,O-001075,PRD-00876,3,178.85,536.55
OI-0005376,O-001076,PRD-00895,2,316.60,633.20
OI-0005377,O-001076,PRD-00914,3,211.07,633.21
OI-0005378,O-001076,PRD-00933,1,633.20,633.20
OI-0005379,O-001076,PRD-00952,2,316.60,633.20
OI-0005380,O-001076,PRD-00971,3,211.07,633.21
OI-0005381,O-001077,PRD-00990,2,318.22,636.44
OI-0005382,O-001077,PRD-01009,3,212.14,636.42
OI-0005383,O-001077,PRD-01028,1,636.43,636.43
OI-0005384,O-001077,PRD-01047,2,318.22,636.44
OI-0005385,O-001077,PRD-01066,3,212.14,636.42
OI-0005386,O-001078,PRD-01085,2,296.10,592.20
OI-0005387,O-001078,PRD-01104,3,197.40,592.20
OI-0005388,O-001078,PRD-01123,1,592.20,592.20
OI-0005389,O-001078,PRD-01142,2,296.10,592.20
OI-0005390,O-001078,PRD-01161,3,197.40,592.20
OI-0005391,O-001079,PRD-01180,2,297.51,595.02
OI-0005392,O-001079,PRD-01199,3,198.34,595.02
OI-0005393,O-001079,PRD-01218,1,595.02,595.02
OI-0005394,O-001079,PRD-01237,2,297.51,595.02
OI-0005395,O-001079,PRD-01256,3,198.34,595.02
OI-0005396,O-001080,PRD-01275,2,274.97,549.94
OI-0005397,O-001080,PRD-01294,3,183.31,549.93
OI-0005398,O-001080,PRD-01313,1,549.94,549.94
OI-0005399,O-001080,PRD-01332,2,274.97,549.94
OI-0005400,O-001080,PRD-00001,3,183.31,549.93
OI-0005401,O-001081,PRD-00020,2,323.50,647.00
OI-0005402,O-001081,PRD-00039,3,215.67,647.01
OI-0005403,O-001081,PRD-00058,1,647.00,647.00
OI-0005404,O-001081,PRD-00077,2,323.50,647.00
OI-0005405,O-001081,PRD-00096,3,215.67,647.01
OI-0005406,O-001082,PRD-00115,2,327.00,654.00
OI-0005407,O-001082,PRD-00134,3,218.00,654.00
OI-0005408,O-001082,PRD-00153,1,654.00,654.00
OI-0005409,O-001082,PRD-00172,2,327.00,654.00
OI-0005410,O-001082,PRD-00191,3,218.00,654.00
OI-0005411,O-001083,PRD-00210,2,330.50,661.00
OI-0005412,O-001083,PRD-00229,3,220.33,660.99
OI-0005413,O-001083,PRD-00248,1,661.00,661.00
OI-0005414,O-001083,PRD-00267,2,330.50,661.00
OI-0005415,O-001083,PRD-00286,3,220.33,660.99
OI-0005416,O-001084,PRD-00305,2,394.12,788.24
OI-0005417,O-001084,PRD-00324,3,262.75,788.25
OI-0005418,O-001084,PRD-00343,1,788.24,788.24
OI-0005419,O-001084,PRD-00362,2,394.12,788.24
OI-0005420,O-001084,PRD-00381,3,262.75,788.25
OI-0005421,O-001085,PRD-00400,2,398.25,796.50
OI-0005422,O-001085,PRD-00419,3,265.50,796.50
OI-0005423,O-001085,PRD-00438,1,796.50,796.50
OI-0005424,O-001085,PRD-00457,2,398.25,796.50
OI-0005425,O-001085,PRD-00476,3,265.50,796.50
OI-0005426,O-001086,PRD-00495,2,313.72,627.44
OI-0005427,O-001086,PRD-00514,3,209.15,627.45
OI-0005428,O-001086,PRD-00533,1,627.44,627.44
OI-0005429,O-001086,PRD-00552,2,313.72,627.44
OI-0005430,O-001086,PRD-00571,3,209.15,627.45
OI-0005431,O-001087,PRD-00590,2,316.94,633.88
OI-0005432,O-001087,PRD-00609,3,211.29,633.87
OI-0005433,O-001087,PRD-00628,1,633.88,633.88
OI-0005434,O-001087,PRD-00647,2,316.94,633.88
OI-0005435,O-001087,PRD-00666,3,211.29,633.87
OI-0005436,O-001088,PRD-00685,2,375.84,751.68
OI-0005437,O-001088,PRD-00704,3,250.56,751.68
OI-0005438,O-001088,PRD-00723,1,751.68,751.68
OI-0005439,O-001088,PRD-00742,2,375.84,751.68
OI-0005440,O-001088,PRD-00761,3,250.56,751.68
OI-0005441,O-001089,PRD-00780,2,379.62,759.24
OI-0005442,O-001089,PRD-00799,3,253.08,759.24
OI-0005443,O-001089,PRD-00818,1,759.24,759.24
OI-0005444,O-001089,PRD-00837,2,379.62,759.24
OI-0005445,O-001089,PRD-00856,3,253.08,759.24
OI-0005446,O-001090,PRD-00875,2,355.00,710.00
OI-0005447,O-001090,PRD-00894,3,236.67,710.01
OI-0005448,O-001090,PRD-00913,1,710.00,710.00
OI-0005449,O-001090,PRD-00932,2,355.00,710.00
OI-0005450,O-001090,PRD-00951,3,236.67,710.01
OI-0005451,O-001091,PRD-00970,2,358.50,717.00
OI-0005452,O-001091,PRD-00989,3,239.00,717.00
OI-0005453,O-001091,PRD-01008,1,717.00,717.00
OI-0005454,O-001091,PRD-01027,2,358.50,717.00
OI-0005455,O-001091,PRD-01046,3,239.00,717.00
OI-0005456,O-001092,PRD-01065,2,333.04,666.08
OI-0005457,O-001092,PRD-01084,3,222.03,666.09
OI-0005458,O-001092,PRD-01103,1,666.08,666.08
OI-0005459,O-001092,PRD-01122,2,333.04,666.08
OI-0005460,O-001092,PRD-01141,3,222.03,666.09
OI-0005461,O-001093,PRD-01160,2,365.50,731.00
OI-0005462,O-001093,PRD-01179,3,243.67,731.01
OI-0005463,O-001093,PRD-01198,1,731.00,731.00
OI-0005464,O-001093,PRD-01217,2,365.50,731.00
OI-0005465,O-001093,PRD-01236,3,243.67,731.01
OI-0005466,O-001094,PRD-01255,2,366.79,733.58
OI-0005467,O-001094,PRD-01274,3,244.52,733.56
OI-0005468,O-001094,PRD-01293,1,733.57,733.57
OI-0005469,O-001094,PRD-01312,2,366.79,733.58
OI-0005470,O-001094,PRD-01331,3,244.52,733.56
OI-0005471,O-001095,PRD-01350,2,368.03,736.06
OI-0005472,O-001095,PRD-00019,3,245.35,736.05
OI-0005473,O-001095,PRD-00038,1,736.06,736.06
OI-0005474,O-001095,PRD-00057,2,368.03,736.06
OI-0005475,O-001095,PRD-00076,3,245.35,736.05
OI-0005476,O-001096,PRD-00095,2,435.69,871.38
OI-0005477,O-001096,PRD-00114,3,290.46,871.38
OI-0005478,O-001096,PRD-00133,1,871.39,871.39
OI-0005479,O-001096,PRD-00152,2,435.69,871.38
OI-0005480,O-001096,PRD-00171,3,290.46,871.38
OI-0005481,O-001097,PRD-00190,2,437.06,874.12
OI-0005482,O-001097,PRD-00209,3,291.38,874.14
OI-0005483,O-001097,PRD-00228,1,874.13,874.13
OI-0005484,O-001097,PRD-00247,2,437.06,874.12
OI-0005485,O-001097,PRD-00266,3,291.38,874.14
OI-0005486,O-001098,PRD-00285,2,341.79,683.58
OI-0005487,O-001098,PRD-00304,3,227.86,683.58
OI-0005488,O-001098,PRD-00323,1,683.58,683.58
OI-0005489,O-001098,PRD-00342,2,341.79,683.58
OI-0005490,O-001098,PRD-00361,3,227.86,683.58
OI-0005491,O-001099,PRD-00380,2,342.78,685.56
OI-0005492,O-001099,PRD-00399,3,228.52,685.56
OI-0005493,O-001099,PRD-00418,1,685.56,685.56
OI-0005494,O-001099,PRD-00437,2,342.78,685.56
OI-0005495,O-001099,PRD-00456,3,228.52,685.56
OI-0005496,O-001100,PRD-00475,2,403.51,807.02
OI-0005497,O-001100,PRD-00494,3,269.01,807.03
OI-0005498,O-001100,PRD-00513,1,807.02,807.02
OI-0005499,O-001100,PRD-00532,2,403.51,807.02
OI-0005500,O-001100,PRD-00551,3,269.01,807.03
OI-0005501,O-001101,PRD-00570,2,404.58,809.16
OI-0005502,O-001101,PRD-00589,3,269.72,809.16
OI-0005503,O-001101,PRD-00608,1,809.16,809.16
OI-0005504,O-001101,PRD-00627,2,404.58,809.16
OI-0005505,O-001101,PRD-00646,3,269.72,809.16
OI-0005506,O-001102,PRD-00665,2,375.56,751.12
OI-0005507,O-001102,PRD-00684,3,250.37,751.11
OI-0005508,O-001102,PRD-00703,1,751.12,751.12
OI-0005509,O-001102,PRD-00722,2,375.56,751.12
OI-0005510,O-001102,PRD-00741,3,250.37,751.11
OI-0005511,O-001103,PRD-00760,2,376.47,752.94
OI-0005512,O-001103,PRD-00779,3,250.98,752.94
OI-0005513,O-001103,PRD-00798,1,752.94,752.94
OI-0005514,O-001103,PRD-00817,2,376.47,752.94
OI-0005515,O-001103,PRD-00836,3,250.98,752.94
OI-0005516,O-001104,PRD-00855,2,347.15,694.30
OI-0005517,O-001104,PRD-00874,3,231.43,694.29
OI-0005518,O-001104,PRD-00893,1,694.30,694.30
OI-0005519,O-001104,PRD-00912,2,347.15,694.30
OI-0005520,O-001104,PRD-00931,3,231.43,694.29
OI-0005521,O-001105,PRD-00950,2,407.50,815.00
OI-0005522,O-001105,PRD-00969,3,271.67,815.01
OI-0005523,O-001105,PRD-00988,1,815.00,815.00
OI-0005524,O-001105,PRD-01007,2,407.50,815.00
OI-0005525,O-001105,PRD-01026,3,271.67,815.01
OI-0005526,O-001106,PRD-01045,2,411.00,822.00
OI-0005527,O-001106,PRD-01064,3,274.00,822.00
OI-0005528,O-001106,PRD-01083,1,822.00,822.00
OI-0005529,O-001106,PRD-01102,2,411.00,822.00
OI-0005530,O-001106,PRD-01121,3,274.00,822.00
OI-0005531,O-001107,PRD-01140,2,414.50,829.00
OI-0005532,O-001107,PRD-01159,3,276.33,828.99
OI-0005533,O-001107,PRD-01178,1,829.00,829.00
OI-0005534,O-001107,PRD-01197,2,414.50,829.00
OI-0005535,O-001107,PRD-01216,3,276.33,828.99
OI-0005536,O-001108,PRD-01235,2,493.24,986.48
OI-0005537,O-001108,PRD-01254,3,328.83,986.49
OI-0005538,O-001108,PRD-01273,1,986.48,986.48
OI-0005539,O-001108,PRD-01292,2,493.24,986.48
OI-0005540,O-001108,PRD-01311,3,328.83,986.49
OI-0005541,O-001109,PRD-01330,2,497.37,994.74
OI-0005542,O-001109,PRD-01349,3,331.58,994.74
OI-0005543,O-001109,PRD-00018,1,994.74,994.74
OI-0005544,O-001109,PRD-00037,2,497.37,994.74
OI-0005545,O-001109,PRD-00056,3,331.58,994.74
OI-0005546,O-001110,PRD-00075,2,391.00,782.00
OI-0005547,O-001110,PRD-00094,3,260.67,782.01
OI-0005548,O-001110,PRD-00113,1,782.00,782.00
OI-0005549,O-001110,PRD-00132,2,391.00,782.00
OI-0005550,O-001110,PRD-00151,3,260.67,782.01
OI-0005551,O-001111,PRD-00170,2,394.22,788.44
OI-0005552,O-001111,PRD-00189,3,262.81,788.43
OI-0005553,O-001111,PRD-00208,1,788.44,788.44
OI-0005554,O-001111,PRD-00227,2,394.22,788.44
OI-0005555,O-001111,PRD-00246,3,262.81,788.43
OI-0005556,O-001112,PRD-00265,2,466.56,933.12
OI-0005557,O-001112,PRD-00284,3,311.04,933.12
OI-0005558,O-001112,PRD-00303,1,933.12,933.12
OI-0005559,O-001112,PRD-00322,2,466.56,933.12
OI-0005560,O-001112,PRD-00341,3,311.04,933.12
OI-0005561,O-001113,PRD-00360,2,470.34,940.68
OI-0005562,O-001113,PRD-00379,3,313.56,940.68
OI-0005563,O-001113,PRD-00398,1,940.68,940.68
OI-0005564,O-001113,PRD-00417,2,470.34,940.68
OI-0005565,O-001113,PRD-00436,3,313.56,940.68
OI-0005566,O-001114,PRD-00455,2,439.00,878.00
OI-0005567,O-001114,PRD-00474,3,292.67,878.01
OI-0005568,O-001114,PRD-00493,1,878.00,878.00
OI-0005569,O-001114,PRD-00512,2,439.00,878.00
OI-0005570,O-001114,PRD-00531,3,292.67,878.01
OI-0005571,O-001115,PRD-00550,2,442.50,885.00
OI-0005572,O-001115,PRD-00569,3,295.00,885.00
OI-0005573,O-001115,PRD-00588,1,885.00,885.00
OI-0005574,O-001115,PRD-00607,2,442.50,885.00
OI-0005575,O-001115,PRD-00626,3,295.00,885.00
OI-0005576,O-001116,PRD-00645,2,410.32,820.64
OI-0005577,O-001116,PRD-00664,3,273.55,820.65
OI-0005578,O-001116,PRD-00683,1,820.64,820.64
OI-0005579,O-001116,PRD-00702,2,410.32,820.64
OI-0005580,O-001116,PRD-00721,3,273.55,820.65
OI-0005581,O-001117,PRD-00740,2,449.50,899.00
OI-0005582,O-001117,PRD-00759,3,299.67,899.01
